sample_type_name,sample_id,neighb_id,neighborhood,age,pop,p,r,n.response,mu,sigma,n.sample,exposure,dose,popDose,deployment_id,country,city,citylabel,date,pathway,neighb_pop,neighb_pop_label,perDose
Street Food,10,203,Gabtoli,Children,c,0.123135903,1.63211825,191,3.804087268,1.973406218,9,0.964,705281798.3,705281798.3,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 203 Children,Dhaka 203,3.071223972
Bathing Water,9,204,Uttarkhan,Adults,a,0.626219486,19.15167918,118,1.143731975,1.50554466,10,1,18940.93075,18940.93075,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 204 Adults,Dhaka 204,0.000239413
Bathing Water,9,204,Uttarkhan,Children,c,0.699394718,28.64278917,117,1.143731975,1.50554466,10,1,14500.11005,14500.11005,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 204 Children,Dhaka 204,0.000402834
Open Drain Water,1,204,Uttarkhan,Adults,a,0.01297758,0.197998221,119,7.034230678,0.723628407,10,0.566,317430.1204,317430.1204,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 204 Adults,Dhaka 204,0.004012313
Open Drain Water,1,204,Uttarkhan,Children,c,0.036438355,0.341744815,117,7.034230678,0.723628407,10,0.665,5297651.16,5297651.16,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 204 Children,Dhaka 204,0.147176522
Municipal Drinking Water,3,204,Uttarkhan,Adults,a,0.016370897,0.310517433,238,1.971571505,1.896824896,10,0.713,568836328.7,568836328.7,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 204 Adults,Dhaka 204,7.190085162
Municipal Drinking Water,3,204,Uttarkhan,Children,c,0.010905798,0.255403837,234,1.971571505,1.896824896,10,0.664,10516940.28,10516940.28,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 204 Children,Dhaka 204,0.292176031
Floodwater,6,204,Uttarkhan,Adults,a,0.085033642,0.574893069,238,4.977920895,0.954140495,8,0.762,17887.5917,17887.5917,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 204 Adults,Dhaka 204,0.000226099
Floodwater,6,204,Uttarkhan,Children,c,0.059715598,0.66998749,234,4.977920895,0.954140495,8,0.839,464754.9579,464754.9579,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 204 Children,Dhaka 204,0.012911575
Public Latrine,7,204,Uttarkhan,Adults,a,0.009339996,0.078069246,119,0.339434976,1.076333666,10,0.294,58.63002771,58.63002771,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 204 Adults,Dhaka 204,7.41E-07
Public Latrine,7,204,Uttarkhan,Children,c,0.024711511,0.139863292,117,0.339434976,1.076333666,10,0.404,27.40323524,27.40323524,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 204 Children,Dhaka 204,7.61E-07
Raw Produce,2,204,Uttarkhan,Adults,a,0.083006911,0.618012573,119,2.70400604,1.745823598,8,0.764,31411682.11,31411682.11,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 204 Adults,Dhaka 204,0.397043329
Raw Produce,2,204,Uttarkhan,Children,c,0.052171476,0.403356366,117,2.70400604,1.745823598,8,0.681,8563737.43,8563737.43,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 204 Children,Dhaka 204,0.23791319
Surface Water,5,204,Uttarkhan,Adults,a,0.036630395,0.264222562,119,3.620001676,1.595297825,9,0.57,578866.5448,578866.5448,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 204 Adults,Dhaka 204,0.007316867
Surface Water,5,204,Uttarkhan,Children,c,0.0306154,0.261630779,117,3.620001676,1.595297825,9,0.617,5864361.781,5864361.781,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 204 Children,Dhaka 204,0.162920574
Street Food,10,204,Uttarkhan,Adults,a,0.12810443,0.532216733,119,3.545323153,1.996391518,7,0.673,98577984.58,98577984.58,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 204 Adults,Dhaka 204,1.24602468
Street Food,10,204,Uttarkhan,Children,c,0.068097234,0.691850685,117,3.545323153,1.996391518,7,0.825,274693541.5,274693541.5,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 204 Children,Dhaka 204,7.631389607
Bathing Water,9,205,Gulshan,Adults,a,0.967147399,339.5598148,81,0.21436064,1.108875496,10,1,232.7241904,232.7241904,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 205 Adults,Dhaka 205,4.56E-05
Bathing Water,9,205,Gulshan,Children,c,0.961561011,321.6187038,77,0.21436064,1.108875496,10,1,190.8993946,190.8993946,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 205 Children,Dhaka 205,0.000169906
Open Drain Water,1,205,Gulshan,Adults,a,0.991456635,5.196875809,81,7.090563355,0.6315789,10,0.034,739.2107017,739.2107017,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 205 Adults,Dhaka 205,0.000144995
Open Drain Water,1,205,Gulshan,Children,c,0.27966107,0.059049636,77,7.090563355,0.6315789,10,0.063,36764.94001,36764.94001,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 205 Children,Dhaka 205,0.032721914
Municipal Drinking Water,3,205,Gulshan,Adults,a,0.000587866,0.108953254,162,-0.053224983,0.923743772,10,0.539,1443.864564,1443.864564,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 205 Adults,Dhaka 205,0.000283213
Municipal Drinking Water,3,205,Gulshan,Children,c,0.000151405,0.086379934,154,-0.053224983,0.923743772,10,0.508,681.3004364,681.3004364,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 205 Children,Dhaka 205,0.000606378
Floodwater,6,205,Gulshan,Adults,a,0.255152108,0.341186534,162,5.709380367,0.327926052,9,0.386,1976.454869,1976.454869,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 205 Adults,Dhaka 205,0.00038768
Floodwater,6,205,Gulshan,Children,c,0.308517046,0.514749248,154,5.709380367,0.327926052,9,0.466,34282.16199,34282.16199,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 205 Children,Dhaka 205,0.030512166
Public Latrine,7,205,Gulshan,Adults,a,0.084231953,0.056518009,77,-0.15490197,1.14E-05,10,0.129,0.058286076,0.058286076,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 205 Adults,Dhaka 205,1.14E-08
Public Latrine,7,205,Gulshan,Children,c,0.05119959,0.549408302,75,-0.15490197,1.14E-05,10,0.796,0.966995986,0.966995986,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 205 Children,Dhaka 205,8.61E-07
Raw Produce,2,205,Gulshan,Adults,a,0.4552768,5.342820323,81,3.231102717,1.734477827,10,0.987,38355689.29,38355689.29,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 205 Adults,Dhaka 205,7.523427919
Raw Produce,2,205,Gulshan,Children,c,0.345133455,3.146171843,77,3.231102717,1.734477827,10,0.961,7147468.484,7147468.484,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 205 Children,Dhaka 205,6.361464253
Surface Water,5,205,Gulshan,Adults,a,0.026034998,0.016588725,81,5.064593355,0.749298189,10,0.059,15199.75108,15199.75108,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 205 Adults,Dhaka 205,0.002981415
Surface Water,5,205,Gulshan,Children,c,0.114530499,0.065822059,77,5.064593355,0.749298189,10,0.132,46790.1691,46790.1691,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 205 Children,Dhaka 205,0.041644673
Street Food,10,205,Gulshan,Adults,a,0.458893157,0.863351074,81,3.094381255,1.32513815,9,0.5,307126.9333,307126.9333,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 205 Adults,Dhaka 205,0.060242623
Street Food,10,205,Gulshan,Children,c,0.445141775,1.570387275,77,3.094381255,1.32513815,9,0.718,473707.9298,473707.9298,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Street Food,Dhaka 205 Children,Dhaka 205,0.42161446
Bathing Water,9,206,Kamalapur,Adults,a,0.821840202,56.29241353,256,1.626005028,1.471541191,10,1,18997.37392,18997.37392,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 206 Adults,Dhaka 206,0.000122837
Bathing Water,9,206,Kamalapur,Children,c,0.899127393,156.7279506,231,1.626005028,1.471541191,10,1,192496.9826,192496.9826,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Bathing Water,Dhaka 206 Children,Dhaka 206,0.003772774
Open Drain Water,1,206,Kamalapur,Adults,a,0.00301048,0.202303445,154,6.247080753,1.466471701,10,0.671,3173572.854,3173572.854,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 206 Adults,Dhaka 206,0.0205204
Open Drain Water,1,206,Kamalapur,Children,c,0.007328131,0.247309406,152,6.247080753,1.466471701,10,0.685,19657124.39,19657124.39,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Open Drain Water,Dhaka 206 Children,Dhaka 206,0.385262624
Municipal Drinking Water,3,206,Kamalapur,Adults,a,0.000258096,0.132672556,497,1.202500326,1.921000115,10,0.672,12216923.89,12216923.89,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 206 Adults,Dhaka 206,0.078994931
Municipal Drinking Water,3,206,Kamalapur,Children,c,0.000430348,0.139591961,447,1.202500326,1.921000115,10,0.646,821586.7612,821586.7612,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Municipal Drinking Water,Dhaka 206 Children,Dhaka 206,0.016102389
Floodwater,6,206,Kamalapur,Adults,a,0.044277475,0.578130011,407,5.875550317,0.924462443,9,0.838,214837.2223,214837.2223,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 206 Adults,Dhaka 206,0.001389143
Floodwater,6,206,Kamalapur,Children,c,0.040999476,0.655059663,382,5.875550317,0.924462443,9,0.893,5219289.506,5219289.506,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Floodwater,Dhaka 206 Children,Dhaka 206,0.102293557
Public Latrine,7,206,Kamalapur,Adults,a,0.008962517,0.478147195,256,0.784338903,1.198998918,10,0.888,1627.340387,1627.340387,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 206 Adults,Dhaka 206,1.05E-05
Public Latrine,7,206,Kamalapur,Children,c,0.003467782,0.341874014,231,0.784338903,1.198998918,10,0.852,14221.78355,14221.78355,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Public Latrine,Dhaka 206 Children,Dhaka 206,0.000278735
Raw Produce,2,206,Kamalapur,Adults,a,0.06711548,0.850206494,256,3.442684755,2.041388735,8,0.903,1368426677,1368426677,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 206 Adults,Dhaka 206,8.848280622
Raw Produce,2,206,Kamalapur,Children,c,0.082551785,0.820233661,231,3.442684755,2.041388735,8,0.866,372475632.3,372475632.3,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Raw Produce,Dhaka 206 Children,Dhaka 206,7.300199995
Surface Water,5,206,Kamalapur,Adults,a,0.012555574,0.122459046,153,5.131412492,1.568290751,9,0.431,6789985.306,6789985.306,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 206 Adults,Dhaka 206,0.043904212
Surface Water,5,206,Kamalapur,Children,c,0.025764918,0.14936921,153,5.131412492,1.568290751,9,0.428,9088932.85,9088932.85,2,Bangladesh,Dhaka,Dhaka 17,3/1/2017,Surface Water,Dhaka 206 Children,Dhaka 206,0.178135217
