SampleID,CompoundID,ec_dd,ec_th,ev_lat,ev_long,ev_way,neighbor,dis_lat,ev_notes,source_bw,source_other,stored,covered,ec_sd,ec_st,ec_isd,ec_ist,ec_ied,ec_iet,ec_dil1,ec_dil2,ec_ecnt1,ec_ecnt2,tc_ecnt1,tc_ecnt2,ec_blank,tc_blank,collectr,operator,sp_type,sp_area,ec_dil3,ec_ecnt3,tc_ecnt3,dis_com,weight,feces_3m,fd_type,fd_num,lat_type,lat_other,n_stall,Vis_fec,HW_stat
ZCB2037,2037,5/19/2016,1/0/1900,25.93123,32.56131,87-29,1,,,,,,,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,2,4,27,2,999,20,0,0,Sumeya/Anabela,Mario Amos/J,5,0,,,,,,,,,2,,2,0,0
ZCB2038,2038,5/18/2016,1/0/1900,25.93493,32.56274,83-29,1,,,,,,,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,4,0,0,999,54,0,0,Sumeya/Anabela,Salma/J,5,0,,,,,,,,,2,,2,1,0
ZCB2039,2039,5/31/2016,1/0/1900,25.94912,32.55864,100-29,1,,,,,,,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,2,4,13,0,999,13,0,0,Eloisa/Gizela,Mario Amos/Laurinda,5,0,,,,,,,,,4,,2,0,1
ZCB2040,2040,5/24/2016,1/0/1900,25.94865,32.55929,95-29,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,0,0,81,16,0,0,Sumeya/Anabela,Laurinda / Mario Amos,5,0,,,,,,,,,2,,2,0,0
ZCB2041,2041,5/24/2016,1/0/1900,25.93351,32.56263,75-43,1,,,,,,,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,2,4,13,0,58,0,0,0,Gizela/Eloisa,Laurinda / Mario Amos,5,0,,,,,,,,,4,,2,0,1
ZCB2042,2042,5/12/2016,1/0/1900,25.94208,32.58847,055-43,1,,,,,,,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,2,4,8,0,999,18,0,0,Gizela/Eloisa,Laurinda/J,5,0,,,,,,,,,4,,2,1,1
ZCB2043,2043,5/13/2016,1/0/1900,25.94532,32.55682,058-43,1,,,,,,,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,2,4,49,1,180,90,0,0,Gizela/Eloisa,Salma/J,5,0,,,,,,,,,4,,2,0,0
ZCB2044,2044,5/23/2016,1/0/1900,25.94214,32.55713,090-29,1,,,,,,,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,2,4,2,1,43,9,0,0,Gizela/Eloisa,J/Mario Amos,5,0,,,,,,,,,4,,2,0,0
ZCB3001,3001,5/5/2016,1/0/1900,25.94451,32.57955,038-43,2,,,,,,,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,2,4,0,0,999,999,0,0,Eloisa/Gizela,Laurinda/J,5,0,,,,,,,,,2,,2,2,0
ZCB3032,3032,5/10/2016,1/0/1900,25.94332,32.58118,062-29,2,,,,,,,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,0,0,999,31,0,0,Sumeya,Salma/Mario,5,0,,,,,,,,,1,,2,1,1
ZCB3034,3034,5/9/2016,1/0/1900,25.94716,32.55196,046-43,2,,,,,,,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,2,4,15,1,42,27,0,0,Gizela/Eloisa,Mario Amos/Salma,5,0,,,,,,,,,5,,2,1,1
ABO2029,2029,5/19/2016,1/0/1900,25.9441,32.56049,072-43,1,15.3,,3,,1,1,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,1,2,0,0,999,999,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2030,2030,5/6/2016,1/0/1900,25.94731,32.55198,043-43,1,20.2,"DPD#1=0,11,DPD#3=0,17",3,,1,1,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,1,2,0,0,90,2,0,0,Eloisa/Gizela,J/Mario Amos,7,0,,,,,,,,,,,,,
ABO2031,2031,5/6/2016,1/0/1900,25.94634,32.55229,56-29,1,17.3,"DPD#1=0,29,DPD#3=0,34",3,,1,1,5/6/2016,12:40:00 PM,5/6/2016,5:05:00 PM,5/7/2016,5:05:00 PM,1,2,0,0,999,999,0,0,Sumeya/Anabela,J/Mario Amos,7,0,,,,,,,,,,,,,
ABO2032,2032,5/31/2016,1/0/1900,25.94366,32.55768,101-29,1,1.5,,3,,1,1,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,1,2,0,0,999,62,0,0,Anabela/Sumeya,Mario Amos/Laurinda,7,0,,,,,,,,,,,,,
ABO2034,2034,5/13/2016,1/0/1900,25.94372,32.55788,72-29,1,22.8,,3,,1,1,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,1,2,0,0,999,1,0,0,Sumeya/Anabela,Salma/J,7,0,,,,,,,,,,,,,
ABO2035,2035,5/12/2016,1/0/1900,25.94493,32.55373,69-29,1,19,Amostra recolhida no mesmo recepiente que ACO,3,,1,1,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,1,2,0,0,999,90,0,0,Sumeya/Anabela,Laurinda/J,7,0,,,,,,,,,,,,,
ABO2036,2036,5/18/2016,1/0/1900,25.96208,32.58931,069-43,1,4.3,,3,,1,1,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,2,2,13,0,148,45,0,0,Eloisa/Gizela,Salma/J,7,0,,,,,,,,,,,,,
ABO2037,2037,5/19/2016,1/0/1900,25.93123,32.56131,087-29,1,8.4,A amostra de agua de beber e a mesma da agua do banho.,3,,1,1,5/19/2016,11:25:00 AM,5/19/2016,5:15:00 PM,5/20/2016,5:15:00 PM,1,2,0,0,999,999,0,0,Anabela/Sumeya,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2038,2038,5/18/2016,1/0/1900,25.93495,32.56274,83-29,1,13.7,,3,,1,1,5/18/2016,12:10:00 PM,5/18/2016,5:49:00 PM,5/19/2016,5:49:00 PM,1,2,11,5,35,1,0,0,Sumeya/Anabela,Salma/J,7,0,,,,,,,,,,,,,
ABO2039,2039,5/31/2016,1/0/1900,25.94912,32.55864,100-29,1,7.4,,3,,1,1,5/31/2016,2:15:00 PM,5/31/2016,6:50:00 PM,6/1/2016,6:50:00 PM,1,2,8,0,999,999,0,0,Eloisa/Gizela,Mario Amos/Laurinda,7,0,,,,,,,,,,,,,
ABO2040,2040,5/24/2016,1/0/1900,25.94865,32.55929,95-29,1,6.1,A amostra e a mesma do banho e de beber,3,,1,1,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,1,2,2,1,999,999,0,0,Sumeya/Anabela,Laurida / Marius,7,0,,,,,,,,,,,,,
ABO2041,2041,5/24/2016,1/0/1900,25.93351,32.56261,075-43,1,18.9,,3,,1,1,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,1,2,0,0,999,120,0,0,Eloisa/Gizela,Laurind/Marius,7,0,,,,,,,,,,,,,
ABO2042,2042,5/12/2016,1/0/1900,25.94208,32.58847,055-43,1,14.1,,3,,1,0,5/12/2016,12:10:00 PM,5/12/2016,4:45:00 PM,5/13/2016,4:45:00 PM,1,2,0,0,999,999,0,0,Gizela/Eloisa,Laurinda/J,7,0,,,,,,,,,,,,,
ABO2043,2043,5/13/2016,1/0/1900,25.94532,32.55682,058-43,1,7.2,,3,,1,1,5/13/2016,11:05:00 AM,5/13/2016,3:30:00 PM,5/14/2016,3:30:00 PM,1,2,45,5,999,999,0,0,Gizela/Eloisa,Salma/J,7,0,,,,,,,,,,,,,
ABO2044,2044,5/23/2016,1/0/1900,25.94214,32.55713,090-29,1,13.1,A amostra da aqua de beber e a mesma da aqua do banho,3,,1,0,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,1,2,0,0,11,1,0,0,Gizela / Eloisa,Marius / J,7,0,,,,,,,,,,,,,
ABO3001,3001,5/5/2016,1/0/1900,25.94451,32.57955,038-43,2,13.1,"A agua de beber e para o banho esta reservada no mesmo sitio. DPD#1=0,07,DPD#3=0,14.",3,,1,1,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,1,2,0,0,999,58,0,0,Eloisa/Gizela,Laurinda/J,7,0,,,,,,,,,,,,,
ABO3006,3006,5/10/2016,1/0/1900,25.96213,32.58968,049-43,2,14.7,,3,,1,1,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,1,2,6,0,999,999,0,0,Gizela/Eloisa,Salma/Mario,7,0,,,,,,,,,,,,,
ABO3030,3030,5/9/2016,1/0/1900,25.94335,32.58104,59-29,2,10.8,A amostra de agua de beber e a mesma de agua do banho.,3,,1,0,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,1,2,21,5,999,999,0,0,Sumeya/Anabela,Mario Amos/Salma,7,0,,,,,,,,,,,,,
ABO3031,3031,5/3/2016,1/0/1900,25.94342,32.57977,033-43,2,11.9,"DPD#1=0,16,DPD#3=0,18",3,,1,1,5/3/2016,3:30:00 PM,5/3/2016,6:10:00 PM,5/4/2016,6:10:00 PM,1,2,3,0,999,999,0,0,Eloisa/Gizela,Mario Amos,7,0,,,,,,,,,,,,,
ABO3032,3032,5/10/2016,1/0/1900,25.94332,32.58118,062-29,2,16,A amostra da agua de banho e a mesma da agua de beber.,3,,1,1,5/10/2016,11:42:00 AM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,1,2,0,0,999,31,0,0,Anabela/Sumeya,Salma/Mario,7,0,,,,,,,,,,,,,
ABO3033,3033,5/11/2016,1/0/1900,25.94157,32.58826,066-29,2,7.7,,3,,1,1,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,1,2,999,0,999,120,0,0,Eloisa/Gizela,J/Salma,7,0,,,,,,,,,,,,,
ABO3034,3034,5/9/2016,1/0/1900,25.94716,32.55196,046-43,2,18.9,,3,,1,1,5/9/2016,12:10:00 PM,5/10/2016,4:05:00 PM,5/11/2016,4:05:00 PM,1,2,53,9,999,999,0,0,Eloisa/Gizela,Mario Amos/Salma,7,0,,,,,,,,,,,,,
ABO3036,3036,5/11/2016,1/0/1900,25.94165,32.58835,52-43,2,16.5,,3,,1,1,5/11/2016,11:00:00 AM,5/11/2016,4:00:00 PM,5/12/2016,4:00:00 PM,1,2,0,0,999,999,0,0,Sumeya/Anabela,J/Salma,7,0,,,,,,,,,,,,,
ABO3037,3037,5/5/2016,1/0/1900,25.945,32.57927,51-29,2,15.05,"DPD#1=0,09,DPD#3=0,14 A agua de beber e armazenada no mesmo lugar que a agua de banho",3,,1,0,5/5/2016,1:30:00 PM,5/5/2016,5:30:00 PM,5/6/2016,5:30:00 PM,1,2,28,0,999,999,0,0,Sumeya/Anabela,Laurinda/J,7,0,,,,,,,,,,,,,
ABO3039,3039,5/3/2016,1/0/1900,25.94148,32.58819,031-43,2,10.5,"DPD#1=0,05,DPD#3=0,10",3,,1,0,5/3/2016,12:30:00 PM,5/3/2016,6:10:00 PM,5/4/2016,6:10:00 PM,1,2,2,0,999,999,0,999,Eloisa/Gizela,Mario Amos,7,0,,,,,,,,,,,,,
ABO2029,2029,5/25/2016,1/0/1900,25.94407,32.56054,082-43,1,13.1,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,999,200,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2030,2030,5/25/2016,1/0/1900,25.94715,32.55212,078-43,1,13.6,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,999,999,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2031,2031,5/25/2016,1/0/1900,25.94634,32.55229,56-29,1,8.1,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,45,6,999,69,0,0,Anabela/Sumeya,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2032,2032,5/25/2016,1/0/1900,25.94346,32.55752,75-29,1,17.8,,3,,1,0,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,0,0,0,0,Sumeya/Anabela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2034,2034,5/25/2016,1/0/1900,25.94372,32.55788,72-29,1,10.3,,3,,1,0,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,9,999,80,0,0,Sumeya/Anabela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2035,2035,5/25/2016,1/0/1900,25.94493,32.55373,69-29,1,15.2,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,999,999,0,0,Semeya/Anabela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2036,2036,5/25/2016,1/0/1900,25.93679,32.56397,083-43,1,12.15,,3,,1,0,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,999,17,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2037,2037,5/25/2016,1/0/1900,25.93123,32.56131,087-29,1,3.5,,3,,1,0,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,5,29,0,0,Anabela/Sumeya,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2038,2038,5/25/2016,1/0/1900,25.93495,32.56274,83-29,1,9.2,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,110,31,0,0,Sumeya/Anabela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2039,2039,5/25/2016,1/0/1900,25.94915,32.55848,81-43,1,6.5,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,90,10,999,999,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2040,2040,5/24/2016,1/0/1900,25.94865,32.55929,95-29,1,11.5,,3,,1,1,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,1,2,11,0,999,170,0,0,Sumeya/Anabela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2041,2041,5/24/2016,1/0/1900,25.93351,32.56263,75-43,1,15.5,,3,,1,0,5/24/2016,11:15:00 AM,5/24/2016,3:35:00 PM,5/25/2016,3:35:00 PM,1,2,7,2,999,999,0,0,Gizela/Eloisa,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2042,2042,5/25/2016,1/0/1900,25.94631,32.55554,079-43,1,11.2,,3,,1,1,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,0,0,999,200,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2043,2043,5/25/2016,1/0/1900,25.9453,32.55678,80-43,1,11.5,,3,,1,0,5/25/2016,12:15:00 PM,5/25/2016,4:05:00 PM,5/26/2016,4:05:00 PM,1,2,999,59,999,999,0,0,Eloisa/Gizela,Mario Amos/J,7,0,,,,,,,,,,,,,
ABO2044,2044,5/23/2016,1/0/1900,25.94214,32.55713,90-29,1,15.1,,3,,1,1,5/23/2016,11:40:00 AM,5/23/2016,3:50:00 PM,5/24/2016,3:50:00 PM,1,2,15,0,999,999,0,0,Gizela/Eloisa,Mario Amos/J,7,0,,,,,,,,,,,,,
