deviceid,h_id,h_id_val,h_start,h_location,_h_location_latitude,_h_location_longitude,_h_location_altitude,_h_location_precision,h_gps_device,h_gps_device_id,h_gps_device_wp,h_gps_device_lat,h_gps_device_lon,h_neighborhood,h_home_type,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_s_additional_info,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_d_additional_info,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_f_additional_info,h_m,h_m_a_prim,h_m_a_prim_other,h_m_a_prim_num,h_m_a_prim_num_other,h_m_a_sec,h_m_a_sec_other,h_m_a_sec_num,h_m_a_sec_num_other,h_m_c_prim,h_m_c_prim_other,h_m_c_prim_num,h_m_c_prim_num_other,h_m_c_sec,h_m_c_sec_other,h_m_c_sec_num,h_m_c_sec_num_other,h_m_additional_info,h_t,h_t_f,h_t_f_other,h_t_additional_info,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_additional_info,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_ts_a,h_ts_a_other,h_latrine_type,h_latrine_type_other,h_th_additional_info,h_pd,h_pd_a,h_pd_a/1,h_pd_a/2,h_pd_a/3,h_pd_a/4,h_pd_a/5,h_pd_a/6,h_pd_a/7,h_pd_a_other,h_pd_additional_info,h_end,h_enum,h_notes,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
3.59125E+14,4054,4054,2016-11-02T09:54:00.000+07,13.37584671 103.85814479 6.0 14.0,13.37584671,103.8581448,6,14,0,,,,,3,1,4,0,,3,,,,,,4,,,,Don't have open drain,,1,,,,,,3,,1,,2,,3,,,,,,,,,,Boil bottle water,,1,,,,3,,,,Cucumber latuce eggplant,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:b39289d2-8c1b-4578-9c61-861398c62728,1790,b39289d2-8c1b-4578-9c61-861398c62728,2016-11-03T10:58:27,302,,-1
3.59125E+14,4055a,4055a,2016-11-02T10:04:00.000+07,13.3756987 103.8583583 -55.0 9.0,13.3756987,103.8583583,-55,9,0,,,,,3,1,2,0,,3,,,,,,4,,,,Don't have open drain,,1,,,,Rain season,,3,,1,,3,,1,,,,,,,,,,,,0,,,,3,,,,Cucumber latuce Long been tomato,,1,,1,,1,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,Us,,uuid:619d59cb-3bc0-4180-9a27-65e0bc883c17,1791,619d59cb-3bc0-4180-9a27-65e0bc883c17,2016-11-03T10:58:34,303,,-1
3.59125E+14,4056a,4056a,2016-11-02T10:07:00.000+07,13.37586694 103.85837439 -18.0 7.0,13.37586694,103.8583744,-18,7,0,,,,,3,1,6,1,,3,,4,,,,4,,4,,,,3,,3,,,,3,,1,,3,,3,,3,,1,,3,,3,,Small bottle water,,0,,,,3,,3,,Cucumber latuce,,1,,1,,0,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:558e1909-86d1-4442-a820-02860db53dbc,1792,558e1909-86d1-4442-a820-02860db53dbc,2016-11-03T10:58:59,304,,-1
3.59125E+14,4057a,4057a,2016-11-02T02:35:00.000+07,13.37609952 103.8588582 33.0 5.0,13.37609952,103.8588582,33,5,0,,,,,3,1,3,0,,3,,,,,,4,,,,,,1,,,,Rain water,,3,,1,,3,,1,,,,,,,,,,Bottles water,,1,,,,3,,,,Cucumber latuce long been,,1,,1,,1,,1,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:9082662e-d7b4-404a-8884-d561145744a4,1793,9082662e-d7b4-404a-8884-d561145744a4,2016-11-03T11:02:30,305,,-1
3.59125E+14,4058a,4058a,2016-11-02T02:41:00.000+07,13.37608619 103.85885385 18.0 5.0,13.37608619,103.8588539,18,5,0,,,,,3,1,5,1,,3,,3,,,,4,,4,,Don't have open drain,,1,,1,,Rain season,,2,,1,,3,,3,,2,,1,,3,,3,,Bottle water 20l,,1,,,,3,,3,,Cucumber latuce long been cabbage,,1,,1,,1,,1,,3,,4,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:5abdb997-54ce-4015-a296-1980794deebd,1794,5abdb997-54ce-4015-a296-1980794deebd,2016-11-03T11:02:32,306,,-1
3.59125E+14,1,1,2016-11-04T14:29:00.000+07,13.38305531 103.85479664 8.0 10.0,13.38305531,103.8547966,8,10,0,,,,,5,1,12,1,,3,,3,,,,4,,4,,Don't have open drains,,1,,1,,Rainy season,,3,,1,,5,Na,6,Na,3,,1,,5,Na,6,Na,,,0,,,,3,,3,,Cucumber morning glory latuice,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:c29209ef-0db9-4145-91ed-8618b6cea633,1799,c29209ef-0db9-4145-91ed-8618b6cea633,2016-11-06T04:00:56,307,,-1
3.59125E+14,3,3,2016-11-04T14:50:00.000+07,13.38301012 103.85460294 0.0 5.0,13.38301012,103.8546029,0,5,0,,,,,5,1,4,1,,3,,4,,,,4,,4,,,,1,,2,,,,3,,1,,5,Na,6,Na,3,,1,,5,Na,6,Na,,,0,,,,4,,4,,Don't don't want,,1,,1,,1,,0,,1,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:8886d387-b135-45e7-8d05-7693037cfa10,1800,8886d387-b135-45e7-8d05-7693037cfa10,2016-11-06T04:00:57,308,,-1
3.59125E+14,2,2,2016-11-04T14:41:00.000+07,13.38306592 103.85479954 5.0 5.0,13.38306592,103.8547995,5,5,0,,,,,5,1,10,1,,3,,4,,,,4,,4,,Don't have open drains,,1,,1,,,,3,,1,,2,,3,,3,,1,,2,,3,,Filter,,0,,,,3,,3,,Cucumber latuice cabbage carrot,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:b1cb4226-62f7-4569-8a44-7d86c46f3f84,1801,b1cb4226-62f7-4569-8a44-7d86c46f3f84,2016-11-06T12:30:56,309,,-1
3.59125E+14,4,4,2016-11-04T14:54:00.000+07,13.38290248 103.85463554 12.0 10.0,13.38290248,103.8546355,12,10,0,,,,,5,1,2,0,,4,,,,,,4,,,,,,1,,,,Rainy season,,3,,1,,5,Na,6,Na,,,,,,,,,,,0,,,,4,,,,,,1,,1,,1,,0,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:c460923d-fc67-49b3-940d-6e74fb977c9f,1802,c460923d-fc67-49b3-940d-6e74fb977c9f,2016-11-06T12:30:58,310,,-1
3.59125E+14,9,9,2016-11-05T09:53:00.000+07,13.38273043 103.85442336 2.0 10.0,13.38273043,103.8544234,2,10,0,,,,,5,1,4,1,,3,,3,,,,4,,4,,Don't have open drains,,2,,2,,,,3,,1,,3,,3,,3,,1,,3,,3,,Bottle water 20l,,1,,Boil,,2,,3,,Cucumber latuce water Lyly long been,,1,,1,,0,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:1f99f07a-3b3f-4c66-883e-7edcc2425ac9,1803,1f99f07a-3b3f-4c66-883e-7edcc2425ac9,2016-11-06T12:30:59,311,,-1
3.59125E+14,12,12,2016-11-05T10:03:00.000+07,13.38285801 103.85446169 2.0 5.0,13.38285801,103.8544617,2,5,0,,,,,5,1,4,1,,3,,3,,,,4,,4,,,,2,,2,,,,3,,1,,3,,3,,3,,1,,3,,3,,,,0,,,,3,,3,,Cucumber morning glory latuce,,1,,1,,0,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:7258fdfe-670c-41e9-9f44-402f1d11735c,1804,7258fdfe-670c-41e9-9f44-402f1d11735c,2016-11-06T12:31:01,312,,-1
3.59125E+14,13,13,2016-11-05T10:09:00.000+07,13.38288098 103.85434009 20.0 9.0,13.38288098,103.8543401,20,9,0,,,,,5,1,9,1,,3,,3,,,,4,,4,,,,1,,1,,,,2,,1,,3,,3,,2,,1,,3,,3,,,,1,,Boiling,,3,,3,,Morning glory latuice morning glory,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:6bae6109-8cfb-4808-a30c-3fed458c4f72,1805,6bae6109-8cfb-4808-a30c-3fed458c4f72,2016-11-06T12:31:03,313,,-1
3.59125E+14,16,16,2016-11-05T10:32:00.000+07,13.38313384 103.85371753 -1.0 10.0,13.38313384,103.8537175,-1,10,0,,,,,5,1,10,1,,3,,3,,,,4,,4,,,,1,,1,,,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water 500ml,,1,,Filter,,3,,3,,Cucumber latuice cabbage water Lyly long been,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:3685f530-110b-4ae1-bbea-835cd192efe3,1806,3685f530-110b-4ae1-bbea-835cd192efe3,2016-11-06T12:31:05,314,,-1
3.59125E+14,17,17,2016-11-05T10:36:00.000+07,13.38306162 103.85380441 -48.0 21.0,13.38306162,103.8538044,-48,21,0,,,,,5,1,3,0,,4,,,,,,4,,,,,,1,,,,,,2,,1,,3,,3,,,,,,,,,,Small bottle water,,1,,Filter,,3,,,,Cucumber morning glory latuice long been vegetables,,1,,1,,1,,1,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:ba061f8b-1001-494c-b83b-4c60958af8bb,1807,ba061f8b-1001-494c-b83b-4c60958af8bb,2016-11-06T12:31:06,315,,-1
3.59125E+14,19,19,2016-11-05T14:42:00.000+07,13.38317694 103.8538157 -9.0 5.0,13.38317694,103.8538157,-9,5,0,,,,,5,1,6,1,,3,,3,,,,3,,3,,,,3,,3,,,,2,,1,,2,,3,,2,,1,,2,,3,,Raining,,1,,Boil,,3,,4,,Morning glory latuce Cucumber,,1,,1,,0,,0,,2,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:1bc575a9-e07d-46ce-a685-0fc49cdb1d5b,1808,1bc575a9-e07d-46ce-a685-0fc49cdb1d5b,2016-11-06T12:31:08,316,,-1
3.59125E+14,25,25,2016-11-06T09:50:00.000+07,13.38343342 103.85193377 -18.0 12.0,13.38343342,103.8519338,-18,12,0,,,,,5,1,5,1,,3,,3,,,,4,,4,,,,1,,1,,,,2,,1,,5,Na,6,Na,2,,1,,5,Na,6,Na,,,0,,Boiling water,,3,,3,,Cucumber latuice long been,,1,,1,,1,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:d3a3d54b-dec7-4e8e-b67a-1936d4cdd9d1,1809,d3a3d54b-dec7-4e8e-b67a-1936d4cdd9d1,2016-11-06T12:31:10,317,,-1
3.59125E+14,26,26,2016-11-06T09:53:00.000+07,13.38348764 103.85196087 -1.0 5.0,13.38348764,103.8519609,-1,5,0,,,,,5,1,10,1,,3,,4,,,,4,,4,,Don't have open drains,,1,,1,,Rainy season,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water,,1,,,,4,,4,,,,1,,1,,1,,1,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:0327f52c-6ad9-43b7-b595-da46501e52d2,1810,0327f52c-6ad9-43b7-b595-da46501e52d2,2016-11-06T12:31:11,318,,-1
3.59125E+14,27,27,2016-11-06T10:00:00.000+07,13.38319818 103.85180421 -5.0 12.0,13.38319818,103.8518042,-5,12,0,,,,,5,1,3,0,,4,,,,,,4,,,,,,1,,,,,,3,,1,,3,,1,,,,,,,,,,Vital,,0,,,,3,,,,Cucumber,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:eb4f6d6d-f173-4d37-917e-eba200e27555,1811,eb4f6d6d-f173-4d37-917e-eba200e27555,2016-11-06T12:31:13,319,,-1
3.59125E+14,28,28,2016-11-06T10:04:00.000+07,13.383192 103.85179808 -2.0 8.0,13.383192,103.8517981,-2,8,0,,,,,5,1,2,0,,3,,,,,,4,,,,,,1,,,,,,3,,1,,3,,3,,,,,,,,,,Small bottle water,,1,,,,3,,,,Long been Cucumber,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:27f8db44-22e0-4e4a-abe6-b512236e89b8,1812,27f8db44-22e0-4e4a-abe6-b512236e89b8,2016-11-06T12:31:14,320,,-1
3.59125E+14,30,30,2016-11-06T14:11:00.000+07,13.38323247 103.85170652 14.0 6.0,13.38323247,103.8517065,14,6,0,,,,,5,1,4,0,,3,,,,,,4,,,,,,1,,,,,,3,,1,,3,,3,,,,,,,,,,Small bottle water 500ml,,0,,,,4,,,,They don't like vegetables,,1,,1,,1,,0,,3,,4,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:be718839-2ad0-4f04-a51a-60621b88c17e,1813,be718839-2ad0-4f04-a51a-60621b88c17e,2016-11-06T12:31:16,321,,-1
3.59125E+14,35,35,2016-11-06T14:46:00.000+07,13.38363761 103.85156876 54.0 14.0,13.38363761,103.8515688,54,14,0,,,,,5,1,4,1,,4,,4,,,,4,,4,,Don't have open drains,,1,,1,,Rainy season,,3,,1,,2,,3,,3,,3,,2,,3,,"V
Boiling water",,1,,,,3,,3,,Cucumber morning glory,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:2dc74a87-c155-4b05-9e97-b9ebf7354f8b,1814,2dc74a87-c155-4b05-9e97-b9ebf7354f8b,2016-11-06T12:31:18,322,,-1
3.59125E+14,37,37,2016-11-06T14:56:00.000+07,13.38352807 103.8512312 -14.0 5.0,13.38352807,103.8512312,-14,5,0,,,,,5,1,8,1,,3,,3,,,,4,,4,,,,1,,1,,Rainy season,,3,,1,,2,,3,,3,,1,,2,,3,,Boiling water,,1,,,,3,,3,,Eggplant Cucumber morning glory latuice,,1,,1,,1,,1,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:02df26e9-3cf2-4cc1-86ff-d068f3d6e2f6,1815,02df26e9-3cf2-4cc1-86ff-d068f3d6e2f6,2016-11-06T12:31:19,323,,-1
3.59125E+14,39,39,2016-11-06T15:07:00.000+07,13.3834757 103.85113059 8.0 7.0,13.3834757,103.8511306,8,7,0,,,,,5,1,8,1,,3,,3,,,,3,,3,,,,1,,1,,Rainy season,,3,,1,,2,,3,,3,,1,,2,,3,,,,1,,,,3,,3,,Cucumber morning glory,,1,,1,,1,,1,,1,,4,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:dd39f702-bfd4-4f64-9c4e-e65875451f9f,1816,dd39f702-bfd4-4f64-9c4e-e65875451f9f,2016-11-06T12:31:21,324,,-1
3.59125E+14,5,5,2016-11-04T14:55:00.000+07,13.3829244 103.85461946 14.0 16.0,13.3829244,103.8546195,14,16,0,,,,,5,1,3,1,,4,,4,,,,4,,4,,,,1,,1,,,,3,,1,,5,Na,6,Na,3,,1,,5,Na,6,Na,,,0,,,,3,,3,,Cucumber carrot latuce eggplant,,1,,1,,1,,0,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:1d7baef0-7d4d-4d8f-854c-a8006706497c,1834,1d7baef0-7d4d-4d8f-854c-a8006706497c,2016-11-08T02:15:12,325,,-1
3.59125E+14,6,6,2016-11-04T14:59:00.000+07,13.38305511 103.85455038 14.0 5.0,13.38305511,103.8545504,14,5,0,,,,,5,1,5,1,,3,,3,,,,4,,4,,,,1,,1,,,,3,,1,,5,Na,6,Na,3,,1,,5,Na,6,Na,,,0,,,,3,,3,,,,1,,1,,1,,0,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:180e3689-8ad3-4647-a88f-54cb0a45f0a7,1835,180e3689-8ad3-4647-a88f-54cb0a45f0a7,2016-11-08T02:15:15,326,,-1
3.59125E+14,7,7,2016-11-04T15:03:00.000+07,13.38301827 103.85456236 4.0 7.0,13.38301827,103.8545624,4,7,0,,,,,5,1,2,0,,4,,,,,,4,,,,,,1,,,,,,3,,1,,4,,6,Na,,,,,,,,,,,0,,,,3,,,,Cucumber eggplant long been,,0,,,,,,,,,,,,,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,Us,,uuid:f123d436-55dd-468a-84a9-5569be5f89de,1836,f123d436-55dd-468a-84a9-5569be5f89de,2016-11-08T02:15:17,327,,-1
3.59125E+14,8,8,2016-11-04T15:19:00.000+07,13.38272402 103.85450355 -10.0 13.0,13.38272402,103.8545036,-10,13,0,,,,,5,1,5,1,,3,,4,,,,4,,4,,,,1,,1,,,,3,,3,,3,,3,,3,,1,,2,,3,,,,1,,,,3,,3,,Cabbage Cucumber latuce eggplant,,0,,,,,,,,,,,,,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,Us,,uuid:b12c9ee9-c965-4787-bf11-c6b3345a4c82,1837,b12c9ee9-c965-4787-bf11-c6b3345a4c82,2016-11-08T02:15:19,328,,-1
3.59125E+14,10,10,2016-11-05T09:56:00.000+07,13.38281935 103.85438676 -24.0 10.0,13.38281935,103.8543868,-24,10,0,,,,,5,1,5,1,,3,,3,,,,3,,3,,,,1,,1,,,,3,,1,,2,,3,,3,,1,,2,,3,,,,1,,,,3,,3,,Long been latuce eggplant cucumber,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:0987185f-58a0-4013-8728-b43e0888e4ea,1838,0987185f-58a0-4013-8728-b43e0888e4ea,2016-11-08T02:15:21,329,,-1
3.59125E+14,11,11,2016-11-05T10:00:00.000+07,13.38272555 103.85438031 -26.0 7.0,13.38272555,103.8543803,-26,7,0,,,,,5,1,6,1,,3,,4,,,,3,,3,,,,1,,1,,,,3,,1,,5,Na,6,Na,3,,1,,5,Na,6,Na,,,0,,,,3,,3,,Latuce cucumber carot morning glory tomato,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:ee7b38cd-ac14-4057-979d-56c2547172fe,1839,ee7b38cd-ac14-4057-979d-56c2547172fe,2016-11-08T02:15:24,330,,-1
3.59125E+14,14,14,2016-11-05T10:15:00.000+07,13.38305338 103.85405225 -2.0 9.0,13.38305338,103.8540523,-2,9,0,,,,,5,1,3,0,,3,,,,,,4,,,,,,1,,,,,,3,,1,,3,,1,,,,,,,,,,,,0,,,,3,,,,Cucumber eggplant morning glory cabbage,,1,,1,,1,,0,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:a6e99851-05de-40f8-b827-c0b05427952b,1840,a6e99851-05de-40f8-b827-c0b05427952b,2016-11-08T02:15:26,331,,-1
3.59125E+14,15,15,2016-11-05T10:20:00.000+07,13.3830721 103.85403254 0.0 5.0,13.3830721,103.8540325,0,5,0,,,,,5,1,6,1,,3,,4,,,,4,,4,,,,1,,1,,Rainy season,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water,,1,,Filter,,3,,3,,Long been tomato latuce carot cucumber,,1,,1,,1,,1,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:a0b6d521-f9b7-4ae1-9635-b80b2c29b717,1841,a0b6d521-f9b7-4ae1-9635-b80b2c29b717,2016-11-08T02:15:29,332,,-1
3.59125E+14,18,18,2016-11-05T14:37:00.000+07,13.38308252 103.85376001 5.0 10.0,13.38308252,103.85376,5,10,0,,,,,5,1,4,1,,3,,3,,,,4,,4,,,,1,,1,,,,3,,1,,2,,3,,3,,1,,2,,3,,,,1,,Boil,,3,,3,,Cabbage Cucumber eggplant morning glory,,1,,1,,1,,1,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:562a82d2-ce92-462c-a903-eb3df0e91452,1842,562a82d2-ce92-462c-a903-eb3df0e91452,2016-11-08T02:15:31,333,,-1
3.59125E+14,20,20,2016-11-05T14:46:00.000+07,13.38346845 103.85382109 7.0 6.0,13.38346845,103.8538211,7,6,0,,,,,5,1,2,0,,4,,,,,,4,,,,,,1,,,,Rain season,,3,,1,,3,,3,,,,,,,,,,Small bottle water,,0,,,,3,,,,Cabbage Cucumber eggplant morning glory,,1,,1,,0,,0,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:9a446988-c7fb-482a-b6bb-190e0d14343c,1843,9a446988-c7fb-482a-b6bb-190e0d14343c,2016-11-08T02:15:33,334,,-1
3.59125E+14,52,52,2016-11-07T14:48:00.000+07,13.38383604 103.85022048 4.0 3.0,13.38383604,103.8502205,4,3,0,,,,,5,1,2,0,,4,,,,,,4,,,,,,1,,,,,,2,,1,,3,,3,,,,,,,,,,,,1,,,,3,,,,,,1,,1,,1,,0,,1,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:8d12298c-fa2b-401f-b1a1-6b5434700fea,1861,8d12298c-fa2b-401f-b1a1-6b5434700fea,2016-11-08T02:16:18,335,,-1
3.59125E+14,21,21,2016-11-05T14:49:00.000+07,13.38350387 103.85381528 4.0 5.0,13.38350387,103.8538153,4,5,0,,,,,5,1,5,1,,4,,3,,,,4,,4,,,,1,,1,,,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water 500ml,,1,,,,3,,3,,Latuce cucumber carot morning glory eggplant,,1,,1,,1,,0,,3,,5,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:7c6e19ac-76f4-447b-8f28-172f148e6ba7,1844,7c6e19ac-76f4-447b-8f28-172f148e6ba7,2016-11-08T02:15:36,336,,-1
3.59125E+14,22,22,2016-11-05T14:57:00.000+07,13.38338818 103.85384192 5.0 5.0,13.38338818,103.8538419,5,5,0,,,,,5,1,2,0,,4,,,,,,4,,,,,,1,,,,,,3,,1,,3,,1,,,,,,,,,,Small bottle water 500ml,,0,,,,3,,,,,,1,,1,,1,,1,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:9ef147a0-3507-467b-8206-6d12f0aa17b5,1845,9ef147a0-3507-467b-8206-6d12f0aa17b5,2016-11-08T02:15:39,337,,-1
3.59125E+14,23,23,2016-11-05T15:00:00.000+07,13.38338798 103.85383772 5.0 4.0,13.38338798,103.8538377,5,4,0,,,,,5,1,3,1,,3,,4,,,,4,,4,,,,1,,1,,,,3,,1,,2,,3,,3,,1,,2,,3,,Filter,,1,,Filter,,3,,3,,Cucumber eggplant morning glory cabbage,,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:4e8d6ac8-d73a-43b6-8842-6d07182c3e0e,1846,4e8d6ac8-d73a-43b6-8842-6d07182c3e0e,2016-11-08T02:15:41,338,,-1
3.59125E+14,24,24,2016-11-05T15:11:00.000+07,13.38329592 103.8518415 10.0 3.0,13.38329592,103.8518415,10,3,0,,,,,5,1,5,1,,3,,3,,,,4,,4,,,,1,,1,,,,2,,1,,3,,3,,2,,1,,3,,3,,,,1,,Filter,,3,,3,,Papayas latuce eggplant cucumber water Lyly,,1,,1,,1,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,Us,,uuid:201ee7c8-4a95-4751-a010-88c98d77f99c,1847,201ee7c8-4a95-4751-a010-88c98d77f99c,2016-11-08T02:15:43,339,,-1
3.59125E+14,29,29,2016-11-06T10:07:00.000+07,13.38321451 103.8517721 -3.0 5.0,13.38321451,103.8517721,-3,5,0,,,,,5,1,2,1,,3,,3,,,,4,,4,,,,3,,3,,,,2,,1,,5,N/a,1,,2,,1,,5,N/a,1,,Filter and boil,,1,,,,2,,2,,Cucumber latuce long been cabbage,,1,,1,,0,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:551cd3ec-0b22-4ec9-88ac-bf37ea18789d,1848,551cd3ec-0b22-4ec9-88ac-bf37ea18789d,2016-11-08T02:15:46,340,,-1
3.59125E+14,31,31,2016-11-06T10:24:00.000+07,13.38378702 103.85165729 -11.0 3.0,13.38378702,103.8516573,-11,3,0,,,,,5,1,5,1,,3,,3,,,,4,,4,,,,3,,3,,,,2,,1,,3,,3,,2,,1,,3,,3,,Small bottle water,,1,,Boil,,3,,3,,Latuce cucumber cabbage long bean,,1,,1,,0,,0,,2,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:2688386f-1a3d-4076-9644-27ddfabddb06,1849,2688386f-1a3d-4076-9644-27ddfabddb06,2016-11-08T02:15:48,341,,-1
3.59125E+14,32,32,2016-11-06T10:30:00.000+07,13.38384669 103.85167707 15.0 5.0,13.38384669,103.8516771,15,5,0,,,,,5,1,4,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,2,,3,,3,,1,,2,,3,,Boil,,1,,Boil,,3,,3,,Latuce cucumber cabbage,,1,,1,,0,,0,,2,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:f3df4aa9-b949-4e74-b83c-f4ae93ded29f,1850,f3df4aa9-b949-4e74-b83c-f4ae93ded29f,2016-11-08T02:15:51,342,,-1
3.59125E+14,33,33,2016-11-06T10:33:00.000+07,13.38388401 103.85167969 -3.0 5.0,13.38388401,103.8516797,-3,5,0,,,,,5,1,4,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,3,,3,,3,,1,,3,,3,,Small bottle water,,0,,,,3,,3,,Cucumber latuce long been,,1,,1,,0,,0,,2,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Us,,uuid:0c6717f1-d7a0-4435-bfee-e9e2e57db4a4,1851,0c6717f1-d7a0-4435-bfee-e9e2e57db4a4,2016-11-08T02:15:53,343,,-1
