lab_start_dt,subscriberid,simserial,deviceid,lab_end_dt,lab_ward,lab_neighborhood,lab_sample_type,lab_id,lab_id_val,lab_processing,lab_incubatorms_placed,lab_incubatorms_removed,lab_pcr_date,lab_dna_done,lab_dna_date,lab_closing,lab_notes,lab_enum,__version__,_id,_uuid,_submission_time,_index
2020-02-21T12:01:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:02:47.000+06:30,66,1,12,MO1178,MO1178,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:35:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs,6,vGpS723vVDancxDf5Dr86o,8206,b3ce0404-6ee1-4bf8-891a-0ab576c830e5,2020-02-21T06:28:47,846
2020-02-21T12:02:47.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:03:51.000+06:30,66,1,99,FB1338UP,FB1338UP,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:09:00.000+06:30,0,NULL,NA,"Associated Sample MO1178 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8207,1804c4c1-e880-45ef-bbda-e034957959ee,2020-02-21T06:29:49,847
2020-02-21T12:03:51.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:04:48.000+06:30,59,1,12,MO1179,MO1179,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:37:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8208,0a129abb-0cfa-4308-9ca8-8000d22cb8b5,2020-02-21T06:30:44,848
2020-02-21T12:04:48.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:05:50.000+06:30,59,1,99,FB1339UP,FB1339UP,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:09:00.000+06:30,0,NULL,NA,"Associated Sample MO1179 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8209,6a9f41d5-9997-49a2-8fec-3b9777768cf5,2020-02-21T06:31:46,849
2020-02-21T12:05:50.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:06:49.000+06:30,65,1,12,MO1180,MO1180,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:39:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8210,5e1cfe13-cea6-4274-a894-e780b75fbd6c,2020-02-21T06:32:46,850
2020-02-21T12:06:50.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:07:58.000+06:30,65,1,99,FB1340UP,FB1340UP,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:10:00.000+06:30,0,NULL,NA,"Associated Sample MO1180 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8211,15a09d17-6f0e-46ce-ab1c-d64ca8ac4117,2020-02-21T06:33:56,851
2020-02-21T12:07:58.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:08:56.000+06:30,33,1,98,UPNC92,UPNC92,2020-02-13T15:00:00.000+06:30,2020-02-13T15:35:00.000+06:30,2020-02-14T10:00:00.000+06:30,2020-02-14T10:03:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs. NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8212,3d549b3b-11a0-476e-a961-b45f1041a57b,2020-02-21T06:34:53,852
2020-02-21T12:08:56.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:09:59.000+06:30,59,1,11,PLc1199,PLc1199,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:31:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8213,7096b7dc-7114-4588-b2a0-78d7a0803223,2020-02-21T06:35:56,853
2020-02-21T12:09:59.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:11:10.000+06:30,59,1,99,FB1344UP,FB1344UP,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:06:00.000+06:30,0,NULL,NA,"Associated Sample PLc1199 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8214,885aacaf-e6d4-4bfa-b663-9977b17684a1,2020-02-21T06:37:09,854
2020-02-21T12:11:10.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:12:10.000+06:30,59,1,11,PLc1200,PLc1200,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:40:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8215,4bd8eda8-941f-482e-9b85-e902525ba426,2020-02-21T06:38:07,855
2020-02-21T12:12:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:13:22.000+06:30,59,1,99,FB1345UP,FB1345UP,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:07:00.000+06:30,0,NULL,NA,"Associated Sample PLc1200 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8216,994a541d-4559-4b97-a300-63ad7eded87c,2020-02-21T06:39:19,856
2020-02-21T12:13:22.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:14:11.000+06:30,59,1,11,PLc1201,PLc1201,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:42:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8217,49da6e34-b7cf-42ef-a940-e1ab7c49fbc4,2020-02-21T06:40:08,857
2020-02-21T12:14:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:15:16.000+06:30,59,1,99,FB1346UP,FB1346UP,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:05:00.000+06:30,0,NULL,NA,"Associated Sample PLc1201 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8218,d7bc234d-3dd9-4fd3-b384-3625bfebb609,2020-02-21T06:41:13,858
2020-02-21T12:15:16.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:16:52.000+06:30,59,1,11,PLc1202,PLc1202,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:44:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8219,276561b7-4c5b-46c0-b1f9-cf1549caa79b,2020-02-21T06:42:50,859
2020-02-21T12:16:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:17:54.000+06:30,59,1,11,FB1347UP,FB1347UP,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:10:00.000+06:30,0,NULL,NA,"Associated Sample PLc1202 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8220,7833d8fc-364c-49b3-8f5d-aae8d794dc0c,2020-02-21T06:43:51,860
2020-02-21T12:17:54.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:18:48.000+06:30,59,1,11,PLc1203,PLc1203,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:45:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8221,6d88188f-d4e7-4fde-a2b6-c1894bd4b940,2020-02-21T06:44:45,861
2020-02-21T12:18:48.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:19:47.000+06:30,59,1,99,FB1348UP,FB1348UP,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:11:00.000+06:30,0,NULL,NA,"Associated Sample PLc1203 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8222,f8d026e5-9f60-4750-82fb-26b6178400f7,2020-02-21T06:45:43,862
2020-02-21T12:19:47.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:20:44.000+06:30,33,1,98,UPNC93,UPNC93,2020-02-17T15:45:00.000+06:30,2020-02-17T16:00:00.000+06:30,2020-02-18T10:00:00.000+06:30,2020-02-18T10:03:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs. NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8223,9cb92500-39a2-49b3-b1a3-88ad0dbdcf61,2020-02-21T06:46:40,863
2020-02-21T12:20:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:22:14.000+06:30,58,1,12,MO1181,MO1181,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:38:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8224,2cc42305-6543-4bb2-b456-f425a0f8bbdb,2020-02-21T06:48:12,864
2020-02-21T12:22:14.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:23:14.000+06:30,58,1,99,FB1351UP,FB1351UP,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:08:00.000+06:30,0,NULL,NA,"Associated Sample MO1181 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8225,936c51e3-fee8-4698-85e7-bc4803619fb8,2020-02-21T06:49:12,865
2020-02-21T12:23:14.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:24:02.000+06:30,57,1,12,MO1182,MO1182,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:40:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8226,fa80261f-d239-4b7f-a9fb-2e4ae5135b9b,2020-02-21T06:50:00,866
2020-02-21T12:24:03.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:25:05.000+06:30,57,1,99,FB1352UP,FB1352UP,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:09:00.000+06:30,0,NULL,NA,"Associated Sample MO1182 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8227,03635119-35e1-42bf-af05-2927a00c0b5d,2020-02-21T06:51:02,867
2020-02-21T12:25:05.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:25:54.000+06:30,57,1,12,MO1183,MO1183,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:42:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8228,6a619ac0-fa2c-4fd0-a46d-6a1c48579e0a,2020-02-21T06:51:51,868
2020-02-21T12:25:54.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:26:52.000+06:30,57,1,99,FB1353UP,FB1353UP,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:10:00.000+06:30,0,NULL,NA,"Associated Sample MO1183 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8229,85881cc2-910c-4b54-8b0a-45c4176cef5e,2020-02-21T06:52:49,869
2020-02-21T12:26:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:27:44.000+06:30,57,1,12,MO1184,MO1184,2020-02-18T15:00:00.000+06:30,2020-02-18T15:35:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:43:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8230,b1e8c8a6-f315-42d2-9747-622482cbe778,2020-02-21T06:53:41,870
2020-02-21T12:27:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:28:37.000+06:30,57,1,99,FB1354UP,FB1354UP,2020-02-18T15:00:00.000+06:30,2020-02-18T15:35:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:10:00.000+06:30,0,NULL,NA,"Associated Sample MO1184 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8231,773526b5-9617-4f47-8bb1-65ba8134da34,2020-02-21T06:54:33,871
2020-02-21T12:28:37.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:29:44.000+06:30,33,1,98,UPNC94,UPNC94,2020-02-18T15:00:00.000+06:30,2020-02-18T15:30:00.000+06:30,2020-02-19T10:00:00.000+06:30,2020-02-19T10:05:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs. NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8232,122fc2c8-1676-4149-9d1c-c7d01e9f69de,2020-02-21T06:55:41,872
2020-02-21T12:29:44.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:31:41.000+06:30,6,1,12,MO1185,MO1185,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:20:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,4,vGpS723vVDancxDf5Dr86o,8233,fa8f7595-df07-480f-a817-3d30e6918368,2020-02-21T06:57:38,873
2020-02-21T12:31:41.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:32:40.000+06:30,6,1,99,FB1357UP,FB1357UP,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:07:00.000+06:30,0,NULL,NA,"Associated Sample MO1185 and NOT TURBID, Enrichment done for 18 hrs.",4,vGpS723vVDancxDf5Dr86o,8234,c0cb1213-c23d-4dce-8d65-747b35831639,2020-02-21T06:58:36,874
2020-02-21T12:32:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:33:39.000+06:30,3,1,12,MO1186,MO1186,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:30:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8235,bb8e8ced-9620-4766-9f2f-579b35c8a755,2020-02-21T06:59:36,875
2020-02-21T12:33:39.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:34:40.000+06:30,3,1,99,FB1358UP,FB1358UP,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:07:00.000+06:30,0,NULL,NA,"Associated Sample MO1186 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8236,9ce3f121-2602-4150-bf3f-434151ba3229,2020-02-21T07:00:36,876
2020-02-21T12:34:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:35:40.000+06:30,29,1,12,MO1187,MO1187,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:32:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,4,vGpS723vVDancxDf5Dr86o,8237,409b700c-f297-4fda-98b1-78f61195a0a2,2020-02-21T07:01:36,877
2020-02-21T12:35:40.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:36:55.000+06:30,29,1,99,FB1359UP,FB1359UP,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:09:00.000+06:30,0,NULL,NA,"Associated Sample MO1187 and NOT TURBID, Enrichment done for 18 hrs.",4,vGpS723vVDancxDf5Dr86o,8238,e17c0c1d-e2dc-4822-aa26-b9007f182acf,2020-02-21T07:02:53,878
2020-02-21T12:36:55.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:37:51.000+06:30,58,1,11,PL1026,PL1026,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:33:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,4,vGpS723vVDancxDf5Dr86o,8239,53ab78b5-6477-4a66-81f1-2fe9c9507f98,2020-02-21T07:03:48,879
2020-02-21T12:37:51.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:38:52.000+06:30,58,1,99,FB1355UP,FB1355UP,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:10:00.000+06:30,0,NULL,NA,"Associated Sample PL1026 and NOT TURBID, Enrichment done for 18 hrs.",4,vGpS723vVDancxDf5Dr86o,8240,ded52ed5-5a84-4aa5-a1be-45196c5778d8,2020-02-21T07:04:49,880
2020-02-21T12:38:52.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:39:36.000+06:30,58,1,11,PL1027,PL1027,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:34:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8241,7a971bd2-c0c9-40fa-bb67-57a3fdd3e4a5,2020-02-21T07:05:32,881
2020-02-21T12:39:36.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:40:27.000+06:30,58,1,99,FB1356UP,FB1356UP,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:10:00.000+06:30,0,NULL,NA,"Associated Sample PL1027 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8242,1dcabdc5-d52f-43e5-8941-a00c5db55275,2020-02-21T07:06:24,882
2020-02-21T12:40:27.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-02-21T12:41:19.000+06:30,33,1,98,UPNC95,UPNC95,2020-02-19T15:30:00.000+06:30,2020-02-19T16:00:00.000+06:30,2020-02-20T10:00:00.000+06:30,2020-02-20T10:05:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs. NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8243,4173d5b9-5c9a-4ca4-8b32-93bd35f5f783,2020-02-21T07:07:16,883
2020-03-19T11:27:11.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:37:10.000+06:30,59,1,11,PLc1204,PLc1204,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8901,6780565b-6455-484b-a150-8f83af6fcbc2,2020-03-19T06:02:40,884
2020-03-19T11:37:10.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:38:29.000+06:30,59,1,99,FB1366UP,FB1366UP,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,Associated Sample PLc1204 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8902,473a93aa-0c1d-4915-803c-5e0f51f49695,2020-03-19T06:04:02,885
2020-03-19T11:38:29.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:39:27.000+06:30,59,1,11,PLc1205,PLc1205,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8903,ed8f9794-73d3-4a25-9bc5-39365a4f28d8,2020-03-19T06:04:59,886
2020-03-19T11:39:27.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:40:31.000+06:30,59,1,99,FB1367UP,FB1367UP,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,Associated Sample PLc1205 and NOT TURBID,6,vGpS723vVDancxDf5Dr86o,8904,769d0d5f-51cd-43e7-a97d-e0d5dd483e44,2020-03-19T06:06:04,887
2020-03-19T11:40:31.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:41:27.000+06:30,59,1,11,PLc1206,PLc1206,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8905,35d21fd7-8d0f-490a-9f41-9decafb5f9d4,2020-03-19T06:07:00,888
2020-03-19T11:41:27.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:42:50.000+06:30,59,1,99,FB1368UP,FB1368UP,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,"Associated Sample PLc1206 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8906,a3ab0eca-f107-485a-b44c-748205ddca8f,2020-03-19T06:08:23,889
2020-03-19T11:42:50.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:43:52.000+06:30,104,1,12,MO1188,MO1188,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:20:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8907,e307401c-3969-4198-b625-3b817ca8d05b,2020-03-19T06:09:25,890
2020-03-19T11:43:53.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:44:43.000+06:30,110,1,12,MO1189,MO1189,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:30:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8908,85965c86-96c5-4629-926a-76e532369b54,2020-03-19T06:10:15,891
2020-03-19T11:44:43.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:45:32.000+06:30,66,1,12,MO1190,MO1190,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:40:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8909,05b01d20-5d2f-45f9-8fb1-e267b15a0d33,2020-03-19T06:11:04,892
2020-03-19T11:45:32.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:46:16.000+06:30,59,1,12,MO1191,MO1191,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:45:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8910,47646ceb-0678-4cd3-9d21-b6a5a7e5082a,2020-03-19T06:11:49,893
2020-03-19T11:46:17.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:47:02.000+06:30,65,1,12,MO1192,MO1192,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:35:00.000+06:30,0,NULL,NA,Enrichment done for 18 hrs.,6,vGpS723vVDancxDf5Dr86o,8911,52e5d7a7-0a58-4d65-9e9a-612a0e06df9e,2020-03-19T06:12:35,894
2020-03-19T11:47:02.000+06:30,subscriberid not found,simserial not found,enketo.sanipath.org:HXEPOfgufaBx6rX4,2020-03-19T11:48:36.000+06:30,110,1,99,FB1361UP,FB1361UP,2020-02-20T14:15:00.000+06:30,2020-02-20T17:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,2020-02-21T11:00:00.000+06:30,0,NULL,NA,"Associated Sample MO1189 and NOT TURBID, Enrichment done for 18 hrs.",6,vGpS723vVDancxDf5Dr86o,8912,7eec7864-85d3-454e-963b-8ab6c184c350,2020-03-19T06:14:09,895
