"SampleID","CompoundID","ec_dd","ec_th","ev_way","ev_notes","ec_sd","ec_st","ec_isd","ec_ist","ec_ied","ec_iet","ec_dil1","ec_dil2","ec_ecnt1","ec_ecnt2","tc_ecnt1","tc_ecnt2","ec_blank","tc_blank","collectr","operator","sp_area","ec_dil3","ec_ecnt3","tc_ecnt3","dis_com","weight","lat_other","col_UID"
"ABO3030",3030,"5/9/2016","1/0/1900","59-29","A amostra de agua de beber e a mesma de agua do banho.",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",1,2,21,5,999,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",0,,,,,,"","08_03_1201"
"ABO3031",3031,"5/3/2016","1/0/1900","033-43","DPD#1=0,16,DPD#3=0,18",2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",1,2,3,0,999,999,0,0,"Eloisa/Gizela","Mario Amos",0,,,,,,"","08_03_1202"
"ABO3032",3032,"5/10/2016","1/0/1900","062-29","A amostra da agua de banho e a mesma da agua de beber.",2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",1,2,0,0,999,31,0,0,"Anabela/Sumeya","Salma/Mario",0,,,,,,"","08_03_1203"
"ABO3033",3033,"5/11/2016","1/0/1900","066-29","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",1,2,999,0,999,120,0,0,"Eloisa/Gizela","J/Salma",0,,,,,,"","08_03_1204"
"ABO3034",3034,"5/9/2016","1/0/1900","046-43","",2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",1,2,53,9,999,999,0,0,"Eloisa/Gizela","Mario Amos/Salma",0,,,,,,"","08_03_1205"
"ABO3036",3036,"5/11/2016","1/0/1900","52-43","",2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",1,2,0,0,999,999,0,0,"Sumeya/Anabela","J/Salma",0,,,,,,"","08_03_1206"
"ABO3037",3037,"5/5/2016","1/0/1900","51-29","DPD#1=0,09,DPD#3=0,14 A agua de beber e armazenada no mesmo lugar que a agua de banho",2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",1,2,28,0,999,999,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,,"","08_03_1207"
"ABO3039",3039,"5/3/2016","1/0/1900","031-43","DPD#1=0,05,DPD#3=0,10",2016-05-03,"12:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",1,2,2,0,999,999,0,999,"Eloisa/Gizela","Mario Amos",0,,,,,,"","08_03_1208"
"ABO2029",2029,"5/25/2016","1/0/1900","082-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,999,200,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1209"
"ABO2030",2030,"5/25/2016","1/0/1900","078-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1210"
"ABO2031",2031,"5/25/2016","1/0/1900","56-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,45,6,999,69,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,,"","08_03_1211"
"ABO2032",2032,"5/25/2016","1/0/1900","75-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,0,0,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_03_1212"
"ABO2034",2034,"5/25/2016","1/0/1900","72-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,9,999,80,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_03_1213"
"ABO2035",2035,"5/25/2016","1/0/1900","69-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,999,999,0,0,"Semeya/Anabela","Mario Amos/J",0,,,,,,"","08_03_1214"
"ABO2036",2036,"5/25/2016","1/0/1900","083-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,999,17,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1215"
"ABO2037",2037,"5/25/2016","1/0/1900","087-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,5,29,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,,"","08_03_1216"
"ABO2038",2038,"5/25/2016","1/0/1900","83-29","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,110,31,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_03_1217"
"ABO2039",2039,"5/25/2016","1/0/1900","81-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,90,10,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1218"
"ABO2040",2040,"5/24/2016","1/0/1900","95-29","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",1,2,11,0,999,170,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,,"","08_03_1219"
"ABO2041",2041,"5/24/2016","1/0/1900","75-43","",2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",1,2,7,2,999,999,0,0,"Gizela/Eloisa","Mario Amos/J",0,,,,,,"","08_03_1220"
"ABO2042",2042,"5/25/2016","1/0/1900","079-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,0,0,999,200,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1221"
"ABO2043",2043,"5/25/2016","1/0/1900","80-43","",2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",1,2,999,59,999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,,"","08_03_1222"
"ABO2044",2044,"5/23/2016","1/0/1900","90-29","",2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",1,2,15,0,999,999,0,0,"Gizela/Eloisa","Mario Amos/J",0,,,,,,"","08_03_1223"
