"SampleID","CompoundID","ec_dd","ec_th","ev_lat","ev_long","ev_way","neighbor","dis_lat","ev_notes","source_bw","source_other","stored","covered","ec_sd","ec_st","ec_isd","ec_ist","ec_ied","ec_iet","tc_ecnt1","tc_ecnt2","ec_blank","tc_blank","collectr","operator","sp_area","tc_ecnt3","dis_com","weight","feces_3m","fd_type","fd_num","lat_type","lat_other","n_stall","Vis_fec","HW_stat","lab_UID"
"ZCB2031",2031,"5/6/2016","1/0/1900",25.94634,32.55229,"56-29",1,,"Tem lavatorio mas nao e utilizado.",,,,,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,42,0,0,"Sumeya/Anabela","J/Mario Amos",0,,,,,"",,2,"",2,0,0,"08_07_1168"
"ZCB2032",2032,"5/31/2016","1/0/1900",25.94366,32.55768,"101-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",67,8,0,0,"Anabela/Sumeya","Mario Amos/ j",0,,,,,"",,2,"",2,0,0,"08_07_1169"
"ZCB2034",2034,"5/13/2016","1/0/1900",25.94372,32.55788,"72-29",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",128,26,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,2,"",2,0,0,"08_07_1170"
"ZCB2035",2035,"5/12/2016","1/0/1900",25.94493,32.55373,"69-29",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",160,13,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,"",,2,"",2,0,0,"08_07_1171"
"ZCB2036",2036,"5/18/2016","1/0/1900",25.96208,32.58931,"069-43",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",999,189,0,0,"Gizela","Salma/J",0,,,,,"",,4,"",2,1,0,"08_07_1172"
"ZCB2037",2037,"5/19/2016","1/0/1900",25.93123,32.56131,"87-29",1,,"",,,,,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,20,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,2,"",2,0,0,"08_07_1173"
"ZCB2038",2038,"5/18/2016","1/0/1900",25.93493,32.56274,"83-29",1,,"",,,,,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",999,54,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,2,"",2,1,0,"08_07_1174"
"ZCB2039",2039,"5/31/2016","1/0/1900",25.94912,32.55864,"100-29",1,,"",,,,,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,13,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",0,,,,,"",,4,"",2,0,1,"08_07_1175"
"ZCB2040",2040,"5/24/2016","1/0/1900",25.94865,32.55929,"95-29",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",81,16,0,0,"Sumeya/Anabela","Laurinda / Mario Amos",0,,,,,"",,2,"",2,0,0,"08_07_1176"
"ZCB2041",2041,"5/24/2016","1/0/1900",25.93351,32.56263,"75-43",1,,"",,,,,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",58,0,0,0,"Gizela/Eloisa","Laurinda / Mario Amos",0,,,,,"",,4,"",2,0,1,"08_07_1177"
"ZCB2042",2042,"5/12/2016","1/0/1900",25.94208,32.58847,"055-43",1,,"",,,,,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,18,0,0,"Gizela/Eloisa","Laurinda/J",0,,,,,"",,4,"",2,1,1,"08_07_1178"
"ZCB2043",2043,"5/13/2016","1/0/1900",25.94532,32.55682,"058-43",1,,"",,,,,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",180,90,0,0,"Gizela/Eloisa","Salma/J",0,,,,,"",,4,"",2,0,0,"08_07_1179"
"ZCB2044",2044,"5/23/2016","1/0/1900",25.94214,32.55713,"090-29",1,,"",,,,,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",43,9,0,0,"Gizela/Eloisa","J/Mario Amos",0,,,,,"",,4,"",2,0,0,"08_07_1180"
"ZCB3001",3001,"5/5/2016","1/0/1900",25.94451,32.57955,"038-43",2,,"",,,,,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,"",,2,"",2,2,0,"08_07_1181"
"ZCB3032",3032,"5/10/2016","1/0/1900",25.94332,32.58118,"062-29",2,,"",,,,,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,31,0,0,"Sumeya","Salma/Mario",0,,,,,"",,1,"",2,1,1,"08_07_1182"
"ZCB3034",3034,"5/9/2016","1/0/1900",25.94716,32.55196,"046-43",2,,"",,,,,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",42,27,0,0,"Gizela/Eloisa","Mario Amos/Salma",0,,,,,"",,5,"",2,1,1,"08_07_1183"
"ABO2029",2029,"5/19/2016","1/0/1900",25.9441,32.56049,"072-43",1,15.3,"",3,,1,1,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1184"
"ABO2030",2030,"5/6/2016","1/0/1900",25.94731,32.55198,"043-43",1,20.2,"DPD#1=0,11,DPD#3=0,17",3,,1,1,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",90,2,0,0,"Eloisa/Gizela","J/Mario Amos",0,,,,,"",,,"",,,,"08_03_1185"
"ABO2031",2031,"5/6/2016","1/0/1900",25.94634,32.55229,"56-29",1,17.3,"DPD#1=0,29,DPD#3=0,34",3,,1,1,2016-05-06,"12:40:00",2016-05-06,"17:05:00",2016-05-07,"17:05:00",999,999,0,0,"Sumeya/Anabela","J/Mario Amos",0,,,,,"",,,"",,,,"08_03_1186"
"ABO2032",2032,"5/31/2016","1/0/1900",25.94366,32.55768,"101-29",1,1.5,"",3,,1,1,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,62,0,0,"Anabela/Sumeya","Mario Amos/Laurinda",0,,,,,"",,,"",,,,"08_03_1187"
"ABO2034",2034,"5/13/2016","1/0/1900",25.94372,32.55788,"72-29",1,22.8,"",3,,1,1,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",999,1,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,,"",,,,"08_03_1188"
"ABO2035",2035,"5/12/2016","1/0/1900",25.94493,32.55373,"69-29",1,19,"Amostra recolhida no mesmo recepiente que ACO",3,,1,1,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,90,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,"",,,"",,,,"08_03_1189"
"ABO2036",2036,"5/18/2016","1/0/1900",25.96208,32.58931,"069-43",1,4.3,"",3,,1,1,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",148,45,0,0,"Eloisa/Gizela","Salma/J",0,,,,,"",,,"",,,,"08_03_1190"
"ABO2037",2037,"5/19/2016","1/0/1900",25.93123,32.56131,"087-29",1,8.4,"A amostra de agua de beber e a mesma da agua do banho.",3,,1,1,2016-05-19,"11:25:00",2016-05-19,"17:15:00",2016-05-20,"17:15:00",999,999,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1191"
"ABO2038",2038,"5/18/2016","1/0/1900",25.93495,32.56274,"83-29",1,13.7,"",3,,1,1,2016-05-18,"12:10:00",2016-05-18,"17:49:00",2016-05-19,"17:49:00",35,1,0,0,"Sumeya/Anabela","Salma/J",0,,,,,"",,,"",,,,"08_03_1192"
"ABO2039",2039,"5/31/2016","1/0/1900",25.94912,32.55864,"100-29",1,7.4,"",3,,1,1,2016-05-31,"14:15:00",2016-05-31,"18:50:00",2016-06-01,"18:50:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/Laurinda",0,,,,,"",,,"",,,,"08_03_1193"
"ABO2040",2040,"5/24/2016","1/0/1900",25.94865,32.55929,"95-29",1,6.1,"A amostra e a mesma do banho e de beber",3,,1,1,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,999,0,0,"Sumeya/Anabela","Laurida / Marius",0,,,,,"",,,"",,,,"08_03_1194"
"ABO2041",2041,"5/24/2016","1/0/1900",25.93351,32.56261,"075-43",1,18.9,"",3,,1,1,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,120,0,0,"Eloisa/Gizela","Laurind/Marius",0,,,,,"",,,"",,,,"08_03_1195"
"ABO2042",2042,"5/12/2016","1/0/1900",25.94208,32.58847,"055-43",1,14.1,"",3,,1,0,2016-05-12,"12:10:00",2016-05-12,"16:45:00",2016-05-13,"16:45:00",999,999,0,0,"Gizela/Eloisa","Laurinda/J",0,,,,,"",,,"",,,,"08_03_1196"
"ABO2043",2043,"5/13/2016","1/0/1900",25.94532,32.55682,"058-43",1,7.2,"",3,,1,1,2016-05-13,"11:05:00",2016-05-13,"15:30:00",2016-05-14,"15:30:00",999,999,0,0,"Gizela/Eloisa","Salma/J",0,,,,,"",,,"",,,,"08_03_1197"
"ABO2044",2044,"5/23/2016","1/0/1900",25.94214,32.55713,"090-29",1,13.1,"A amostra da aqua de beber e a mesma da aqua do banho",3,,1,0,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",11,1,0,0,"Gizela / Eloisa","Marius / J",0,,,,,"",,,"",,,,"08_03_1198"
"ABO3001",3001,"5/5/2016","1/0/1900",25.94451,32.57955,"038-43",2,13.1,"A agua de beber e para o banho esta reservada no mesmo sitio. DPD#1=0,07,DPD#3=0,14.",3,,1,1,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,58,0,0,"Eloisa/Gizela","Laurinda/J",0,,,,,"",,,"",,,,"08_03_1199"
"ABO3006",3006,"5/10/2016","1/0/1900",25.96213,32.58968,"049-43",2,14.7,"",3,,1,1,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Gizela/Eloisa","Salma/Mario",0,,,,,"",,,"",,,,"08_03_1200"
"ABO3030",3030,"5/9/2016","1/0/1900",25.94335,32.58104,"59-29",2,10.8,"A amostra de agua de beber e a mesma de agua do banho.",3,,1,0,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Sumeya/Anabela","Mario Amos/Salma",0,,,,,"",,,"",,,,"08_03_1201"
"ABO3031",3031,"5/3/2016","1/0/1900",25.94342,32.57977,"033-43",2,11.9,"DPD#1=0,16,DPD#3=0,18",3,,1,1,2016-05-03,"15:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",999,999,0,0,"Eloisa/Gizela","Mario Amos",0,,,,,"",,,"",,,,"08_03_1202"
"ABO3032",3032,"5/10/2016","1/0/1900",25.94332,32.58118,"062-29",2,16,"A amostra da agua de banho e a mesma da agua de beber.",3,,1,1,2016-05-10,"11:42:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,31,0,0,"Anabela/Sumeya","Salma/Mario",0,,,,,"",,,"",,,,"08_03_1203"
"ABO3033",3033,"5/11/2016","1/0/1900",25.94157,32.58826,"066-29",2,7.7,"",3,,1,1,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,120,0,0,"Eloisa/Gizela","J/Salma",0,,,,,"",,,"",,,,"08_03_1204"
"ABO3034",3034,"5/9/2016","1/0/1900",25.94716,32.55196,"046-43",2,18.9,"",3,,1,1,2016-05-09,"12:10:00",2016-05-10,"16:05:00",2016-05-11,"16:05:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/Salma",0,,,,,"",,,"",,,,"08_03_1205"
"ABO3036",3036,"5/11/2016","1/0/1900",25.94165,32.58835,"52-43",2,16.5,"",3,,1,1,2016-05-11,"11:00:00",2016-05-11,"16:00:00",2016-05-12,"16:00:00",999,999,0,0,"Sumeya/Anabela","J/Salma",0,,,,,"",,,"",,,,"08_03_1206"
"ABO3037",3037,"5/5/2016","1/0/1900",25.945,32.57927,"51-29",2,15.05,"DPD#1=0,09,DPD#3=0,14 A agua de beber e armazenada no mesmo lugar que a agua de banho",3,,1,0,2016-05-05,"13:30:00",2016-05-05,"17:30:00",2016-05-06,"17:30:00",999,999,0,0,"Sumeya/Anabela","Laurinda/J",0,,,,,"",,,"",,,,"08_03_1207"
"ABO3039",3039,"5/3/2016","1/0/1900",25.94148,32.58819,"031-43",2,10.5,"DPD#1=0,05,DPD#3=0,10",3,,1,0,2016-05-03,"12:30:00",2016-05-03,"18:10:00",2016-05-04,"18:10:00",999,999,0,999,"Eloisa/Gizela","Mario Amos",0,,,,,"",,,"",,,,"08_03_1208"
"ABO2029",2029,"5/25/2016","1/0/1900",25.94407,32.56054,"082-43",1,13.1,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,200,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1209"
"ABO2030",2030,"5/25/2016","1/0/1900",25.94715,32.55212,"078-43",1,13.6,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1210"
"ABO2031",2031,"5/25/2016","1/0/1900",25.94634,32.55229,"56-29",1,8.1,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,69,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1211"
"ABO2032",2032,"5/25/2016","1/0/1900",25.94346,32.55752,"75-29",1,17.8,"",3,,1,0,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",0,0,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1212"
"ABO2034",2034,"5/25/2016","1/0/1900",25.94372,32.55788,"72-29",1,10.3,"",3,,1,0,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,80,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1213"
"ABO2035",2035,"5/25/2016","1/0/1900",25.94493,32.55373,"69-29",1,15.2,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,999,0,0,"Semeya/Anabela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1214"
"ABO2036",2036,"5/25/2016","1/0/1900",25.93679,32.56397,"083-43",1,12.15,"",3,,1,0,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,17,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1215"
"ABO2037",2037,"5/25/2016","1/0/1900",25.93123,32.56131,"087-29",1,3.5,"",3,,1,0,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",5,29,0,0,"Anabela/Sumeya","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1216"
"ABO2038",2038,"5/25/2016","1/0/1900",25.93495,32.56274,"83-29",1,9.2,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",110,31,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1217"
"ABO2039",2039,"5/25/2016","1/0/1900",25.94915,32.55848,"81-43",1,6.5,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1218"
"ABO2040",2040,"5/24/2016","1/0/1900",25.94865,32.55929,"95-29",1,11.5,"",3,,1,1,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,170,0,0,"Sumeya/Anabela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1219"
"ABO2041",2041,"5/24/2016","1/0/1900",25.93351,32.56263,"75-43",1,15.5,"",3,,1,0,2016-05-24,"11:15:00",2016-05-24,"15:35:00",2016-05-25,"15:35:00",999,999,0,0,"Gizela/Eloisa","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1220"
"ABO2042",2042,"5/25/2016","1/0/1900",25.94631,32.55554,"079-43",1,11.2,"",3,,1,1,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,200,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1221"
"ABO2043",2043,"5/25/2016","1/0/1900",25.9453,32.55678,"80-43",1,11.5,"",3,,1,0,2016-05-25,"12:15:00",2016-05-25,"16:05:00",2016-05-26,"16:05:00",999,999,0,0,"Eloisa/Gizela","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1222"
"ABO2044",2044,"5/23/2016","1/0/1900",25.94214,32.55713,"90-29",1,15.1,"",3,,1,1,2016-05-23,"11:40:00",2016-05-23,"15:50:00",2016-05-24,"15:50:00",999,999,0,0,"Gizela/Eloisa","Mario Amos/J",0,,,,,"",,,"",,,,"08_03_1223"
