"h_id_val","h_gps_device","h_gps_device_id","h_gps_device_wp","h_gps_device_lat","h_gps_device_lon","h_s_additional_info","h_d_additional_info","h_f_additional_info","h_m_a_prim","h_m_a_prim_other","h_m_a_sec","h_m_a_sec_other","h_m_a_sec_num","h_m_a_sec_num_other","h_m_c_prim","h_m_c_prim_other","h_m_c_sec","h_m_c_sec_other","h_m_c_sec_num","h_m_c_sec_num_other","h_m_additional_info","h_t_additional_info","h_p_additional_info","h_latrine_type","h_latrine_type_other","h_th_additional_info","h_pd","h_pd_additional_info","meta.instanceID","X_parent_table_name","X_parent_index","h_id_old","h_f_weekly","h_UID"
"1006",0,,,,,"Go to do loundry","Go to take scrap","Flood area",2,"",5,"Rain water",3,"",2,"",5,"Rain water",3,"","Boil well water","","Morning glory, cabac,",,,"Defecate outsize",,"","uuid:0b44f1f8-ee2d-4cea-9469-c6e2ca4e4057",,-1,"1006",0,"01_1000"
"1005",0,,,,,"","Not have open drain","Flood area",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Only big bottle water (20L)","","Spring teur., Cabac",,,"Defecated out size",,"","uuid:d420f728-b550-4120-aec0-e87e5e548cfa",,-1,"1005",0,"01_1001"
"12",0,,,,,"","","Across rain flooding",3,"",5,"Only bottle water",6,"Only bottle water",,"",,"",,"","","","Cucumber morning glory salad",4,,"No liner",,"","uuid:195414be-f355-4e36-aa18-e9d6eb711cab",,-1,"12",0,"01_1002"
"11",0,,,,,"","","",3,"",5,"Only bottles water ,  rain water about 1t/week",6,"Only bottles water",3,"",5,"Same mother",6,"Same mother","","","Cucumber ,  morning glory",4,,"",,"","uuid:445b2533-2014-40c6-9748-cc023d1de298",,-1,"11",0,"01_1003"
"10",0,,,,,"","","Play with flooding only when there is raining",3,"",5,"Only bottle water, rain water is used to drink when there is raining.",6,"Only bottle water",3,"",5,"Same mother",6,"Same mother","","","Cucumber for child; kachhet; egg plant morning glory,; been germination",,,"Use with other house ,",,"","uuid:0d094e03-8d92-4a35-9e0d-b78487e0fbfe",,-1,"10",0,"01_1004"
"14",0,,,,,"","","Children play with flood during raining",3,"",5,"Only bottle water",1,"",3,"",5,"Only bottle water",6,"Only bottle water","","Drinking directly with bottle water","",4,,"",,"","uuid:18d8f6b7-316f-48c6-a680-bfa15faec8c4",,-1,"14",0,"01_1005"
"16",0,,,,,"","","",3,"",2,"",5,"",3,"",2,"",5,"","Boil well water or rain water","","Cook vegetables for grand ma only but other raw and cook",4,,"",,"","uuid:4fe3d315-1b8d-4d2a-896c-11d80d374a76",,-1,"16",0,"01_1006"
"7",0,,,,,"","","",3,"",5,"Rain water, there is storage tank for rain water . One time rain, the water can store for 1 week. They drink directly from store tank",6,"N/a",3,"",5,"Same mother",6,"N/a","","","",4,,"",,"Mostly urine","uuid:3d21fe7f-0b22-4be8-9eab-11b1cc38d960",,-1,"7",0,"01_1007"
"9",0,,,,,"","","",3,"",5,"Only bittle water , blue bottle .",6,"N/a",3,"",5,"Only bottle Water",6,"N/a","","","Cucumber",4,,"",,"","uuid:7a339901-c78f-4e5b-9b48-59cd2dc61731",,-1,"9",0,"01_1008"
"17",0,,,,,"","","",3,"",5,"Only bottle water",6,"N/a",,"",,"",,"","","","Cucumber, herb,",4,,"",,"","uuid:329113fc-f02d-44f5-9370-ab60ac0bde17",,-1,"17",0,"01_1009"
"19",0,,,,,"","","",3,"",5,"Only bottle water",4,"",3,"",5,"Only bottle water",6,"Only bottle water","","","",4,,"",,"","uuid:c1e7ab8d-d23c-4683-bf30-e80f48b9cdee",,-1,"19",0,"01_1010"
"1009",0,,,,,"","When go to take scraps","Rainy season",3,"",2,"",3,"",3,"",5,"Rain water",4,"","Only bottle water (20)","","Morning glory, cucumber, long bean, cachhet, trop.",,,"Defecate outsize",,"","uuid:4589f8fe-d2b5-42ac-9419-a90b6e9def5f",,-1,"1009",0,"01_1011"
"1025",0,,,,,"","Not have open drain","Flood water area",3,"",5,"Only bottle water (20L)",4,"",3,"",3,"",3,"","Small bottle water (0.5L)","Big bottle water treatment (20L)","Smarch leaf, cucumber, cabac, cachhet...",2,,"Flood sometime (have big rain)",,"","uuid:2e3fecb5-6294-454f-aef6-d1aecbca5844",,-1,"1025",0,"01_1012"
"1026",0,,,,,"","Not have drain","Flood water area",3,"",3,"",1,"",5,"Rain water, well water",5,"Rain water, well water",3,"","On big bottle water (20L)","","Cucumber, cachhet, morning glory, trop, salad, ...",2,,"",,"","uuid:adb00079-8ca5-470a-8b40-fb1d3de5e370",,-1,"1026",0,"01_1013"
"1027",0,,,,,"Rainy season","Not have open drain","Flood water area",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Only big bottle water(20L)","Filter","Cucumber, morning glory, cabac, cachhet...",2,,"Flood area",,"Sometime used plastic bag (children)","uuid:3b40d52b-8887-4221-a85f-bed62af2c190",,-1,"1027",0,"01_1014"
"28",0,,,,,"","","",5,"Filter water",3,"",3,"",5,"Filter water",3,"",3,"","","","",4,,"",,"Before going out, she always go to toilet","uuid:bbc43eec-6364-4109-ad70-d15baede8363",,-1,"28",0,"01_1015"
"29",0,,,,,"","","",3,"",5,"Rain water",3,"",,"",,"",,"","When rainy season","","",4,,"",,"","uuid:fbd35f4c-7af1-41ed-a95d-7498d84075c0",,-1,"29",0,"01_1016"
"30",0,,,,,"","","",3,"",5,"Only bottle water",6,"N/a",,"",,"",,"","","","Cucumber, lettuce",4,,"",,"","uuid:c7d4d731-514d-4870-a502-8739ee16a85b",,-1,"30",0,"01_1017"
"31",0,,,,,"","","When rainy season but sometimes use boots",5,"Filter water",5,"Only filter water",6,"n/a",,"",,"",,"","","","",4,,"",,"","uuid:b41b9d39-2bed-40b5-849f-271c47a26539",,-1,"31",0,"01_1018"
"1020",0,,,,,"Go to take scraps (river)","Not open drain","Flood area",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Only bottle water (20L)","","Cabac, cucumber, cachhet, lattuce.....",,,"Share with other household",,"","uuid:ca8091c1-5ce5-49e4-b1a5-b50d8aa9cf62",,-1,"1020",0,"01_1019"
"1022",0,,,,,"When go to take scraps","Go to take scraps","Flood area",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water",3,"","Only bottle water (20L)","","Cabac, cachhet, cucumber, morning glory, smarch leaf,.....",2,,"Pour water",,"","uuid:ff9aed69-15f1-4763-bc39-3c4c59f18db3",,-1,"1022",0,"01_1020"
"1001",0,,,,,"Rainy season","Not open drain","Flood area",3,"",5,"Rain water",2,"",3,"",5,"Rain water",2,"","Only bottle water (20L)","","Cucumber, cachhet, morning glory...",2,,"",,"","uuid:e99ebbb4-a1b1-48e1-917e-c7c9930bbb24",,-1,"1001",0,"01_1021"
"1023",0,,,,,"","Not open drain","Flood area",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Rainy season, and only bottle water (20L)","","Cucumber, lattuse, long bean, morning glory...",2,,"Pour water",,"","uuid:bac546ee-6489-480e-afe5-38e9360e948a",,-1,"1023",0,"01_1022"
"1002",0,,,,,"","Not open drain","Flood area ( Over 3month)",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Only bottle water (20L)","Break filter water","Lattuse, salad, long bean, cucumber, carot,...",2,,"Pour water",,"","uuid:f5971c89-e3f4-4063-a01e-06f86875e10a",,-1,"1002",0,"01_1023"
"1004",0,,,,,"Go go to take scrap","Not open drain","Flood area",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Only bottle water (20L)","","Cucumber, cabac, salad, long bean....",,,"Go outsize",,"","uuid:0ebf5fea-b0a0-49dd-9057-31eb3eef628a",,-1,"1004",0,"01_1024"
"1010 A",0,,,,,"","Not open drain","Flood area",3,"",5,"Rain water",6,"No children",,"",,"",,"","Only bottle water (20L)","","Salad, cucumber, trop, lattuse,....",,,"Share with other household",,"","uuid:f2511bab-5a57-4289-96d2-04cf5182ba55",,-1,"1010 A",0,"01_1025"
"1",0,,,,,"","","",3,"",3,"",1,"",,"",,"",,"","Drink boil White bottle water always","Use only white bottle water for activity in home. Boil bottle water for drinking","Salad",4,,"",,"Before going out use own toilet and use urine dry underwater if travel far away","uuid:3da18f94-6ff4-4315-9ffe-1459acf02523",,-1,"1",0,"01_1026"
"2",0,,,,,"","","Go to visit family inlow",3,"",3,"",1,"",,"",,"",,"","Drinking boil bottle at home 01 everyday in day time","","Egg plant cucumber Latus",4,,"No liner",,"","uuid:38f7e438-90ea-4159-8993-eb2e662fbdde",,-1,"2",0,"01_1027"
"4",0,,,,,"","","",3,"",3,"",1,"",3,"",3,"",1,"","White bottle water, never use other second source because well water is too dirty and it can not use instead of well water, raining water is used instead of bottle water about 1/2 t in raining season.","","Latus, salad, cucumber , tomato",4,,"During heavy raining it can not use but after it stop it is become normal",,"","uuid:3313470f-9dcf-4794-9d23-0d1ea7c20441",,-1,"4",0,"01_1028"
"3",0,,,,,"","","",3,"",3,"",1,"",3,"",3,"",1,"","White bottle water directly , never use other source of water","","Latus , egg plant",4,,"",,"Rarely outside from her own toilet.  Pop before going out","uuid:41d8c2ac-20f3-4d4e-ad7b-9de7844af122",,-1,"3",0,"01_1029"
"6",0,,,,,"","Of","Raining",3,"",3,"",1,"",3,"",3,"",1,"","Drinking bottle water all except grand pa boil for tea","Only grandpa boil other use bottle water","Morning glory egg plant cucumber",4,,"",,"","uuid:5a8e110f-0e08-448d-978d-729f3fa89a31",,-1,"6",0,"01_1030"
"15",0,,,,,"","","Raining",3,"",3,"",1,"",3,"",3,"",1,"","","","Latus cucumber",4,,"2 toilet",,"","uuid:f033cba9-cce8-4c9c-b8ad-4f08d1757877",,-1,"15",0,"01_1031"
"1014",0,,,,,"When big raining","Not open drain","When big raining",3,"",4,"",4,"",3,"",3,"",3,"","Big bottle 20L, small bottle 0.5L","Big bottle water, rain water","Kachhet, carrot, cabac",2,,"",,"","uuid:de8c8285-71c1-45ad-9ad7-97f2303db961",,-1,"1014",0,"01_1032"
"1013",0,,,,,"Flood water area","Well water open drain","Big raining",3,"",3,"",1,"",3,"",3,"",3,"","Boil water","","Cucumbers, cabac, carot....",2,,"When have big rain",,"","uuid:5106d0ac-4626-4910-938f-8b18097aaa2d",,-1,"1013",0,"01_1033"
"1012",0,,,,,"Kids playing at flood area","Don't have open drain","Rainy season.",3,"",3,"",3,"",3,"",3,"",3,"","Rain water, big bottle water, small bottle water.","Rain water, bottle water.","Cucumber, kachhet, morning glory, cabac",2,,"Other family (1 family)",,"","uuid:0970be4d-ad12-4ab5-ba6b-9c749f11f8e0",,-1,"1012",0,"01_1034"
"1011",0,,,,,"Rainy season","Well pump drain","Have big rain",3,"",3,"",3,"",3,"",3,"",3,"","Rain water, small bottle water (0.5L).","Boil sometime.","Salad, cucumber, morning glory ....",2,,"Share with other family (young sister).",,"","uuid:389ab1b3-b007-4355-a7e2-f1a1db2a538d",,-1,"1011",0,"01_1035"
"1024",0,,,,,"Fail and take something","Not open drain","Have big rain and flood area",3,"",4,"",4,"",3,"",4,"",4,"","Big bottle water (20L)","Only big bottle water (20L)","Cucumber, carrot, cabac....",,,"Share with other family",,"","uuid:ade77ccc-8988-4639-9962-473ed4c5a12c",,-1,"1024",0,"01_1036"
"1017",0,,,,,"Walk into flood area for take water.","Not have open drainage","Rainy season",3,"",5,"Rain water",3,"",3,"",3,"",3,"","Rain water, small bottle water","Only bottle (20L)","Cucumber, kachhet, morning glory ...",2,,"Share sometime",,"","uuid:6e02083b-3728-4358-8509-0c7c090f97d8",,-1,"1017",0,"01_1037"
"1008",0,,,,,"Take well water (well water stay in flood area)","Not have drainage","Flood area",3,"",2,"",3,"",3,"",5,"Only big bottle water (20L)",4,"","Well water boil.","Only bottle water (20L)","Morning glory, trop, cachhet, carrot, cabac....",,,"Share with other household.",,"","uuid:9a998027-36b4-41f3-a744-a5c9222eba27",,-1,"1008",0,"01_1038"
"1007",0,,,,,"Flooding area","When go to take scraps anywhere.","Rain season and flood area.",3,"",5,"Rain water and well water",3,"",2,"",5,"Rain water and well water",3,"","Big bottle water (20L)","","Long bean, trop, cabac, morning glory.....",,,"Share latrines with other household",,"When go to market and visit anywhere.","uuid:11f75740-1c14-4da3-b16a-c1b6bdb12cee",,-1,"1007",0,"01_1039"
"1016",0,,,,,"Flood area","Not have open drainage","Rain season and flood area",3,"",5,"Rain water",3,"",3,"",3,"",3,"","Small bottle water","","Cabac, long bean, cucumber, cachhet, morning glory....",2,,"Share other household (6 household use together)",,"","uuid:b1bf22fb-74c4-429f-911c-dee0c37c9375",,-1,"1016",0,"01_1040"
"1018",0,,,,,"Have big rain","Not have open drainage","Raining season",3,"",5,"Rain water",3,"",3,"",5,"Rain water",4,"","Only bottle water","","Trop, cucumber, cabac,",2,,"",,"","uuid:18d9e237-f9e0-4777-a961-e4fff992f922",,-1,"1018",0,"01_1041"
"2003",0,,,,,"","Not open drain","Rainy season",3,"",3,"",3,"",,"",,"",,"","Big bottle water 20L , small bottle water 1.5L and 0.5L","Well water treat for cooking","Trop, prolit, salad, long bean...",5,,"",,"","uuid:bbf25e45-d615-4c9b-9122-26750ad31d6e",,-1,"2003",0,"01_1042"
"2092",0,,,,,"","","Rainy season",3,"",3,"",3,"",3,"",3,"",3,"","Big water bottle 20L, small bottle water 0,50L","Filter water","Cucumber, lattuse, long bean...",5,,"",,"","uuid:06483b6b-a1c8-4772-a7bb-70f20742d270",,-1,"2092",0,"01_1043"
"2093",0,,,,,"","Rainy season","Rainy season",3,"",2,"",3,"",3,"",2,"",3,"","Well water boil","","Cucumber, long bean, salad...",5,,"Share somtime",,"","uuid:114368aa-e3a9-498c-89e1-e27fcf37209a",,-1,"2093",0,"01_1044"
"2004",0,,,,,"","","",5,"Rain water filter",3,"",3,"",,"",,"",,"","Bottle water 1.5L","Filter water","Cucumber, carot, cabac....",5,,"Can't use now.",,"","uuid:84f59c43-3d99-4a41-8999-c0d27572ceca",,-1,"2004",0,"01_1045"
"2005",0,,,,,"","","Rainy season",3,"",5,"Only bottle water (20L)",4,"",,"",,"",,"","Only bottle water (20L)","","Morning glory, carot, cucumber....",5,,"",,"","uuid:e9d2634d-e15b-4781-a231-a7a3d7393069",,-1,"2005",0,"01_1046"
"8",0,,,,,"","","Use to across flood water outsides also at bus station",3,"",5,"Bottle water only",6,"N/a",3,"",5,"Same mother",6,"N/a","","","Raw vegetables for noodle",4,,"",,"","uuid:dec4e736-6427-4d38-9230-87ee09a16e3a",,-1,"8",0,"01_1047"
"1015",0,,,,,"","","",3,"",5,"Only bottle water, rain water is used to drink directly when raining",6,"N/a",,"",,"",,"","","Boil for her 2 year daughter","",,,"",,"","uuid:949dfb0c-2d97-415b-bc00-e1a913aee496",,-1,"1015",0,"01_1048"
"1010b",0,,,,,"","","",3,"",2,"",3,"",,"",,"",,"","","","Latus, cucumber , egg plant",,,"",,"","uuid:7cbc6d69-66c7-4bd1-a051-bc028f56ba3c",,-1,"1010b",0,"01_1049"
"2084",0,,,,,"","","",3,"",3,"",1,"",3,"",3,"",1,"","Only drink bottle water 20L","Do not boil","Cucumber,morning glory",,,"",,"","uuid:b9c91480-ea77-4c7b-9049-e7b2957eca4a",,-1,"2084",0,"01_1050"
"2086",0,,,,,"","","",3,"",3,"",1,"",3,"",3,"",1,"","Bottle water 20L, if no bottle water, rain filter and small bottle 1500L","","Cucumber,morning glory,cabbage",5,,"",,"","uuid:5f16fe57-c609-4810-9ea7-c25e0bf6c5b5",,-1,"2086",0,"01_1051"
"2087",0,,,,,"","","",3,"",3,"",3,"",3,"",3,"",3,"","If don't have bottle water 20L they drink vital 1,5L","","Cucumber,morning glory",5,,"",,"","uuid:feaaaaf1-5f23-4bab-a552-c8965cbacbf1",,-1,"2087",0,"01_1052"
"1001",0,,,,,"","","",2,"",3,"",3,"",,"",,"",,"","If no well water, her drink bottle water","Boil","Cucumber,carrots",5,,"",,"","uuid:6434b66b-6b59-4ea4-b3e0-9b2189ebd523",,-1,"1001",0,"01_1053"
"2089",0,,,,,"","","",3,"",2,"",3,"",3,"",2,"",3,"","","Rain,draw","Cucumber,garlic",5,,"",,"","uuid:40f22784-6a41-4d3b-a837-f66f3575a176",,-1,"2089",0,"01_1054"
"2088",0,,,,,"","Not open drainage","Rain water",3,"",5,"Small bottle water (0.5L)",3,"",3,"",5,"Small bottle water (0.5L)",3,"","Bottle water (20L) and boil","","Long bean, carot......",5,,"",,"","uuid:6c14dfe1-87bc-4699-9eee-ae3fcba65446",,-1,"2088",0,"01_1055"
"2096",0,,,,,"Fishing, go to swim(Baray)","Not open drainage","Take something under house.",2,"",3,"",3,"",2,"",3,"",3,"","Well water treatment and small bottle water (0.5L)","Filter (well water)","Eggplant, cucumber, long bean....",5,,"Rainy season",,"","uuid:0ab162bd-80d8-4390-b409-6c1874aa4ee5",,-1,"2096",0,"01_1056"
"2018",0,,,,,"","Not open drainage","Rainy season",3,"",2,"",3,"",3,"",2,"",3,"","Well water (boil)","Only bottle water (20L)","Cacab, long bean,",,,"Share with other household",,"","uuid:ab2a8164-051d-4873-81e1-b1cb74efbfa5",,-1,"2018",0,"01_1057"
"2021",0,,,,,"","Not open drainage","Rain water",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Bottle water (20L)","","Cucumber, carot, cabac...",5,,"Flood when have big rain",,"","uuid:de6bda01-acfd-4640-aece-d883ed0d619f",,-1,"2021",0,"01_1058"
"2024",0,,,,,"Go to swim, fishing (fishing net)","Not open drain","Rain water",2,"",5,"Bottle water (20L), rain water",3,"",2,"",5,"Rain water, bottle water (20L)",3,"","Well treatment (filter)","Filter","Long bean, eggplant, Cucumber, salad...",5,,"",,"","uuid:b80b15af-d7f2-48fa-bb42-2242d7157c96",,-1,"2024",0,"01_1059"
"2095",0,,,,,"Fishing in lake","","",3,"",3,"",4,"",3,"",3,"",3,"","Big bottle water (20L)","","Cucumber.morning glory.long bean",5,,"Sometime",,"","uuid:40623e67-bf4b-462f-9364-1f9f947e161e",,-1,"2095",0,"01_1060"
"2079",0,,,,,"Fishing","Not open drainage","",3,"",4,"",5,"",3,"",4,"",4,"","Big bottle water (20L)","","Morning glory. cucumber.long bean",,,"Not toilet",,"Children use plastic bag","uuid:5b472aeb-564d-4e60-887d-9ecad716795e",,-1,"2079",0,"01_1061"
"2019",0,,,,,"","Not open drainage","Rain water",2,"",3,"",3,"",2,"",3,"",3,"","Well treatment, bottle water (20L)","Filter water","Cucumber.long bean",5,,"",,"","uuid:81060aa5-d456-460a-8982-329c86bff694",,-1,"2019",0,"01_1062"
"2022",0,,,,,"","Not open drain","Rain water",3,"",5,"Only bottle water (20L)",4,"",3,"",5,"Only bottle water(20L)",4,"","Bottle water(20L)","","Morning glory, cucumber,",5,,"Rain water",,"","uuid:a4c15d8a-beea-4df8-8fd0-f069653cca7c",,-1,"2022",0,"01_1063"
"2026",0,,,,,"","Open drainege","",2,"",3,"",3,"",2,"",3,"",3,"","Well treatment (filter)","Well treatment","",,,"Share with other household",,"","uuid:75cb43ee-187a-44eb-aae3-209c68b2bb28",,-1,"2026",0,"01_1064"
"2069",0,,,,,"","Not open drainage","When have big rain",3,"",5,"Only bottle water (20L)",4,"",3,"",5,"Only bottle water (20L)",4,"","","","Cucumber, long bean.",5,,"",,"","uuid:b08fcb47-9616-4e54-8084-acc7c17f4766",,-1,"2069",0,"01_1065"
"2027",0,,,,,"","Not drainage","Have big rain water",3,"",5,"Rain water and well (boil)",3,"",3,"",5,"Well water and rain water (boil)",3,"","Bottle water (20L)","","Cabac, long bean, water Lyly, latuce, .....",,,"Share with other household",,"","uuid:99e79604-7a8e-45fa-8d18-cf9ee9b31ebf",,-1,"2027",0,"01_1066"
"2023",0,,,,,"","Not open drainage","When have big rain",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Bottle water (20L)","Can not use","Cucumber, morning glory, cabac, latuce , .........",5,,"",,"","uuid:8963b268-b786-464c-a8f5-7479cb4ac73d",,-1,"2023",0,"01_1067"
"2031",0,,,,,"Fishing","Not open drainage","Rain water",3,"",5,"Small bottle water (1.5L)",3,"",,"",,"",,"","Only bottle water (20L) and treat","Filter","Eggplant, latuce, Cucumber, water Lyly......",5,,"Have big rain flood",,"Share sometime","uuid:01b1a1b1-83e5-45e6-a00b-e24a6da3b0d1",,-1,"2031",0,"01_1068"
"2065",0,,,,,"","","Rainy season",5,"Rain water",3,"",3,"",5,"Rain water",3,"",3,"","Bottle water (20L)","","Morning glory, Cucumber, l atuce .......",,,"Go to size",,"","uuid:f98a47a9-afe1-4a64-8ada-e74c7b064d3a",,-1,"2065",0,"01_1069"
"2028",0,,,,,"","","Rain water",3,"",5,"Only bottle water (20L)",4,"",,"",,"",,"","Only bottle water (20L)","","Water Lyly, cucumber,....",5,,"Share with 1 household",,"","uuid:6c0ab364-6c8d-4d12-ae60-1f7b11776e6c",,-1,"2028",0,"01_1070"
"2068",0,,,,,"","No open drain","Rain water",5,"Rain water (rainy season)",3,"",3,"",5,"Rain water",3,"",3,"","","","Cucumber,water Lyly,morning glory",5,,"",,"","uuid:97c9c3c8-9809-4bbd-965b-01c02f2ee0b9",,-1,"2068",0,"01_1071"
"2064",0,,,,,"Go swim (Baray)","","Rainy season",5,"Well treatment",3,"",3,"",,"",,"",,"","Bottle water","Filter","Cucumber, lattice, cabac .",5,,"",,"","uuid:e660fac2-1361-4a12-80db-3fba5e92e0b2",,-1,"2064",0,"01_1072"
"2016",0,,,,,"Go to collect water mimosa and morning glory in pond inside and outside the community","Outside community to collect vegetable","",2,"",5,"Only well water",6,"N/a",2,"",5,"Only well water",6,"N/a","water filtered from well water","Use Well water as a source","Cucumber latuce water mimosa",,,"Go to private land",,"","uuid:4bca8c3e-de40-4b96-8b01-b68e70559c43",,-1,"2016",0,"01_1073"
"2075",0,,,,,"","","",2,"",3,"",3,"",2,"",3,"",3,"","Drink bottle water when go go collect trash","Filter water","Cucumber",4,,"",,"In private land","uuid:c933b9b3-03a4-4e6e-8ecd-460f7367cd67",,-1,"2075",0,"01_1074"
"2061",0,,,,,"","","",3,"",2,"",3,"",3,"",2,"",3,"","Rain and bottle water","","Cucumber,water Lyly , morning glory",,,"",,"","uuid:cfedf660-8754-4fde-8476-8038ac16452b",,-1,"2061",0,"01_1075"
"1012",0,,,,,"","","",2,"",3,"",3,"",2,"",3,"",3,"","Well water filter before drink if go anywhere they drink bottle Water","Filter","Cucumber, salad",,,"",,"","uuid:3674bd8b-ba5e-45ad-bf7d-6ec61128c9f5",,-1,"1012",0,"01_1076"
"1013",0,,,,,"","","",3,"",3,"",3,"",3,"",3,"",3,"","Drink water 2L , go out side drink bottle water 0,5L","","Cucumber,salad",,,"",,"","uuid:f344c950-35ca-4cd6-ad90-c43525047c9d",,-1,"1013",0,"01_1077"
"1014",0,,,,,"","","",3,"",3,"",3,"",3,"",3,"",3,"","If don't have bottle 20L they drink bottle water 0,5L","","Cucumber,salad",,,"",,"","uuid:467852bc-06da-489a-b74e-58e748266991",,-1,"1014",0,"01_1078"
"1017",0,,,,,"","","",2,"",2,"",1,"",2,"",2,"",1,"","Well water filter before drink","Filter well water","Cucumber",,,"",,"","uuid:0705904b-8c41-4535-abea-730bd4cc6988",,-1,"1017",0,"01_1079"
"2077",0,,,,,"","","",2,"",3,"",3,"",2,"",3,"",3,"","Well water filter before drink","","Cucumber,eggplant,",5,,"",,"","uuid:596ec5ba-2435-4e9b-8f3b-b8bd9e620187",,-1,"2077",0,"01_1080"
"2074",0,,,,,"","Go to collect vegetable such as water mimosa morning glory , child go with dad to catch frog","",2,"",5,"Only well water",6,"N/a",2,"",5,"N/a",6,"N/a","","Well water filtrate","Eggplant,",,,"",,"","uuid:d43972ea-dbbd-4b1e-a588-0274c7b73a6e",,-1,"2074",0,"01_1081"
"2060",0,,,,,"Go to swim at Baray and other place","Not open drainage","Rainy season",5,"Well treatment",5,"Rain water",3,"",5,"Well treatment",5,"Rain water",3,"","","Filter treatment","Carot, cucumber,....",5,,"",,"","uuid:d9bf3285-87f7-4fb7-a41c-caf798441801",,-1,"2060",0,"01_1082"
"2059",0,,,,,"","Not open drainage","Rainy season (street flood)",3,"",5,"Small bottle water (0.5L)",3,"",3,"",5,"Small bottle water (0.5L)",3,"","","","Eggplant, water mimosa, latuce,....",5,,"",,"","uuid:63bb534c-016d-4eec-af5b-83afd1e96721",,-1,"2059",0,"01_1083"
"2056",0,,,,,"","Not open drainage","Ready season",5,"Water treatment",5,"Well water (treatment)",3,"",,"",,"",,"","Bottle water (20L)","Filter","Cucumber, eggplant, long bean, morning glory....",5,,"Now not working",,"","uuid:49298d0d-ea23-4c9d-9522-a7a2c809c5c4",,-1,"2056",0,"01_1084"
"2057",0,,,,,"Go to swim (Baray)","Not open drainage","Ready season",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Bottle water (20L)","Filter","Eggplant, carot, latuce,....",5,,"",,"","uuid:75171336-ce2f-4ef7-967b-5d610100b30e",,-1,"2057",0,"01_1085"
"2061",0,,,,,"Go to fishing ( Table Sap lake)","Not open drainage","Rainy season",3,"",2,"",3,"",3,"",2,"",3,"","Water treatment","Filter","Cabac, eggplant, cucumber.....",,,"Go out size",,"","uuid:49de56e4-ddb1-4b3a-8d98-f64fe1a6746e",,-1,"2061",0,"01_1086"
"2055",0,,,,,"","Not open drainage","Rainy season",3,"",5,"Small bottle water (0.5L)",3,"",,"",,"",,"","Bottle water (20L)","","Cabac, latuce, morning glory,.....",,,"",,"","uuid:4d8aba50-e1ba-4c04-a50b-e15a65c337ee",,-1,"2055",0,"01_1087"
"2030",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","If don't have bottle water 20L they drink 0,5L","No filter","Cucumber,salad",5,,"",,"","uuid:27d31a1e-95ac-447c-b17e-01785feefe2e",,-1,"2030",0,"01_1088"
"2029",0,,,,,"","","",3,"",3,"",6,"N/a",3,"",3,"",6,"N/a","","No filter","Cucumber, salad",5,,"",,"","uuid:7029f390-3beb-4240-8e19-90d4f25c4a24",,-1,"2029",0,"01_1089"
"2053",0,,,,,"","Don't have open drains","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink 20L if don't have , they drink bottle water 0,5L","No filter","Cucumber, salad",5,,"",,"","uuid:913185b7-5d8d-44ae-885c-aa79600dca62",,-1,"2053",0,"01_1090"
"2052",0,,,,,"","Not open drains","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","","","Cucumber,latuce ,egg plant",5,,"",,"","uuid:47f61212-8ad5-46bd-bea3-192b6588bbfa",,-1,"2052",0,"01_1091"
"2072",0,,,,,"","Don't have open drains","",3,"",5,"N/a",3,"",3,"",5,"N/a",6,"N/a","Always drink bottle water 20L","Filter","Cucumber , morning glory, Latuce , egg plant",,,"",,"","uuid:9db7cabf-3247-4fe3-b569-90ab28d44e62",,-1,"2072",0,"01_1092"
"2048",0,,,,,"Go to swim (Baray)","","Rainy season",2,"",3,"",3,"",,"",,"",,"","Well water treatment","Filter","Cucumber, latuce, eggplant...",5,,"",,"","uuid:e0c4600f-8d4a-458d-8186-afa5caa3db6a",,-1,"2048",0,"01_1093"
"2049",0,,,,,"Go to swim","","",3,"",2,"",3,"",,"",,"",,"","Well water (boil)","Not working","Cabac, morning glory, long bean, latuce, ....",5,,"Share with other house",,"","uuid:7c74137a-c52e-40d3-a20f-069068846f00",,-1,"2049",0,"01_1094"
"2050",0,,,,,"Go to swim","","Rainy season",3,"",5,"Only bottle water",4,"",3,"",5,"Only bottle water (20L)",4,"","Bottle water boil","","Latuce, long bean,",,,"Share with other house",,"","uuid:c85d6340-21e6-4737-a060-a5639e519b10",,-1,"2050",0,"01_1095"
