"number","formid","form.hh_dd","form.neighbor","X_h_location_latitude","X_h_location_longitude","X_h_location_altitude","X_h_location_precision","form.hh_gps_device","form.hh_gps_id","form.hh_waypoint","form.hh_q17d","form.hh_q17d_other","form.hh_q18","username","caseid","case_name","h_f_weekly","h_UID"
144,"f165845d-d9b3-4441-b44b-aa0dd047166d","2016-06-08 11:27:00","Adabraka","5.56099207","-0.21147207","47.0","26.0","Yes","SP1",4126,7,,"1","ethel",,,0,"03_0144"
145,"f379f457-271f-4c65-ae15-26c8de91ec21","2016-06-08 12:01:00","Adabraka","5.56259779","-0.21154967","54.0","5.0","Yes","SP10",717,7,,"2 3","famponsah",,,0,"03_0145"
146,"f641064b-130e-4612-bf34-7c6d661755f8","2016-07-21 10:01:00","Kokomlemle","5.57540925","-0.21171379","56.0","5.0","Yes","071426",71426,7,,"3","famponsah",,,0,"03_0146"
147,"fb464626-3351-45db-b262-4e457152eb87","2016-04-25 12:11:00","Chorkor","5.52639789","-0.24595624","48.0","4.0","Yes","SP2",622,1,,"3","iselby",,,0,"03_0147"
148,"fb843c83-dfb4-49c0-a43d-6460ff2400f2","2016-04-28 11:54:00","Chorkor","5.53082414","-0.2449719","53.0","7.0","Yes","SP5",5124,1,,"1","reginald",,,0,"03_0148"
149,"fc6fbf86-8914-4256-b207-2403dbc967fd","2016-04-26 10:03:00","Chorkor","5.52792325","-0.24335587","35.0","5.0","Yes","SP5",517,1,,"3","reginald",,,0,"03_0149"
150,"fe6917d2-1015-4267-a5e9-cc3909269ee8","2016-07-01 09:48:00","Ringway","5.56593858","-0.18612718","65.0","4.0","Yes","SP10",71307,7,,"2 3","famponsah",,,0,"03_0150"
151,"faa171ca-83fe-460b-804b-8ca0c36e9b21","2016-04-26 12:16:00","Chorkor","5.52728488","-0.2509541","43.0","7.0","Yes","SP4",2212,7,,"2","betty",,,0,"03_0151"
152,"eff40fa7-5378-4ef0-8d14-62d42120b706","2016-07-20 10:34:00","Kokomlemle","5.57640575","-0.21232677","57.0","4.0","Yes","SP3",62420,7,,"3","iselby",,,0,"03_0152"
153,"92c1e0c1-6eb4-41f2-8032-88f0586c4beb","2016-07-06 09:16:00","Ringway","5.56389771","-0.18554522","44.0","4.0","Yes","SP10",71312,7,,"3","famponsah",,,0,"03_0153"
154,"8f44f7fb-4b16-4718-a3d6-a7d1d2aac115","2016-04-26 10:20:00","Chorkor","5.52693505","-0.244372","38.0","5.0","Yes","SP2",628,7,,"2 3","iselby",,,0,"03_0154"
155,"902de32d-6108-4297-a4bf-a6050b212b2c","2016-06-10 11:27:00","Adabraka","5.56298092","-0.2103783","55.0","5.0","Yes","SP10",71215,7,,"3","famponsah",,,0,"03_0155"
156,"9691a2a5-4490-47a1-bbc7-87e6015a73b5","2016-03-23 11:03:00","Shiabu","5.528682547700084","-0.2552146382989347","52.46","12.0","Yes","011",11,1,,"3","test",,,0,"03_0156"
157,"978f91d6-b7af-4e24-b18f-f7681d5376d3","2016-07-21 10:00:00","Kokomlemle","5.57457384","-0.21250589","51.0","46.0","Yes","sp8",32416,7,,"2 3","slaryea",,,0,"03_0157"
158,"9bf68741-99e3-4b7f-83c9-a834342c007c","2016-06-17 10:44:00","Adabraka","5.55970004","-0.21465355","49.0","5.0","Yes","sp3",12202,7,,"2 3","ethel",,,0,"03_0158"
159,"91cb33e0-b416-4704-84e5-0a2c2e31c2e4","2016-04-27 10:59:00","Chorkor","5.52897219","-0.24387878","37.0","3.0","Yes","SP10",7114,7,,"2 3","famponsah",,,0,"03_0159"
160,"0aa38949-ac48-405c-897f-1e4c9bb176f7","2016-03-24 11:10:00","Shiabu","5.53328534","-0.2549725","32.0","3.0","Yes","0421",421,7,,"2 3","test",,,0,"03_0160"
161,"0d17bb47-6e9f-4611-8555-5d91aa2a09b3","2016-07-18 12:15:00","Kokomlemle","5.5739052","-0.21232687","56.0","20.0","Yes","SP10",71419,7,,"3","famponsah",,,0,"03_0161"
162,"137be643-2f9c-4eab-95b4-55dd5b089d3f","2016-04-27 12:47:00","Chorkor","5.52855521","-0.25147592","43.0","4.0","Yes","SP4",2219,7,,"2 3","betty",,,0,"03_0162"
163,"1b13e778-5c71-4a78-a44d-8975febcf30a","2016-04-28 11:17:00","Chorkor","5.53073759","-0.23942822","51.0","5.0","Yes","SP10",7124,7,,"2 3","famponsah",,,0,"03_0163"
164,"17ad6b4e-5ad3-488e-92d0-878d73c658ed","2016-07-01 09:18:00","Ringway","5.5665193","-0.18657864","47.0","5.0","Yes","SP10",71302,7,,"2 3","famponsah",,,0,"03_0164"
165,"164b6bee-ec77-45a9-b822-1f2ce2511d46","2016-04-27 11:21:00","Chorkor","5.5292880795776265","-0.24424145812299694","37.66","4.0","Yes","sp8",3213,1,,"3","slaryea",,,0,"03_0165"
166,"1475086c-4a47-41c5-86dd-d94d9b81cc3c","2016-04-28 10:35:00","Chorkor",,,,,"Yes","sp3",8123,7,,"3","annabel",,,0,"03_0166"
167,"0f343dc5-a96e-43cf-b7f3-528ace5498a3","2016-07-01 09:50:00","Ringway",,,,,"Yes","sp8",3237,7,,"2","slaryea",,,0,"03_0167"
168,"0b71b2e0-ae5a-4d90-bf06-6da7d8ff4a93","2016-03-24 11:00:00","Shiabu","5.53306092","-0.25659619","7.0","5.0","Yes","0723",723,3,,"3","test",,,0,"03_0168"
169,"198203cd-0b6c-4442-bddb-46453e495d49","2016-04-28 10:57:00","Chorkor","5.53059566","-0.24768252","43.0","5.0","Yes","sp7",1223,7,,"3","ethel",,,0,"03_0169"
170,"0e6af7e4-3b45-4d10-8224-170beadc1b60","2016-04-26 10:33:00","Chorkor","5.52700966","-0.24310862","52.0","5.0","Yes","SP10",718,1,,"3","famponsah",,,0,"03_0170"
171,"0a0f4aea-d9ae-4a05-a273-e84542bcb8a3","2016-07-01 09:15:00","Ringway","5.56801063","-0.18723933","65.0","11.0","Yes","SP1",4136,7,,"1","maggrey",,,0,"03_0171"
172,"0112524f-dd6d-4ca9-8edf-e8691d664359","2016-07-06 10:43:00","Ringway","5.56427254","-0.18216966","54.0","5.0","Yes","SP3",62320,7,,"2","iselby",,,0,"03_0172"
173,"02c0d059-a70c-4417-8e07-57aaa06ef9d4","2016-07-06 10:05:00","Ringway","5.56472507","-0.1829556","50.0","10.0","Yes","SP3",62316,7,,"2 3","iselby",,,0,"03_0173"
174,"0370fffd-87f5-4839-bec4-5a72c87b8211","2016-04-26 11:22:00","Chorkor","5.52801896","-0.24137853","38.0","10.0","Yes","SP5",5111,1,,"3","reginald",,,0,"03_0174"
175,"06252d4e-cd8f-43a3-9bb5-51eebf34eeea","2016-04-26 10:14:00","Chorkor","5.52719434","-0.2438566","47.0","5.0","Yes","SP10",717,7,,"2 3","famponsah",,,0,"03_0175"
176,"061f4f89-5f29-4ce7-b969-a9a008f4db2c","2016-04-26 11:48:00","Chorkor","5.5290376","-0.2398582","0.0","400.0","Yes","SP5",5112,1,,"3","reginald",,,0,"03_0176"
177,"05088901-e14f-42f4-bc34-2a30d8f15ff3","2016-07-18 11:11:00","Kokomlemle","5.57425907","-0.2112179","46.0","5.0","Yes","sp8",32406,7,,"2","slaryea",,,0,"03_0177"
178,"05bd4e14-576d-45c5-a750-6768533ef067","2016-06-08 10:16:00","Adabraka","5.563276039488092","-0.21330263059754334","53.12","8.0","Yes","sp8",3222,3,,"1 2","slaryea",,,0,"03_0178"
179,"08428bfb-a57f-430d-9914-46b1cedc95dc","2016-07-21 10:55:00","Kokomlemle","5.57629545","-0.21584267","36.0","4.0","Yes","SP3",62429,7,,"3","iselby",,,0,"03_0179"
180,"08bc2df7-29eb-47ea-a0e9-dc6c6405675b","2016-06-17 10:50:00","Adabraka","5.5602403","-0.21540613","41.0","6.0","Yes","sp8",32224,7,,"2","famponsah",,,0,"03_0180"
181,"1d3f11a3-040b-49e1-a2a6-d82475f3cd8d","2016-03-22 11:17:00","Shiabu","5.524246266521194","-0.2575228452734599","5.62","4.0","Yes","014",14,1,,"3","test",,,0,"03_0181"
182,"2258e871-bcbf-457e-8d5a-b2201662ba25","2016-04-27 11:11:00","Chorkor","5.53006299","-0.24558434","32.0","5.0","Yes","SP2",6214,7,,"2 3","iselby",,,0,"03_0182"
183,"254b4ab8-18fd-4df7-be42-67e0536a8ede","2016-07-18 10:48:00","Kokomlemle","5.57473606","-0.20451649","48.0","5.0","Yes","SP1",41412,3,,"3","maggrey",,,0,"03_0183"
184,"463d3ff0-1a57-4f4b-a118-c67c21754255","2016-04-28 10:21:00","Chorkor","5.531397873920415","-0.24350479904439637","33.62","16.0","Yes","SP1",4120,1,,"3","maggrey",,,0,"03_0184"
185,"4aeb07d6-3363-4105-9e27-8a973a33b8d4","2016-07-13 11:32:00","Kokomlemle","5.57931759","-0.20494971","51.0","6.0","Yes","SP5",5147,7,,"3","reginald",,,0,"03_0185"
186,"53249777-6f9e-46e9-b23b-fb907eca1431","2016-04-28 11:30:00","Chorkor","5.53123198","-0.24688466","48.0","5.0","Yes","SP2",6224,7,,"3","iselby",,,0,"03_0186"
187,"56356c7c-2bfc-4184-88d9-63078beda293","2016-07-20 11:25:00","Kokomlemle","5.57856056","-0.21518783","40.0","6.0","Yes","SP3",62424,7,,"2 3","iselby",,,0,"03_0187"
188,"563d2aa4-50af-4570-9a0a-7eead5cb67ac","2016-06-10 12:16:00","Adabraka","5.5645468083809995","-0.2112951566534213","43.57","4.0","Yes","sp8",32218,7,,"2","slaryea",,,0,"03_0188"
189,"56d4a94f-bde9-4d42-80f4-facd0ab6b30c","2016-06-09 11:58:00","Adabraka","5.56444073005922","-0.21263119385560386","57.24","4.0","Yes","SP1",41210,7,,"1","maggrey",,,0,"03_0189"
190,"57016d83-4e35-4ef5-b519-a520748295fc","2016-07-06 10:28:00","Ringway","5.56188182","-0.18553111","101.0","5.0","Yes","sp8",32320,7,,"2","betty",,,0,"03_0190"
191,"4bd36308-cc45-438d-bb76-7e5f8f339cf4","2016-03-23 11:50:00","Shiabu",,,,,"No",,,7,,"2 3","test",,,0,"03_0191"
192,"49f8c7f3-dd85-46a7-8a57-cb67db212f6f","2016-06-17 11:05:00","Adabraka","5.56029918","-0.21544375","27.0","7.0","Yes","SP5",51218,7,,"1","maggrey",,,0,"03_0192"
193,"4a4fa70a-1a0d-4687-804c-1fa51d2b4e8f","2016-07-01 08:47:00","Ringway","5.5633522","-0.1873471","0.0","1461.0","Yes","sp8",3232,7,,"2","slaryea",,,0,"03_0193"
194,"504ba08e-e4bd-49b5-aebb-658f1e3385fa","2016-06-08 10:58:00","Adabraka","5.5611522","-0.21239631","37.0","11.0","Yes","SP1",4124,1,,"3","ethel",,,0,"03_0194"
195,"325e09e0-dae2-4945-af87-7c23bc57bc9c","2016-03-23 11:57:00","Shiabu","5.53083726","-0.25625482","44.0","5.0","Yes","0315",315,1,,"3","test",,,0,"03_0195"
196,"316a1255-3173-4c11-9c62-956cc0c0a60d","2016-07-06 10:09:00","Ringway","5.56171842","-0.18446426","56.0","7.0","Yes","sp8",32318,7,,"1","betty",,,0,"03_0196"
197,"34f7feff-b1f6-42e5-b16d-f3bd43226363","2016-04-25 12:01:00","Chorkor","5.52617648","-0.23971969","33.0","5.0","Yes","SP5",513,1,,"3","reginald",,,0,"03_0197"
198,"331ba68a-d6c1-4f2b-90bd-538b19402458","2016-06-10 11:22:00","Adabraka","5.56351213","-0.21056514","44.0","5.0","Yes","SP3",62216,7,,"3","iselby",,,0,"03_0198"
199,"361599a8-1a3c-4b44-ac02-d39b871384cc","2016-04-26 11:41:00","Chorkor","5.5278215","-0.24978806","46.0","5.0","Yes","SP4",2211,7,,"2","betty",,,0,"03_0199"
200,"3d1f6eca-7a3a-415d-9a3b-ed81802e975d","2016-03-23 12:44:00","Shiabu","5.52978736","-0.25603989","37.0","4.0","Yes","0716",716,1,,"3","test",,,0,"03_0200"
201,"372baa24-acfd-40af-8881-55d1af985a55","2016-04-26 11:11:00","Chorkor","5.528181896894442","-0.24187220990529731","36.32","4.0","Yes","SP1",4110,1,,"3","maggrey",,,0,"03_0201"
202,"403602e4-328d-462d-b0aa-49b6f37db6cf","2016-04-25 12:40:00","Chorkor",,,,,"Yes","sp3",817,1,,"3","annabel",,,0,"03_0202"
203,"40a9a410-38de-4211-bc36-a9f05e6a7b73","2016-07-13 11:16:00","Kokomlemle","5.57895819","-0.2100584","50.0","28.0","Yes","sp4",12410,7,,"2 3","ethel",,,0,"03_0203"
204,"412fd83b-deba-4641-9ca2-39b0169c5957","2016-03-22 09:48:00","Shiabu","5.52469138","-0.25661526","26.0","6.0","Yes","063",63,1,,"1","test",,,0,"03_0204"
205,"3d9eefc1-bc42-4a2b-9fd0-371fa4e16812","2016-07-21 10:41:00","Kokomlemle","5.57592757","-0.21488591","51.0","8.0","Yes","SP4",41429,7,,"1","maggrey",,,0,"03_0205"
206,"3e7b3fb0-cb9f-4451-a1a2-93c02e39b1c7","2016-03-21 11:39:00","Shiabu","5.525726474684425","-0.25478533119723096","29.35","6.0","No",,,1,,"3","test",,,0,"03_0206"
207,"33e02141-880a-4f47-9997-f0a7d6884057","2016-03-23 10:58:00","Shiabu","5.5312193","-0.2532508","0.0","1560.0","Yes","0515",515,3,,"3","test",,,0,"03_0207"
208,"32bf13d3-8958-499f-aaf8-7f2deca214d7","2016-07-01 10:28:00","Ringway","5.5688321","-0.1863208","0.0","59.07","Yes","SP3",6239,7,,"1","iselby",,,0,"03_0208"
209,"39e656be-07c2-415a-938d-0b242aacbb78","2016-07-21 11:04:00","Kokomlemle","5.5765594","-0.21589695","62.0","7.0","Yes","SP3",62430,7,,"3","iselby",,,0,"03_0209"
210,"5870004b-ac4c-4398-a523-ba606ce713c0","2016-04-28 11:03:00","Chorkor","5.53115562107482","-0.24039858142483572","41.08","6.0","Yes","SP1",4122,1,,"3","maggrey",,,0,"03_0210"
211,"60434ef7-629a-41e6-970c-572e4c612f3f","2016-06-10 11:55:00","Adabraka","5.5594585","-0.2081049","0.0","28.0","Yes","SP10",71217,7,,"1","famponsah",,,0,"03_0211"
212,"6050d885-ef1c-4fe9-a86c-03c2f307a12f","2016-06-08 10:35:00","Adabraka","5.563018898954113","-0.2129464167579579","44.15","8.0","Yes","sp8",3224,7,,"2","slaryea",,,0,"03_0212"
213,"62d18026-1dc4-492f-b845-daad4ef8a727","2016-07-01 10:02:00","Ringway","5.5672468","-0.1874016","0.0","103.5","Yes","sp4",12310,7,,"3","ethel",,,0,"03_0213"
214,"5dfe3180-7262-4b3e-b54c-7b2921e6283f","2016-04-27 12:10:00","Chorkor",,,,,"Yes","sp3",8118,1,,"2 3","annabel",,,0,"03_0214"
215,"5c12def5-583d-4b73-978e-380adb836590","2016-04-20 14:28:00","Shiabu","5.6083643","-0.2058125","0.0","23.0","Yes","TR2",11,2,,"1 2","test_2",,,0,"03_0215"
216,"5e9ee6d0-b7d7-49e7-b0ce-22f6726be238","2016-03-24 10:52:00","Shiabu","5.5323138","-0.2564166","0.0","37.5","Yes","0619",619,1,,"1","test",,,0,"03_0216"
217,"720049aa-e24b-43f8-888a-4bd4a34153e3","2016-06-17 11:27:00","Adabraka","5.56068632","-0.21579461","39.0","9.0","Yes","SP5",51220,7,,"1","maggrey",,,0,"03_0217"
218,"7106ffb4-3755-4b59-b2e5-f764bec20a99","2016-07-20 10:19:00","Kokomlemle","5.57629338","-0.21126325","62.0","5.0","Yes","SP10",71420,7,,"3","famponsah",,,0,"03_0218"
219,"72353863-9611-4595-bfa0-472324383e80","2016-07-06 10:25:00","Ringway","5.56442902","-0.18307637","57.0","10.0","Yes","SP1",41319,7,,"1","maggrey",,,0,"03_0219"
220,"6f8b0987-2889-40d4-ae58-0491f381523a","2016-07-20 10:20:00","Kokomlemle","5.57587572","-0.21185437","57.0","5.0","Yes","SP3",62419,7,,"3","iselby",,,0,"03_0220"
221,"6fb4044a-b27d-4e77-a0bd-94d82dfc4794","2016-07-06 09:33:00","Ringway","5.56466438","-0.18489683","72.0","5.0","Yes","sp4",12316,7,,"2 3","ethel",,,0,"03_0221"
222,"745c4bea-775c-4e6e-a8e5-c800291cfd3f","2016-06-09 11:30:00","Adabraka","5.56508922","-0.21353199","50.0","7.0","Yes","SP3",6228,1,,"3","iselby",,,0,"03_0222"
223,"7650bb8e-4a34-40c0-afee-b9ea54469c1f","2016-07-13 10:52:00","Kokomlemle","5.57820884","-0.20501241","50.0","4.0","Yes","SP3",6246,7,,"2","iselby",,,0,"03_0223"
224,"77cc1bc0-9446-425d-b238-8a9d691190ab","2016-07-20 10:28:00","Kokomlemle","5.57655363","-0.2114446","62.0","5.0","Yes","SP10",71421,7,,"1","famponsah",,,0,"03_0224"
225,"7945afae-20ee-4bfa-8f3c-95d26cafa2f7","2016-07-06 10:13:00","Ringway","5.56461359","-0.18273774","53.0","5.0","Yes","SP3",62317,7,,"1","iselby",,,0,"03_0225"
226,"7e080784-0cc6-4b9b-876f-fa1386424b1e","2016-04-27 11:36:00","Chorkor","5.529504004039081","-0.24553336600486303","44.57","4.0","Yes","sp8",3214,3,,"1","slaryea",,,0,"03_0226"
227,"7dd22e7e-7fc3-4401-8c1b-dea48ce0de84","2016-07-21 10:32:00","Kokomlemle","5.57535829","-0.21416857","3.0","31.0","Yes","SP4",41428,7,,"2","maggrey",,,0,"03_0227"
228,"79e409b2-aef7-41e8-a67e-87116e3fa2db","2016-04-25 13:59:00","Chorkor","5.52666712","-0.24226917","28.0","5.0","Yes","SP2",627,1,,"3","iselby",,,0,"03_0228"
229,"7f893cfd-90eb-4055-9241-0606157d6161","2016-07-06 08:42:00","Ringway","5.56499892","-0.18468518","63.0","8.0","Yes","SP1",41311,7,,"1","maggrey",,,0,"03_0229"
230,"808da9ec-54b6-4623-9e81-d1ca29631197","2016-06-09 12:30:00","Adabraka","5.564056275071459","-0.2137332668133895","37.12","6.0","Yes","SP1",41212,5,,"1","maggrey",,,0,"03_0230"
231,"768d194e-6f42-4108-a85a-fd1b83688652","2016-06-10 12:10:00","Adabraka","5.56324051","-0.20959559","64.0","5.0","Yes","SP10",71218,7,,"2 3","famponsah",,,0,"03_0231"
232,"78e75677-37ab-4621-9582-c91a6fe50e3b","2016-04-25 13:13:00","Chorkor","5.52647062","-0.24171745","40.0","5.0","Yes","SP10",715,1,,"3 5","famponsah",,,0,"03_0232"
233,"84076390-f15f-46c6-9689-45ee6e4aae1e","2016-06-09 11:40:00","Adabraka","5.566932048328687","-0.21409709704177357","66.8","16.0","Yes","sp8",3228,7,,"1","slaryea",,,0,"03_0233"
234,"8b4a4cc7-20a0-476f-9894-f5358bb49cac","2016-07-01 08:37:00","Ringway","5.56565368757988","-0.18861629899301846","58.07","6.0","Yes","sp8",3231,7,,"1","slaryea",,,0,"03_0234"
235,"8b96e121-b6d6-454b-9af3-d3d24521c06d","2016-04-25 12:51:00","Chorkor","5.52672963","-0.24121801","45.0","4.0","Yes","SP10",714,1,,"3 5","famponsah",,,0,"03_0235"
236,"8ba04e14-aca5-41bc-928e-fe60d37cce55","2016-07-06 09:18:00","Ringway","5.5651087","-0.18454958","56.0","23.0","Yes","SP1",41313,7,,"1","maggrey",,,0,"03_0236"
237,"8a973cad-eb71-416b-b3ad-e3fba8a078aa","2016-07-06 09:08:00","Ringway","5.56532827","-0.18461705","60.0","11.0","Yes","SP1",41312,7,,"1","maggrey",,,0,"03_0237"
238,"8a8ab7f4-4538-491d-9593-a04a0ac24ff9","2016-07-13 10:36:00","Kokomlemle","5.57745542","-0.20776898","85.0","5.0","Yes","SP1",4145,7,,"3","maggrey",,,0,"03_0238"
239,"86a44775-0fa0-4a31-bf61-70b6133a2ffc","2016-04-27 12:05:00","Chorkor","5.528791705918912","-0.2490745405143968","43.09","4.0","Yes","sp8",3216,7,,"1","slaryea",,,0,"03_0239"
240,"8f33d59a-4ab6-4952-9777-234e923e0185","2016-03-22 11:36:00","Shiabu",,,,,"No",,,3,,"2","test",,,0,"03_0240"
241,"8da5cf9d-cfa8-4246-92ed-2ce2ebdc3627","2016-07-08 09:29:00","Ringway","5.56085514","-0.18521564","57.0","3.0","Yes","sp8",32322,7,,"1","betty",,,0,"03_0241"
242,"900412e4-953d-4f4c-b7b5-4fb33c1142e4","2016-04-27 12:08:00","Chorkor","5.528540712527225","-0.2398413626335565","35.8","4.0","Yes","SP1",4116,1,,"1","maggrey",,,0,"03_0242"
243,"89612c42-c53c-4d35-9e5a-aff53ef8ad99","2016-03-22 10:36:00","Shiabu","5.5250663","-0.2616624","0.0","1581.0","Yes","066",66,1,,"3","test",,,0,"03_0243"
244,"876bcdb8-237d-4a1e-b508-910f1030660b","2016-04-26 12:07:00","Chorkor","5.52763177","-0.23906392","46.0","5.0","Yes","SP10",7113,7,,"2 3","famponsah",,,0,"03_0244"
245,"90a0a8c8-c8e8-4846-9337-09a876acaca6","2016-07-08 10:54:00","Ringway","5.55558174","-0.18662837","17.0","12.0","Yes","SP4",51305,7,,"3","ethel",,,0,"03_0245"
246,"90c94808-ad66-4f37-810d-6a6a790e5d56","2016-04-28 11:01:00","Chorkor","5.53064579","-0.2403789","62.0","5.0","Yes","SP10",7123,7,,"2","famponsah",,,0,"03_0246"
247,"960784df-5661-4079-8092-f3bda1f1650d","2016-03-23 12:34:00","Shiabu","5.531007774995883","-0.25254134558352415","20.95","12.0","Yes","035",35,1,,"3","test",,,0,"03_0247"
248,"9875f97f-0350-43b2-a27f-cab033368dc0","2016-03-22 11:06:00","Shiabu",,,,,"No",,,3,,"2","test",,,0,"03_0248"
249,"987870f2-95d9-4ab6-8287-acafee511ff0","2016-07-13 10:32:00","Kokomlemle","5.57807607","-0.21062164","70.0","14.0","Yes","sp4",12405,7,,"1","ethel",,,0,"03_0249"
250,"98b180d3-01eb-4dc8-88f6-4715743b100e","2016-03-24 11:00:00","Shiabu","5.53474081","-0.25741585","28.0","5.0","Yes","0320",320,7,,"3","test",,,0,"03_0250"
251,"99762389-23e3-4447-be65-b9547c85bab0","2016-07-18 10:44:00","Kokomlemle","5.57440906","-0.20467005","47.0","5.0","Yes","SP1",41411,7,,"3","maggrey",,,0,"03_0251"
252,"9533fe31-5637-4631-8e45-c36baec48e66","2016-07-06 10:12:00","Ringway","5.5632279","-0.1842399","41.0","5.0","Yes","SP10",71317,7,,"2 3","famponsah",,,0,"03_0252"
253,"99f16a46-6ff9-4593-911c-9c20fe975fb9","2016-06-17 11:20:00","Adabraka","5.56090408","-0.21474465","40.0","5.0","Yes","sp3",12204,7,,"3","iselby",,,0,"03_0253"
254,"97a90537-6152-49f8-abc5-853e3f897813","2016-04-25 13:01:00","Chorkor","5.52565485","-0.2427632","33.0","4.0","Yes","SP4",226,6,,"2 3 5","betty",,,0,"03_0254"
255,"a3f059dd-54b1-471b-beac-825c457e69e7","2016-04-25 11:57:00","Chorkor","5.52580474","-0.24033533","41.0","4.0","Yes","SP13",2,1,,"3","famponsah",,,0,"03_0255"
256,"a479b617-16dc-4f15-9924-906604eac166","2016-07-18 11:11:00","Kokomlemle","5.57465373","-0.20674253","86.0","12.0","Yes","SP1",41418,7,,"1","maggrey",,,0,"03_0256"
257,"a8abe7ea-d981-4fd4-92a4-6813dc2d400b","2016-03-22 11:49:00","Shiabu","5.523276217149588","-0.2578929039704931","8.98","32.0","Yes","017",18,1,,"3","test",,,0,"03_0257"
258,"ae86039d-bc5f-4bd4-899e-7eb4b6786abf","2016-04-28 11:43:00","Chorkor","5.528965668521392","-0.25148401613546095","21.13","4.0","Yes","sp8",3225,1,,"3","slaryea",,,0,"03_0258"
259,"b1bf5730-111e-4607-a853-3bbe02f31638","2016-06-20 10:08:00","Adabraka","5.55846043698707","-0.21543711202235155","57.52","12.0","Yes","sp8",32231,7,,"2","maggrey",,,0,"03_0259"
260,"b23e94f2-469d-420e-be77-bd1fc22b0833","2016-04-28 10:38:00","Chorkor","5.529507","-0.2530338","0.0","64.5","Yes","SP4",2223,7,,"2","betty",,,0,"03_0260"
261,"656ab1f2-2e8d-44ee-9fb3-99e752e9fd87","2016-04-26 10:52:00","Chorkor","5.527979374921937","-0.2432078635990589","45.12","4.0","Yes","SP1",419,1,,"1","maggrey",,,0,"03_0261"
263,"66e63e9b-e7bf-4db4-a2ab-0d36cd7eba85","2016-03-22 11:17:00","Shiabu","5.52490683","-0.25937761","34.0","15.0","Yes","034",34,1,,"3","test",,,0,"03_0263"
264,"679c9041-d275-4ef9-9f98-ecbcca85b088","2016-06-08 10:05:00","Adabraka","5.563120083424082","-0.21366622591114365","32.63","12.0","Yes","sp8",3221,7,,"1","slaryea",,,0,"03_0264"
265,"67b18dbc-0f22-4b0e-a6a1-9f23ae0fba1b","2016-07-13 10:55:00","Kokomlemle","5.5784176","-0.21102391","65.0","17.0","Yes","sp4",12407,7,,"2 3","ethel",,,0,"03_0265"
266,"59b46f47-adf9-4df1-8ddf-1fea359cbac8","2016-07-13 11:39:00","Kokomlemle","5.57986206","-0.20554647","55.0","5.0","Yes","SP5",5149,4,,"3","reginald",,,0,"03_0266"
267,"64c2e50c-2056-4b71-abd5-6f90731ab409","2016-03-23 11:00:00","Shiabu","5.52937481","-0.25508109","-5.0","9.0","Yes","0611",611,7,,"1","test",,,0,"03_0267"
268,"62fdff63-8e62-4b27-a8ad-12f9b8ec78a5","2016-04-26 10:37:00","Chorkor","5.528125513558561","-0.24264528208503994","38.43","4.0","Yes","SP1",418,1,,"3","maggrey",,,0,"03_0268"
269,"22a9fb19-9588-43dc-a91b-2cfb7ee1972b","2016-06-17 10:55:00","Adabraka","5.56065744","-0.21546842","46.0","5.0","Yes","SP5",51217,7,,"3","maggrey",,,0,"03_0269"
270,"234feedc-ccf3-48cc-be82-a5a811438d91","2016-04-28 11:50:00","Chorkor","5.53085351","-0.2486812","41.0","3.0","Yes","SP2",6225,1,,"3","iselby",,,0,"03_0270"
271,"23ac0744-51ca-44da-b09c-03163bc8419e","2016-07-08 10:25:00","Ringway","5.55312981","-0.18540089","37.0","10.0","Yes","SP4",51302,7,,"3","ethel",,,0,"03_0271"
273,"262c63a6-2775-4d95-ab22-c953ea320a85","2016-07-20 11:48:00","Kokomlemle","5.57887423","-0.21546952","65.0","30.0","Yes","SP4",41425,7,,"1","maggrey",,,0,"03_0273"
274,"26f9458e-8632-4181-b7d8-5eea5fedbe2b","2016-06-17 11:08:00","Adabraka","5.55989172","-0.21497702","36.0","5.0","Yes","sp8",32227,7,,"2","famponsah",,,0,"03_0274"
275,"2a1cac42-9de4-4c82-a37a-6630e4e25c74","2016-04-25 13:41:00","Chorkor","5.52651801","-0.2431775","43.0","5.0","Yes","SP2",626,1,,"3","iselby",,,0,"03_0275"
276,"2bdfe175-0722-45a9-aa1e-2753a4431b62","2016-07-20 11:20:00","Kokomlemle","5.57852186","-0.21488606","17.0","7.0","Yes","SP4",41424,7,,"2","maggrey",,,0,"03_0276"
277,"2d092e5d-3bf4-46de-80bc-efd7f3dfa4b8","2016-06-08 11:32:00","Adabraka","5.56065844","-0.21195827","47.0","6.0","Yes","SP5",5126,7,,"1","reginald",,,0,"03_0277"
278,"2dcc8624-c146-449c-abd0-62ee9c042a5a","2016-04-26 10:27:00","Chorkor","5.52772984","-0.2424302","33.0","9.0","Yes","SP5",518,1,,"3","reginald",,,0,"03_0278"
279,"2dc0f660-8b5e-4d5e-86bc-624f3f1e6359","2016-04-28 10:50:00","Chorkor","5.529434472445641","-0.2467051595292316","47.17","4.0","Yes","SP8",3221,1,,"3","slaryea",,,0,"03_0279"
280,"2e0b7372-4285-47a6-b4f7-807f27b6492e","2016-03-22 12:40:00","Shiabu","5.523408033396567","-0.25797640552247647","40.39","4.0","Yes","027",27,1,,"3","test",,,0,"03_0280"
