"number","formid","form.hh_dd","form.neighbor","X_h_location_latitude","X_h_location_longitude","X_h_location_altitude","X_h_location_precision","form.hh_gps_device","form.hh_gps_id","form.hh_waypoint","form.hh_q17d","form.hh_q17d_other","form.hh_q18","username","caseid","case_name","h_f_weekly","h_UID"
670,"ebcda8b0-c9b9-4273-85c9-5026851c8b4e","2016-03-22 11:12:00","Shiabu","5.52313571","-0.25709382","24.0","17.0","Yes","054",54,9,,"3","test",,,0,"03_0670"
671,"f8f60510-be7c-4818-a484-81fc1d02a5ee","2016-03-23 11:02:00","Shiabu","5.5299713","-0.2512098","0.0","43.5","Yes","0410",410,1,,"2 3","test",,,0,"03_0671"
672,"fc4c1a06-1b9d-4050-8ed6-1ea36c91fca7","2016-07-01 10:33:00","Ringway","5.56899425","-0.18683551","72.0","6.0","Yes","SP3",62310,7,,"2","iselby",,,0,"03_0672"
673,"f995a9fa-a031-40d7-a995-0c8c5331cd26","2016-06-10 11:34:00","Adabraka","5.56344007","-0.21055279","54.0","5.0","Yes","SP3",62217,7,,"3","iselby",,,0,"03_0673"
674,"f9ccd840-fd4f-4729-98b4-70e544c092a8","2016-07-13 10:26:00","Kokomlemle","5.57767755","-0.20989245","81.0","4.0","Yes","sp4",12404,7,,"2 3","ethel",,,0,"03_0674"
675,"032670cf-bcf7-4c81-b3d8-c99bf9d6c63e","2016-07-08 10:11:00","Ringway","5.55347852","-0.18498033","52.0","5.0","Yes","SP4",51301,7,,"3","ethel",,,0,"03_0675"
676,"041bca87-b181-4049-9937-27c3c2ea1718","2016-04-27 10:45:00","Chorkor","5.52847468","-0.24444719","38.0","4.0","Yes","SP4",2214,7,,"2 3","betty",,,0,"03_0676"
677,"05020821-b748-447c-b685-f9f76762714b","2016-04-28 11:16:00","Chorkor","5.53128053","-0.24636697","51.0","3.0","Yes","SP2",6223,1,,"2 3","iselby",,,0,"03_0677"
678,"050c2b29-5434-4cc7-a6af-326bc7ccd7fc","2016-03-21 12:37:00","Shiabu","5.523424001066746","-0.25528964360554807","29.96","4.0","No",,,9,,"1","test",,,0,"03_0678"
679,"0dc32bce-9c3d-4c16-941e-15dc1c3c09c6","2016-06-09 13:18:00","Adabraka",,,,,"Yes","sp8",32215,1,,"3","slaryea",,,0,"03_0679"
681,"23aecf9a-4091-4de4-b1e0-ce88468c1ed7","2016-07-18 11:24:00","Kokomlemle","5.57586278","-0.2110569","61.0","5.0","Yes","sp8",32407,7,,"3","slaryea",,,0,"03_0681"
682,"23a6d6c4-0c1d-456a-96e2-45b1b8333b2f","2016-06-08 10:57:00","Adabraka","5.5635446510035225","-0.21205237733622756","39.41","8.0","Yes","sp8",3226,7,,"1","slaryea",,,0,"03_0682"
683,"23a90f0b-db51-49d4-8dcc-b4da11141e18","2016-03-24 10:36:00","Shiabu","5.53501022","-0.25681924","41.0","4.0","Yes","0722",722,7,,"2","test",,,0,"03_0683"
684,"23fa6c50-3eb6-473c-85b5-cd138a7a9a0b","2016-04-26 12:10:00","Chorkor",,,,,"Yes","sp3",8113,7,,"3","annabel",,,0,"03_0684"
685,"29a91fa1-a838-45dc-b47c-8086c0cb14de","2016-04-27 11:10:00","Chorkor","5.52989165","-0.24428867","62.0","5.0","Yes","sp7",1213,1,,"3","ethel",,,0,"03_0685"
686,"1f5cc3db-bd07-4521-9331-703a0e345ceb","2016-03-22 10:40:00","Shiabu","5.52478529","-0.25861491","38.0","5.0","Yes","031",31,1,,"3","test",,,0,"03_0686"
687,"21b01618-c159-4779-a287-f8a6aaee13ad","2016-04-25 13:20:00","Chorkor","5.52667657","-0.2438245","52.0","5.0","Yes","SP3",625,1,,"3","iselby",,,0,"03_0687"
688,"1fc39fbe-c6df-45b1-b9f3-dd9fdb56a1e5","2016-03-21 12:01:00","Shiabu","5.52416679","-0.25408156","42.0","12.0","No",,,1,,"3","test",,,0,"03_0688"
689,"2cabef9f-fca3-4f63-9c2c-81b0c9cb0e8e","2016-07-13 11:09:00","Kokomlemle","5.57922721","-0.20610433","64.0","5.0","Yes","SP5",5142,7,,"3","reginald",,,0,"03_0689"
690,"2d271697-7841-4358-ad9d-e7ed0e4e5c5d","2016-06-20 10:14:00","Adabraka","5.55752186","-0.21356569","31.0","11.0","Yes","sp3",12209,7,,"2 3","ethel",,,0,"03_0690"
691,"258fec69-789b-4b84-96e9-6eddee2d8bd3","2016-04-27 11:17:00","Chorkor",,,,,"Yes","sp3",8115,1,,"1","annabel",,,0,"03_0691"
692,"2615bdec-a25f-49ed-9cc8-29c4b14cc2a8","2016-03-22 11:01:00","Shiabu","5.5250663","-0.2616624","0.0","1581.0","Yes","068",68,7,,"1","test",,,0,"03_0692"
693,"297db949-278d-4c45-bace-9a63c2e85ca1","2016-04-26 11:53:00","Chorkor","5.52637781","-0.25074784","32.0","4.0","Yes","SP2",6212,1,,"3","iselby",,,0,"03_0693"
694,"2c74ab71-e2a2-440e-bcd8-694952116086","2016-04-25 12:32:00","Chorkor","5.52578617","-0.2407002","45.0","5.0","Yes","SP5",514,1,,"3","reginald",,,0,"03_0694"
695,"3228c64c-dd02-40ee-922a-4226deae0eff","2016-07-06 10:02:00","Ringway","5.56357682","-0.18439123","53.0","5.0","Yes","SP10",71316,7,,"3","famponsah",,,0,"03_0695"
696,"39581742-5017-45a9-91b5-ab1b12a0a73a","2016-03-24 11:57:00","Shiabu","5.53652052","-0.25848709","35.0","7.0","Yes","H0526",526,7,,"3","test",,,0,"03_0696"
697,"3feb2cd9-405e-4a7d-b651-db549f217cd9","2016-04-26 10:24:00","Chorkor","5.52813971","-0.24424589","34.0","9.0","Yes","SP4",227,1,,"2 3","betty",,,0,"03_0697"
698,"4199c0a3-395a-46cc-b2bd-0deaf296aea8","2016-07-06 09:42:00","Ringway","5.56373104","-0.1849814","63.0","5.0","Yes","SP10",71314,7,,"3","famponsah",,,0,"03_0698"
699,"459df7ff-9983-426a-9cc0-76a02ab6b385","2016-03-23 12:26:00","Shiabu",,,,,"Yes","0715",25714,3,,"2 3","test",,,0,"03_0699"
700,"45b616f0-98f7-44a6-84b8-920964c91423","2016-04-25 11:44:00","Chorkor","5.52500943","-0.24616627","55.0","4.0","Yes","sp7",122,6,,"3","ethel",,,0,"03_0700"
701,"3e2b714a-bea6-4e68-88eb-dba100bfc91e","2016-04-28 11:15:00","Chorkor","5.53234767","-0.24138688","57.0","11.0","Yes","SP5",5122,1,,"3","reginald",,,0,"03_0701"
702,"3e72a121-58fa-4461-8032-4b212d578821","2016-07-01 09:10:00","Ringway","5.56641019","-0.18653203","66.0","4.0","Yes","SP10",71301,7,,"2 3","famponsah",,,0,"03_0702"
703,"3cdf9375-5a8c-4ffc-baec-1ccdf8ddf1bc","2016-06-17 10:25:00","Adabraka","5.56021804","-0.21585251","28.0","4.0","Yes","sp8",32223,7,,"1","famponsah",,,0,"03_0703"
704,"34cbc90e-c368-4345-98de-6a4459abe45f","2016-06-20 11:24:00","Adabraka","5.55813913","-0.21459398","27.0","13.0","Yes","SP5",51228,7,,"3","reginald",,,0,"03_0704"
705,"3adc0c01-1f91-45df-aeb2-51471bd2cc57","2016-04-26 11:28:00","Chorkor","5.52774082","-0.24828053","27.0","10.0","Yes","SP4",2210,2,,"3","betty",,,0,"03_0705"
706,"34ed68cf-37d8-41c8-b34d-2956e2a909f8","2016-07-20 10:59:00","Kokomlemle","5.57816171","-0.21495059","53.0","12.0","Yes","SP3",62421,7,,"1","iselby",,,0,"03_0706"
707,"4dd805ae-24e3-4f28-af26-f4c342d3ee87","2016-04-25 12:36:00","Chorkor","5.52513192","-0.2455361","36.0","5.0","Yes","SP4",225,6,,"2","betty",,,0,"03_0707"
708,"8a7a26c0-c738-4376-bdec-9b2b52100c1f","2016-04-28 12:08:00","Chorkor","5.5291682","-0.24549265","56.0","8.0","Yes","SP5",5125,7,,"1","reginald",,,0,"03_0708"
709,"8a327b57-7b71-49e6-824c-10a124e6f77b","2016-07-06 10:26:00","Ringway","5.56457768","-0.18248217","38.0","11.0","Yes","SP3",62318,7,,"1","iselby",,,0,"03_0709"
710,"8c35f232-7031-4c52-b1b1-105b029bdeef","2016-04-27 11:37:00","Chorkor","5.52882869","-0.24591159","62.0","11.0","Yes","SP4",2215,7,,"2","betty",,,0,"03_0710"
711,"8f460df1-f7e8-4141-88b2-3670729916d8","2016-06-08 11:04:00","Adabraka","5.56133106","-0.21257352","43.0","9.0","Yes","SP5",5124,7,,"3","reginald",,,0,"03_0711"
712,"8f60ad75-04df-4656-9b46-71e90d179f5f","2016-04-28 10:01:00","Chorkor","5.52986827","-0.24611732","32.0","4.0","Yes","SP4",2221,7,,"2","betty",,,0,"03_0712"
713,"8dd64ca2-9f8c-428b-8262-0cc6a734c1ae","2016-07-21 10:35:00","Kokomlemle","5.57559054","-0.21314856","51.0","6.0","Yes","sp8",32420,7,,"2 3","slaryea",,,0,"03_0713"
714,"931e479e-05b9-4767-a918-7b79d2563771","2016-04-28 10:37:00","Chorkor","5.529019365084745","-0.24557541486915554","42.94","4.0","Yes","SP8",3220,7,,"3","slaryea",,,0,"03_0714"
715,"9330a99c-cf28-4335-a659-e2b6559091a6","2016-03-23 09:44:00","Shiabu","5.5304977","-0.2519894","0.0","1560.0","Yes","059",59,7,,"3","test",,,0,"03_0715"
716,"93ab10bd-b65b-4eaa-81d2-adfce66d4d61","2016-06-20 10:47:00","Adabraka","5.55513834","-0.21393276","43.0","11.0","Yes","SP5",51226,7,,"3","reginald",,,0,"03_0716"
717,"93de312e-f812-465c-ad3c-5b8ee715b89d","2016-07-06 09:50:00","Ringway","5.5616613","-0.1833991","59.0","5.0","Yes","sp8",32316,7,,"1","betty",,,0,"03_0717"
718,"7de6a4e1-c2da-48d5-949b-3ce1f0fdd4da","2016-03-22 11:57:00","Shiabu","5.52532924","-0.25968251","40.0","7.0","Yes","037",37,7,,"3","test",,,0,"03_0718"
719,"7b4ca529-77bb-444e-82b0-9ac7426ae028","2016-03-23 10:40:00","Shiabu",,,,,"Yes","079",79,7,,"1","test",,,0,"03_0719"
720,"7b66463b-851b-40a2-af81-748d403f7d1b","2016-03-21 11:21:00","Shiabu","5.52506374","-0.25460756","38.0","5.0","No",,,4,,"3","test",,,0,"03_0720"
721,"7f772e8f-f738-4d86-9097-21946f9e27ea","2016-06-10 12:28:00","Adabraka","5.56344688","-0.20842779","53.0","10.0","Yes","SP5",51212,7,,"1","reginald",,,0,"03_0721"
722,"7fca2d0f-9203-4d56-8aab-3137e2d80121","2016-07-13 11:33:00","Kokomlemle","5.57884146","-0.20731397","65.0","5.0","Yes","SP10",7149,7,,"2","famponsah",,,0,"03_0722"
723,"949911d9-b736-4626-ae7f-eb9b060d25df","2016-06-10 12:40:00","Adabraka","5.562001251690449","-0.20949584783141978","65.04","8.0","Yes","SP1",41221,7,,"1","maggrey",,,0,"03_0723"
724,"97dfcaf0-8ebc-4ba0-92f0-582265de1dc7","2016-04-28 11:07:00","Chorkor","5.5295806","-0.2527246","0.0","139.5","Yes","SP4",2225,7,,"2","betty",,,0,"03_0724"
725,"9852c40d-8fb2-4810-8d34-617e37ef33b8","2016-03-21 11:41:00","Shiabu","5.52354194","-0.25391943","87.0","24.0","No",,,1,,"1","test",,,0,"03_0725"
726,"9591778a-0a73-4b61-b550-113c83e46722","2016-03-22 10:54:00","Shiabu","5.52378874","-0.25552153","33.0","7.0","Yes","044",44,1,,"3","test",,,0,"03_0726"
727,"95edfbea-21f8-4c74-8acf-5eaea67dea55","2016-07-13 11:37:00","Kokomlemle","5.57782219","-0.20486909","50.0","5.0","Yes","SP3",62410,7,,"1","iselby",,,0,"03_0727"
728,"974e599c-d454-4af5-9f35-ca81d54625a4","2016-06-20 11:16:00","Adabraka","5.55520526","-0.21412046","40.0","5.0","Yes","sp3",12213,7,,"1","ethel",,,0,"03_0728"
729,"90b28ca3-0d7b-44b2-b3bf-fd23c1290a58","2016-03-21 12:07:00","Shiabu","5.52290806","-0.25589933","38.0","6.0","No",,,1,,"3","test",,,0,"03_0729"
730,"829c805f-5951-4960-880e-8a3645f8ac24","2016-04-27 11:59:00","Chorkor","5.52844545","-0.24047851","39.0","9.0","Yes","SP5",5115,4,,"1","reginald",,,0,"03_0730"
731,"831fb1a6-93f4-4a6c-b7a5-87f2e357f13c","2016-03-21 12:24:00","Shiabu","5.523232569291791","-0.2550365343382222","38.22","4.0","No",,,9,,"3","test",,,0,"03_0731"
732,"86ba1827-2f97-4454-a6a1-47990230ebb9","2016-07-18 11:21:00","Kokomlemle","5.57553875","-0.20674734","56.0","6.0","Yes","SP3",62417,7,,"2","iselby",,,0,"03_0732"
733,"86c9b190-cdfe-4743-acb7-366244cac4f2","2016-07-13 09:59:00","Kokomlemle","5.57634219","-0.2084437","55.0","5.0","Yes","SP1",4141,7,,"1","maggrey",,,0,"03_0733"
734,"87e24186-67b3-4b1d-8ecd-f5560a15c6ae","2016-03-21 11:44:00","Shiabu","5.525534409296873","-0.2545010545916591","32.39","48.0","No",,,4,,"3","test",,,0,"03_0734"
735,"84eae336-c19b-4381-8aec-054f6a552fdb","2016-04-27 11:54:00","Chorkor",,,,,"Yes","sp3",8117,7,,"2 3","annabel",,,0,"03_0735"
737,"73967836-d39e-4582-ac40-9c92035fa781","2016-03-24 10:41:00","Shiabu","5.5359426","-0.2586119","0.0","43.0","Yes","0519",519,6,,"3","test",,,0,"03_0737"
738,"8161ce84-7395-4a75-8561-476ee2b0458e","2016-06-08 11:36:00","Adabraka","5.56021995","-0.2121999","59.0","32.0","Yes","SP1",4127,7,,"1","ethel",,,0,"03_0738"
739,"8173a8eb-449e-48e6-963b-94e2bf95f039","2016-06-17 10:43:00","Adabraka","5.5597057","-0.21531701","34.0","19.0","Yes","sp8",32225,7,,"2","famponsah",,,0,"03_0739"
740,"817c3d49-603c-4e51-a696-38f0c2bb1679","2016-03-24 10:10:00","Shiabu","5.533934","-0.25674621","42.0","5.0","Yes","0720",720,7,,"3","test",,,0,"03_0740"
741,"7bb9888b-8732-45d3-bac2-f16aa9d784c2","2016-06-09 11:36:00","Adabraka","5.564566112086548","-0.21142554164298413","5.31","192.0","Yes","SP1",4129,9,,"3","maggrey",,,0,"03_0741"
742,"8896e530-3d91-4a79-865e-d72be3cf6ac1","2016-03-23 10:05:00","Shiabu","5.529332668017971","-0.2533108831430958","33.81","4.0","Yes","029",29,1,,"3 5","test",,,0,"03_0742"
743,"8908e580-7d03-415f-ab3e-158439d62143","2016-03-24 11:39:00","Shiabu","5.53642854","-0.25554867","39.0","5.0","Yes","0423",423,1,,"3 5","test",,,0,"03_0743"
744,"7779a8e6-e156-4a2b-b9a6-32cbf53714f7","2016-03-23 12:16:00","Shiabu","5.530724517894232","-0.2534923710526053","23.55","6.0","Yes","034",34,1,,"3","test",,,0,"03_0744"
745,"6806048e-eefb-4225-b263-eaa0995dc347","2016-06-08 10:21:00","Adabraka","5.56167658","-0.21229011","51.0","6.0","Yes","SP1",4122,7,,"1","ethel",,,0,"03_0745"
746,"78cb1a54-2bd7-44da-86a5-bb74d8016747","2016-04-26 10:45:00","Chorkor","5.52707453","-0.24741717","19.0","5.0","Yes","sp7",129,7,,"3","ethel",,,0,"03_0746"
747,"608ef51d-b90b-4bac-bea0-6ff18d867ea5","2016-07-01 08:54:00","Ringway","5.56822202","-0.18540585","60.0","5.0","Yes","SP3",6233,7,,"2","iselby",,,0,"03_0747"
748,"5e51516e-219f-4037-b92c-c87d28ed6761","2016-03-24 09:59:00","Shiabu","5.53346591","-0.25652695","30.0","4.0","Yes","0719",719,6,,"2","test",,,0,"03_0748"
749,"9e5881ab-93d4-4851-9ca8-7a70d992f657","2016-07-01 10:28:00","Ringway","5.56646466","-0.18610541","108.0","8.0","Yes","SP10",71310,7,,"2 3","famponsah",,,0,"03_0749"
750,"a4804e09-d782-4ee7-81c6-e44a10a6a2d5","2016-03-21 12:10:00","Shiabu","5.52302923","-0.25603496","25.0","7.0","No",,,1,,"3","test",,,0,"03_0750"
751,"9c35bc97-230f-4f3c-91e2-acfe6aba7941","2016-07-06 09:01:00","Ringway","5.56380798","-0.18583867","34.0","3.0","Yes","SP10",71311,7,,"1","famponsah",,,0,"03_0751"
752,"9b3d33e1-01c2-43ad-bc70-cfb823444b0d","2016-04-20 14:25:00","Shiabu","5.6083503","-0.2058144","0.0","20.0","Yes","f1",52,2,,"2 3","test_2",,,0,"03_0752"
753,"9b59dbb3-a3b7-4ad3-b5a1-57dc43ec033a","2016-04-26 10:14:00","Chorkor","5.5277280007410265","-0.24298660715929193","33.29","4.0","Yes","SP1",417,1,,"3","maggrey",,,0,"03_0753"
754,"a347a884-2b90-45cf-ac83-9c78f29e3286","2016-06-20 10:43:00","Adabraka","5.558374795454819","-0.2144477831363311","29.78","8.0","Yes","sp8",32234,7,,"2","maggrey",,,0,"03_0754"
755,"9f338e3c-703e-4728-ae32-50e811ccb7ec","2016-06-20 11:06:00","Adabraka","5.55683454","-0.2137411","51.0","10.0","Yes","SP5",51227,7,,"1","reginald",,,0,"03_0755"
756,"d7b62995-3d13-410e-9793-6aea361fdc58","2016-06-20 10:20:00","Adabraka","5.55836472364737","-0.21517671476515576","18.52","8.0","Yes","sp8",32232,7,,"2","maggrey",,,0,"03_0756"
757,"d7bc7378-a416-4cb4-bfd1-28ddd0084c96","2016-04-25 13:57:00","Chorkor","5.5263786814105815","-0.23715606414132737","33.41","4.0","Yes","SP1",416,1,,"3","maggrey",,,0,"03_0757"
758,"dfdf06ed-1223-4244-a775-d3d9335a94a5","2016-07-13 11:36:00","Kokomlemle","5.57973702","-0.20543799","57.0","4.0","Yes","SP5",5148,4,,"3","reginald",,,0,"03_0758"
759,"dff92bde-f591-4c5a-89cf-6d61eada2d50","2016-07-18 10:52:00","Kokomlemle","5.57431242","-0.21190891","37.0","8.0","Yes","sp8",32404,7,,"2 3","slaryea",,,0,"03_0759"
760,"e22165bb-b45c-4f69-a458-19bc711df31c","2016-07-18 10:32:00","Kokomlemle","5.57536511","-0.20469886","40.0","6.0","Yes","SP3",62413,7,,"3","iselby",,,0,"03_0760"
761,"e02f0b43-3ed2-45ae-b10f-d97415a15a57","2016-04-25 11:12:00","Chorkor",,,,,"Yes","sp3",812,1,,"3","annabel",,,0,"03_0761"
762,"e589a1b7-1c71-4afc-ac1f-4d45e90f379d","2016-03-24 11:26:00","Shiabu","5.53410204","-0.2553096","31.0","6.0","Yes","0422",422,4,,"2 3","test",,,0,"03_0762"
763,"e67b5608-f410-4b26-9762-bc67493e78f6","2016-03-23 09:58:00","Shiabu","5.531595","-0.2519032","0.0","1568.0","Yes","0510",510,7,,"3","test",,,0,"03_0763"
764,"e7138314-d278-42af-a129-108f12545550","2016-07-01 10:06:00","Ringway","5.565727240575923","-0.1867379644948594","96.91","12.0","Yes","sp8",32310,7,,"2","slaryea",,,0,"03_0764"
765,"e8b9a808-e2cb-48ef-abea-7fb6fa769397","2016-04-25 11:51:00","Chorkor","5.52460938","-0.24980333","31.0","9.0","Yes","SP4",223,7,,"2","betty",,,0,"03_0765"
767,"dd0e3ba8-d49f-419e-97a3-67bce1644187","2016-03-23 12:04:00","Shiabu","5.53043439","-0.25668435","38.0","5.0","Yes","0316",316,7,,"3","test",,,0,"03_0767"
768,"dd13533a-5ebc-4891-a499-eec698622460","2016-04-22 10:32:00","Chorkor","5.6083588","-0.2058092","0.0","33.0","Yes","SP15",15,3,,"2 3","test_2",,,0,"03_0768"
769,"cbfc4ad3-d11e-4f7b-a7bc-dd3672c692ed","2016-04-28 10:51:00","Chorkor","5.5295086","-0.253032","0.0","87.0","Yes","SP4",2224,7,,"3","betty",,,0,"03_0769"
770,"cf5fbe57-6927-4996-8c7c-586fb370329f","2016-03-22 10:46:00","Shiabu","5.52315684","-0.25679683","27.0","19.0","Yes","052",52,6,,"3","test",,,0,"03_0770"
771,"d6034d35-fd17-4754-bf67-1cef1443cd98","2016-07-18 10:06:00","Kokomlemle","5.57348393","-0.20794237","60.0","23.0","Yes","SP5",51411,7,,"1","reginald",,,0,"03_0771"
772,"d394ebf8-01fa-4fba-b774-fe650fb4d083","2016-03-22 10:20:00","Shiabu",,,,,"No",,,3,,"3","test",,,0,"03_0772"
773,"d0990a28-91b8-442b-865b-e732117b7109","2016-03-22 11:32:00","Shiabu","5.52462801","-0.25972951","29.0","5.0","Yes","35",35,7,,"3","test",,,0,"03_0773"
774,"c952cda9-a81c-477d-9e37-363b84b513f2","2016-07-18 10:21:00","Kokomlemle","5.57530462","-0.20574227","55.0","5.0","Yes","SP3",62412,7,,"2","iselby",,,0,"03_0774"
775,"c9d81e4f-d109-4dc5-b6e8-ac96055a0e29","2016-07-13 10:03:00","Kokomlemle","5.57675738","-0.20646284","49.0","5.0","Yes","SP3",6241,7,,"1","iselby",,,0,"03_0775"
776,"affd183c-03ce-4c78-9dc3-26f89aa003e6","2016-07-13 10:43:00","Kokomlemle","5.57836817","-0.21034389","59.0","8.0","Yes","sp4",12406,7,,"3","ethel",,,0,"03_0776"
777,"ad8ae3aa-5503-45c1-89d8-c2767b75b3e6","2016-07-20 10:43:00","Kokomlemle","5.57695516","-0.21215445","57.0","9.0","Yes","SP10",71422,7,,"3","famponsah",,,0,"03_0777"
779,"b0f785cf-6111-43bb-9e8b-ccf8516d1136","2016-06-20 10:47:00","Adabraka","5.5575131","-0.21325971","25.0","5.0","Yes","sp3",12211,7,,"2 3","ethel",,,0,"03_0779"
780,"516a5a3b-6363-48e9-a5b9-b0a81223fdf4","2016-07-08 10:18:00","Ringway","5.55800506","-0.18522375","38.0","5.0","Yes","SP3",62321,7,,"2","iselby",,,0,"03_0780"
781,"52d53585-e7bb-4379-8294-e92741acaf2b","2016-06-10 11:49:00","Adabraka","5.56369901","-0.21031056","51.0","4.0","Yes","SP3",62218,7,,"3","iselby",,,0,"03_0781"
782,"4c31cc35-e089-48bb-9fa9-0d3e3b8d202b","2016-07-18 12:04:00","Kokomlemle","5.57197573","-0.21271007","45.0","5.0","Yes","SP10",71418,1,,"3","famponsah",,,0,"03_0782"
783,"4c32828a-d055-4504-90c7-6433a9166fa4","2016-07-13 11:11:00","Kokomlemle","5.57875476","-0.20439173","77.0","5.0","Yes","06248",6248,7,,"3","iselby",,,0,"03_0783"
784,"5b775e0e-3c17-4933-a0df-611e9bd6653c","2016-07-06 09:26:00","Ringway","5.56199648","-0.18291457","81.0","7.0","Yes","sp8",32313,7,,"2 3","betty",,,0,"03_0784"
785,"5b97b5ec-1c9a-493f-907a-e1a5a6653abf","2016-04-27 13:19:00","Chorkor","5.52992429","-0.23691763","62.0","4.0","Yes","SP10",7119,7,,"2 3","famponsah",,,0,"03_0785"
786,"54a09ae6-e5f1-46b3-b686-0309df5b348e","2016-04-25 11:12:00","Chorkor","5.52416191","-0.25308608","22.0","5.0","Yes","SP4",221,4,,"2 3","betty",,,0,"03_0786"
787,"560921d5-d23d-40d7-bf29-1ad608bb64a5","2016-04-22 10:05:00","Shiabu","5.6083335","-0.20583","0.0","23.0","Yes","sp8",1254,2,,"1","test_2",,,0,"03_0787"
788,"57a55916-747c-4320-a29b-87c95f5ac89f","2016-03-21 12:23:00","Shiabu","5.5274080230379194","-0.25453625703962657","33.43","12.0","No",,,2,,"3","test",,,0,"03_0788"
789,"57b8dff6-d5d7-473a-8380-420d903da7e6","2016-03-24 11:34:00","Shiabu","5.53227382","-0.25783738","46.0","4.0","Yes","0622",622,1,,"1","test",,,0,"03_0789"
790,"5fe9d851-7984-48f4-a6b2-90f234ef65d7","2016-06-17 11:14:00","Adabraka","5.56099432","-0.21515939","50.0","16.0","Yes","SP5",51219,7,,"1","maggrey",,,0,"03_0790"
791,"5ff86851-a1c6-4192-8a5e-4e05e963d384","2016-04-25 12:30:00","Chorkor","5.52598036","-0.24097208","42.0","5.0","Yes","SP10",713,1,,"3","famponsah",,,0,"03_0791"
792,"5ead04dc-b098-4770-9b65-4cc40ca81c42","2016-07-01 09:36:00","Ringway","5.56647661","-0.18732946","65.0","5.0","Yes","SP10",71305,7,,"2 3","famponsah",,,0,"03_0792"
793,"103f6741-49b7-4155-87b1-f89fcaf06b4e","2016-06-10 12:05:00","Adabraka","5.5632695","-0.20790845","66.0","7.0","Yes","SP5",51211,7,,"2","reginald",,,0,"03_0793"
794,"0a980521-6769-4ee8-a58a-f222a0fa34aa","2016-04-27 12:14:00","Chorkor","5.52810887","-0.24943808","46.0","5.0","Yes","SP4",2217,7,,"2","betty",,,0,"03_0794"
795,"089a80ce-0927-49f7-b90d-ab8b9800392a","2016-03-22 12:11:00","Shiabu","5.52544197","-0.25929783","19.0","5.0","Yes","038",38,1,,"3","test",,,0,"03_0795"
796,"1ae09746-e6a8-408b-a1c1-cd2a447150ea","2016-03-23 10:55:00","Shiabu","5.53048608","-0.25488957","19.0","4.0","Yes","0310",310,4,,"3","test",,,0,"03_0796"
797,"1561e584-8071-485e-8e58-4397dfb4f812","2016-03-07 16:19:00","Ringway","5.561453","-0.18537661","43.0","11.0","Yes","sp8",32321,7,,"1","betty",,,0,"03_0797"
798,"1684417e-0f3b-4032-8ed7-ccd704fe9e9b","2016-07-06 09:38:00","Ringway","5.5618192","-0.18371243","32.0","5.0","Yes","sp8",32314,7,,"2","betty",,,0,"03_0798"
799,"1718e216-6b3f-4d5b-a151-29cc5c87cf25","2016-04-26 10:22:00","Chorkor","5.528156833913676","-0.24415752408084815","39.4","4.0","Yes","sp8",327,1,,"3","slaryea",,,0,"03_0799"
800,"1766696a-2d7a-4fc1-a80d-2e576b8ed746","2016-04-28 10:44:00","Chorkor","5.53034604","-0.24172259","27.0","5.0","Yes","SP10",7122,7,,"2 3","famponsah",,,0,"03_0800"
801,"180b98eb-584b-456f-bf90-f364b7108005","2016-07-01 09:09:00","Ringway",,,,,"Yes","sp8",3234,7,,"2","slaryea",,,0,"03_0801"
802,"18e2707e-1027-4da2-86cf-ca9a77f48222","2016-04-26 10:36:00","Chorkor","5.52682822","-0.24625714","39.0","5.0","Yes","SP2",629,7,,"2","iselby",,,0,"03_0802"
803,"13fe2073-aad3-489b-a8c8-76f2a211fa1c","2016-07-18 11:41:00","Kokomlemle","5.57492811","-0.21155435","52.0","3.0","Yes","sp8",32408,1,,"3","slaryea",,,0,"03_0803"
804,"12bc500b-38de-4c91-a2b7-cf6900440596","2016-06-20 11:49:00","Adabraka","5.557535261342672","-0.21428230904091664","20.93","8.0","Yes","sp8",32238,7,,"2","maggrey",,,0,"03_0804"
805,"1d369970-9d24-4760-a4a5-61c37d1bf446","2016-06-20 11:39:00","Adabraka","5.55783709","-0.21490621","34.0","12.0","Yes","SP5",51229,7,,"1","reginald",,,0,"03_0805"
806,"0ca4c928-98a4-4c9e-b8d2-d7b0d923fb68","2016-03-22 12:21:00","Shiabu","5.522803969521909","-0.2582869082527999","35.57","6.0","Yes","026",26,1,,"3","test",,,0,"03_0806"
807,"0f3b31d0-5f7f-4575-9f20-93de3219b4a2","2016-07-13 10:17:00","Kokomlemle","5.57702682","-0.20845986","57.0","5.0","Yes","SP10",7143,7,,"3","famponsah",,,0,"03_0807"
808,"64e2a6e0-22d3-425f-98e8-9aeca5f61b9a","2016-07-06 08:54:00","Ringway","5.56428954","-0.18417255","46.0","5.0","Yes","sp4",12311,7,,"2 3","ethel",,,0,"03_0808"
809,"686acf1e-e1ea-46b4-911b-d90fefeef41d","2016-06-20 11:36:00","Adabraka","5.55572956","-0.21332763","40.0","10.0","Yes","sp3",12214,7,,"3","ethel",,,0,"03_0809"
810,"6ac7767c-332b-4963-b2cd-0eb718ab5f88","2016-07-06 09:40:00","Ringway","5.56460347","-0.18384087","44.0","8.0","Yes","SP1",41315,7,,"1","maggrey",,,0,"03_0810"
