"h_dw_b.1","h_dw_b.2","h_dw_b.3","h_dw_b.4","h_dw_b.5","h_dw_b_other","h_dw_specific","h_dw_d.1","h_dw_d.2","h_dw_d.3","h_dw_d.4","h_dw_d.5","h_dw_d_other","h_dw_cspecific","meta.instanceID","X_tags","X_notes","h_UID"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:a2494dd1-cff1-41e9-9381-bb9548a98f42",,,"07_1331"
"True","False","False","False","False",,"Cool and special mineral water.","True","False","False","False","False",,"Cool and special mineral water.","uuid:d617b460-2ef5-42a0-8542-6e02bce8a58f",,,"07_1332"
"True","False","False","False","False",,"All kinds of mineral water.","True","False","False","False","False",,"All kinds of mineral water.","uuid:80cac681-d56d-4fbc-972d-5cc519901038",,,"07_1333"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:7ba1c75b-68e4-44e8-bd4a-1287f4811d63",,,"07_1334"
"True","False","False","False","False",,"All kinds of mineral water","True","False","False","False","False",,"All kinds of mineral water.","uuid:61bb8bc2-e8f0-428b-9772-b82fd4292671",,,"07_1335"
"True","False","False","False","False",,"All kinds of mineral water.","True","False","False","False","False",,"All kinds of mineral water.","uuid:996b0b1b-6ade-4507-9ab6-bde6bb5f8490",,,"07_1336"
"True","False","False","False","False",,"Dark fresh mineral water.","True","False","False","False","False",,"Dark fresh and special mineral water.","uuid:9bd3b2f9-4404-4483-84b7-6d4ffe504d7d",,,"07_1337"
"True","False","False","False","False",,"Open Gray mineral water.","True","False","False","False","False",,"Open Gray mineral water.","uuid:b3a3163c-b76c-4bd2-b8a8-5884c841625a",,,"07_1338"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:87ad14c8-8111-4617-9838-cd9fa4d5b9aa",,,"07_1339"
"True","False","False","False","False",,"Special Ice water","True","False","False","False","False",,"Special Ice water","uuid:a4eb3688-9360-4e43-baa5-8403b60344c1",,,"07_1340"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Ohene Gyan water","uuid:1ef9011c-18c5-4aa1-bb22-45e158a3963c",,,"07_1341"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Ohene Gyan water","uuid:0e83efc4-8e00-4bfa-a5cb-8a61489d18dd",,,"07_1342"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:4d7ccfe7-d43c-4f04-bed7-0edb7b5f821e",,,"07_1343"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:1086f330-8730-4967-b368-c10a7d63bff9",,,"07_1344"
"True","False","False","False","False",,"Special Ice water","True","False","False","False","False",,"Special Ice water","uuid:c120d3b3-d0b7-4b11-b5b1-afcae0aedbe9",,,"07_1345"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:e094f2bb-9fd9-4b91-b4ea-83035773da12",,,"07_1346"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Ohene Gyan water","uuid:0396413c-b4d0-4eb9-928d-8c1173424034",,,"07_1347"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:acb35cf2-52ce-4493-927c-ee4dd035ee61",,,"07_1348"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Ohene Gyan water","uuid:8ff07241-259d-49e0-b7d7-2357a365b87e",,,"07_1349"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:016e0d84-af3d-4a43-a098-26286e6875fc",,,"07_1350"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:b91df133-6cea-460c-8cbb-e13ee506d6f2",,,"07_1351"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:edf36c0c-f591-4c4b-8eaf-7264c857006f",,,"07_1352"
"True","False","False","False","False",,"One drop","True","False","False","False","False",,"One drop","uuid:331ab715-fb5b-4ed6-bef8-054c063fb45e",,,"07_1353"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:c8dbbf56-7f8f-4655-b718-e0de82c01bcc",,,"07_1354"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:1e380b12-b5c1-4826-a177-b83c7a7e8d77",,,"07_1355"
"True","False","False","False","False",,"Special mineral water","True","False","False","False","False",,"Special mineral water","uuid:489fa0e1-6932-4d67-b06e-efd5e904eb32",,,"07_1356"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:5909067e-dc45-42c8-840c-4a70b239b1a1",,,"07_1357"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:285f3c56-2cad-4075-924f-bc67b2992127",,,"07_1358"
"True","False","False","False","False",,"Cool mineral water","True","False","False","False","False",,"Cool mineral water","uuid:61b74719-0690-472f-b72f-a01b6431cc2c",,,"07_1359"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:a5594670-cbda-4960-b5c5-f8e94280bfa6",,,"07_1360"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:9a050c0f-af97-4d1b-bf38-1556ff67eea7",,,"07_1361"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:8f02db92-29ed-44c0-b1b2-21a448f033a2",,,"07_1362"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:10eae9e8-6701-4887-8814-d887883e8056",,,"07_1363"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:fdd1a287-ff33-4bed-8b9e-254af6d45673",,,"07_1364"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:b4222380-450f-483f-8d14-8dfc0b0ba842",,,"07_1365"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:7e3285b8-9333-450a-9181-c9a45761c136",,,"07_1366"
"True","False","False","False","False",,"Special Ice water","True","False","False","False","False",,"Special Ice water","uuid:c5254e90-04fb-40d1-bee9-4da0a1b1a91a",,,"07_1367"
"True","False","False","False","False",,"Special Ice water","True","False","False","False","False",,"Special Ice water","uuid:63dfae59-e2e6-4770-bb76-ba1348b4c420",,,"07_1368"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:cee300e4-a34d-4fcd-b27e-6ae8a9b262d3",,,"07_1369"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Ohene Gyan water","uuid:4b6260f6-cb58-4e0b-9b1f-c17369e94ca5",,,"07_1370"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:8528e72d-9fb5-4db3-8272-e7b40c0f16ae",,,"07_1371"
"True","False","False","False","False",,"Ohene Gyan water","True","False","False","False","False",,"Cool Pac water","uuid:7527ca55-69f2-4305-b1cc-4f1296a75a50",,,"07_1372"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Ohene Gyan water","uuid:767356fe-07ef-4f27-a6e0-3e49259314c1",,,"07_1373"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:0a8df986-9770-4fdb-b50d-0cd0a56d08aa",,,"07_1374"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:71a08b06-7c78-44a9-9cc5-287efdb22975",,,"07_1375"
"True","False","False","False","False",,"Cool Pac water","True","False","False","False","False",,"Cool Pac water","uuid:c5d7b47e-0576-483e-9b95-50cfce85897e",,,"07_1376"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:c43cfc04-45d7-417f-b19c-ed153cea4970",,,"07_1377"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:4d20a255-b1b2-410b-8c0f-d84e27892e3e",,,"07_1378"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:151672ec-af2d-4e69-9015-f24f8a381297",,,"07_1379"
"True","False","False","False","False",,"Mobile water","True","False","False","False","False",,"Mobile water","uuid:cda740ff-b33b-42d8-bf22-9dfcfc39f034",,,"07_1380"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:738bfd5f-71e5-4c64-8740-9dfe20e54eef",,,"07_1381"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Ohene Djan","uuid:1f4111ce-98d6-4359-b6a7-a5a6b373e2c8",,,"07_1382"
"True","False","False","False","False",,"Ohene Djan","True","False","False","False","False",,"Ohene Djan","uuid:70e5e1bf-d13a-4bcd-b3d0-50bec45274f7",,,"07_1383"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:7f262272-8959-47df-99d1-240f27ea46f0",,,"07_1384"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:d1524dc5-ce83-495f-86c3-adea375a6d83",,,"07_1385"
"True","False","False","False","False",,"Cool","True","False","False","False","False",,"Cool","uuid:e305b3b6-d59b-46e2-82a1-c4a04fc73080",,,"07_1386"
"False","False","False","False","True",,,"True","False","False","False","False",,"Special ice","uuid:5f937f6b-fb69-4f77-9962-ef88e8b09244",,,"07_1387"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:ac4121f0-7332-47e8-b074-83c3eb5f47ab",,,"07_1388"
"False","False","False","False","True",,,"False","False","False","False","True",,,"uuid:70c260fe-7bb6-44ae-a4d2-0b41b4e521ee",,,"07_1389"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:46404956-e380-4e3d-b378-a120a28c3de7",,,"07_1390"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:818c9c1c-39d8-4f29-9368-b45091313222",,,"07_1391"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:a0f7a3d1-0f7b-4385-96e3-544590dacc79",,,"07_1392"
"True","False","False","False","False",,"Special mineral water.","True","False","False","False","False",,"Special mineral water.","uuid:85ccd862-f8d9-4d10-b938-461de0c9178a",,,"07_1393"
"True","False","False","False","False",,"Special mineral water.","True","False","False","False","False",,"Special mineral water.","uuid:47b422e8-af80-47b3-bb7d-94167bbdd6de",,,"07_1394"
"True","False","False","False","False",,"All kinds of mineral water.","True","False","False","False","False",,"All kinds of mineral water.","uuid:f2fffff6-1e4b-4238-b0e7-55a6365a0802",,,"07_1395"
"True","False","False","False","False",,"Ohene Gray mineral water.","True","False","False","False","False",,"Ohene Gyan mineral water.","uuid:49e67aec-8946-485f-9863-4bcb7799dac1",,,"07_1396"
"True","False","False","False","False",,"Special mineral water.","True","False","False","False","False",,"Special mineral water.","uuid:925f49a6-95f2-44f4-a941-81bfbb89ca91",,,"07_1397"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:2d38fce0-8977-4c08-be0c-f603358a6419",,,"07_1398"
"True","False","False","False","False",,"Cool mineral water.","True","False","False","False","False",,"Cool mineral water.","uuid:f024c942-7c8f-48ac-8ff6-17cf87f25748",,,"07_1399"
