h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dwbore_a,h_dwbore_a_other,h_dwbore_c,h_dwbore_c_other,h_dwwell_a,h_dwwell_a_other,h_dwwell_c,h_dwwell_c_other,h_dw_e_wt,h_dw_e_wt_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_bw_source,h_bw_source_other,h_bw_source_na,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_pl_a_od/1,h_pl_a_od/2,h_pl_a_od/3,h_pl_a_od/4,h_pl_a_od/5,h_pl_a_od/6,h_pl_a_od/7,h_pl_a_od_other,h_notes,h_enum,meta/instanceID,_uuid,_submission_time,_tags,_notes
3042,2019-10-22T09:05:00.000+02:00,-15.382451666666668 28.23567166666667 1262.3 5.0,-15.382451666666668,28.23567166666667,1262.3,5.0,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:9b5441d0-5cfb-4b03-a1a3-29ff766fe57e,9b5441d0-5cfb-4b03-a1a3-29ff766fe57e,2019-10-22T08:47:01,,
3043,2019-10-22T09:20:00.000+02:00,-15.381886666666666 28.234650000000002 1268.1 4.8,-15.381886666666666,28.234650000000002,1268.1,4.8,380,2,0,6,1,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,3,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:e5930a2c-189c-4072-b4d4-1f4e1d748856,e5930a2c-189c-4072-b4d4-1f4e1d748856,2019-10-22T08:47:02,,
3039,2019-10-22T09:55:00.000+02:00,-15.380686666666668 28.243648333333333 1258.4 1.0,-15.380686666666668,28.243648333333333,1258.4,1.0,380,2,0,7,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,False,n/a,n/a,Muleya,uuid:5eb72d73-b43e-492e-8844-21cfe1128204,5eb72d73-b43e-492e-8844-21cfe1128204,2019-10-22T08:47:02,,
3067,2019-10-22T09:15:00.000+02:00,-15.384025000000001 28.24351166666667 1251.9 4.6,-15.384025000000001,28.24351166666667,1251.9,4.6,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,2,n/a,3,n/a,n/a,2,n/a,2,n/a,1,n/a,2,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:10a4ecfe-bf0a-4394-bcfd-ba8433c8c365,10a4ecfe-bf0a-4394-bcfd-ba8433c8c365,2019-10-22T08:48:48,,
3068,2019-10-22T09:23:00.000+02:00,-15.383456666666666 28.24322833333333 1261.2 3.3,-15.383456666666666,28.24322833333333,1261.2,3.3,380,2,0,7,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:32fa8b65-6c86-4dad-9788-f8cbcba66641,32fa8b65-6c86-4dad-9788-f8cbcba66641,2019-10-22T08:48:49,,
3069,2019-10-22T09:32:00.000+02:00,-15.382758333333333 28.243281666666668 1246.0 5.0,-15.382758333333333,28.243281666666668,1246.0,5.0,380,1,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:5112e188-b5de-4516-9162-3b56cb45d4b6,5112e188-b5de-4516-9162-3b56cb45d4b6,2019-10-22T08:48:49,,
3070,2019-10-22T09:42:00.000+02:00,-15.382285000000001 28.244363333333332 1244.0 5.0,-15.382285000000001,28.244363333333332,1244.0,5.0,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,2,n/a,2,n/a,1,n/a,2,n/a,4,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:d9b2a7ec-8a41-4075-aca6-6f462f6bbc5d,d9b2a7ec-8a41-4075-aca6-6f462f6bbc5d,2019-10-22T08:48:50,,
3031,2019-10-22T08:32:00.000+02:00,-15.380345 28.243173333333335 1274.3 4.7,-15.380345,28.243173333333335,1274.3,4.7,380,2,0,3,1,4,n/a,4,n/a,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:fd61344c-0a8b-46ae-a248-3c13a8c3838c,fd61344c-0a8b-46ae-a248-3c13a8c3838c,2019-10-22T08:49:10,,
3032,2019-10-22T08:46:00.000+02:00,-15.379825000000002 28.242890000000003 1253.5 5.0,-15.379825000000002,28.242890000000003,1253.5,5.0,380,2,0,9,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:9000d98c-e388-4f10-b56e-b9d61dd34495,9000d98c-e388-4f10-b56e-b9d61dd34495,2019-10-22T08:49:11,,
3033,2019-10-22T08:58:00.000+02:00,-15.379345 28.242668333333334 1263.4 4.8,-15.379345,28.242668333333334,1263.4,4.8,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:3927ed23-310c-46c8-9b82-c1510c5ecfcd,3927ed23-310c-46c8-9b82-c1510c5ecfcd,2019-10-22T08:49:11,,
3034,2019-10-22T09:17:00.000+02:00,-15.378853333333332 28.242351666666664 1235.5 5.0,-15.378853333333332,28.242351666666664,1235.5,5.0,380,1,0,7,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,3,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:f7a56427-c8a6-4e4b-8667-cd1d583842bb,f7a56427-c8a6-4e4b-8667-cd1d583842bb,2019-10-22T08:49:12,,
3047,2019-10-22T08:40:00.000+02:00,-15.383294999999999 28.234879999999997 1262.6 1.6,-15.383294999999999,28.234879999999997,1262.6,1.6,380,2,0,6,1,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,2,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,4,n/a,2,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:7663dae1-9ce7-42d4-a867-837861300f47,7663dae1-9ce7-42d4-a867-837861300f47,2019-10-22T08:55:56,,
3051,2019-10-22T09:06:00.000+02:00,-15.38421 28.23591666666667 1267.4 4.4,-15.38421,28.23591666666667,1267.4,4.4,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,3,n/a,2,n/a,2,n/a,3,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:d6a4a71d-0b34-4332-a432-91f1889f974e,d6a4a71d-0b34-4332-a432-91f1889f974e,2019-10-22T08:55:57,,
3048,2019-10-22T09:51:00.000+02:00,-15.382855 28.239658333333335 1259.1 4.9,-15.382855,28.239658333333335,1259.1,4.9,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,3,n/a,2,n/a,1,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,2,n/a,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:3a0f92d1-1a96-4918-bce5-5c6c3b3f49d6,3a0f92d1-1a96-4918-bce5-5c6c3b3f49d6,2019-10-22T08:55:58,,
3052,2019-10-22T10:01:00.000+02:00,-15.382846666666667 28.239154999999997 1243.2 4.7,-15.382846666666667,28.239154999999997,1243.2,4.7,380,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:c5ee57cd-e913-4673-b057-cb55c45ccfe8,c5ee57cd-e913-4673-b057-cb55c45ccfe8,2019-10-22T08:55:59,,
3013,2019-10-21T08:09:00.000+02:00,-15.376896666666669 28.240391666666664 1245.2 1.4,-15.376896666666669,28.240391666666664,1245.2,1.4,380,2,0,7,1,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:665ea3e9-bf15-4e71-be32-95d40e0d9495,665ea3e9-bf15-4e71-be32-95d40e0d9495,2019-10-22T08:56:13,,
3049,2019-10-22T08:50:00.000+02:00,-15.383758333333333 28.235726666666665 1264.1 5.0,-15.383758333333333,28.235726666666665,1264.1,5.0,380,2,0,5,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:a64dc62c-f640-4692-b9d4-ee426ff880df,a64dc62c-f640-4692-b9d4-ee426ff880df,2019-10-22T08:56:29,,
3050,2019-10-22T09:05:00.000+02:00,-15.385368333333334 28.23571833333333 1240.9 4.8,-15.385368333333334,28.23571833333333,1240.9,4.8,380,2,0,4,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:c2a892d4-0cd5-4dc5-af01-7cf908571a1c,c2a892d4-0cd5-4dc5-af01-7cf908571a1c,2019-10-22T08:56:30,,
3053,2019-10-22T09:52:00.000+02:00,-15.382420000000002 28.23923166666667 1200.3 4.6,-15.382420000000002,28.23923166666667,1200.3,4.6,380,2,0,6,1,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:d9feee57-7152-46ae-8a1b-1a2b6df9456c,d9feee57-7152-46ae-8a1b-1a2b6df9456c,2019-10-22T08:56:31,,
3054,2019-10-22T10:06:00.000+02:00,-15.383421666666667 28.23869 1236.0 4.6,-15.383421666666667,28.23869,1236.0,4.6,380,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:cc2456a0-9cc9-4114-bb0f-560537ba2987,cc2456a0-9cc9-4114-bb0f-560537ba2987,2019-10-22T08:56:31,,
3035,2019-10-22T08:35:00.000+02:00,-15.380351666666664 28.241643333333332 1260.6 4.8,-15.380351666666664,28.241643333333332,1260.6,4.8,380,2,0,5,1,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,3,n/a,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:aa821707-9be6-416a-9159-c44805bc646a,aa821707-9be6-416a-9159-c44805bc646a,2019-10-22T09:04:24,,
3036,2019-10-22T08:47:00.000+02:00,-15.381403333333333 28.242530000000002 1247.9 4.8,-15.381403333333333,28.242530000000002,1247.9,4.8,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:5622206d-89b9-4193-9b3c-20585c4ed52e,5622206d-89b9-4193-9b3c-20585c4ed52e,2019-10-22T09:04:25,,
3037,2019-10-22T09:01:00.000+02:00,-15.379695 28.24410833333333 1249.2 3.5,-15.379695,28.24410833333333,1249.2,3.5,380,2,0,5,1,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,True,False,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:8ffb34ab-2fc9-4890-9a7d-9544e8fc1a1c,8ffb34ab-2fc9-4890-9a7d-9544e8fc1a1c,2019-10-22T09:04:26,,
3038,2019-10-22T09:08:00.000+02:00,-15.378918333333335 28.243953333333334 1255.3 6.7,-15.378918333333335,28.243953333333334,1255.3,6.7,380,2,0,7,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,3,n/a,n/a,3,n/a,3,n/a,1,n/a,1,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:ca6fb4a5-3c88-4310-a41a-85cc1ba8a992,ca6fb4a5-3c88-4310-a41a-85cc1ba8a992,2019-10-22T09:04:26,,
3062,2019-10-22T08:35:00.000+02:00,-15.382721666666665 28.246868333333335 1255.7 1.4,-15.382721666666665,28.246868333333335,1255.7,1.4,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:a2cc693a-71a7-454e-9287-675041f2a855,a2cc693a-71a7-454e-9287-675041f2a855,2019-10-22T14:01:21,,
3060,2019-10-22T09:03:00.000+02:00,-15.382343333333331 28.239991666666665 1259.9 2.5,-15.382343333333331,28.239991666666665,1259.9,2.5,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,4,n/a,2,n/a,2,n/a,3,n/a,3,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:5fe50912-a73e-428f-9a98-6d38080e8b47,5fe50912-a73e-428f-9a98-6d38080e8b47,2019-10-22T14:01:22,,
3059,2019-10-22T09:16:00.000+02:00,-15.381773333333335 28.24046333333333 1271.7 4.8,-15.381773333333335,28.24046333333333,1271.7,4.8,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Zacharia,uuid:07407b80-391e-4d03-8424-1a7737840621,07407b80-391e-4d03-8424-1a7737840621,2019-10-22T14:01:23,,
3058,2019-10-22T09:28:00.000+02:00,-15.382183333333334 28.239701666666665 1261.9 3.2,-15.382183333333334,28.239701666666665,1261.9,3.2,380,2,0,7,1,4,n/a,4,n/a,3,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,5,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:08939b79-9c61-4726-a3e4-ae34dfa113e5,08939b79-9c61-4726-a3e4-ae34dfa113e5,2019-10-22T14:01:23,,
3071,2019-10-23T08:25:00.000+02:00,-15.385345 28.236268333333335 1247.3 4.4,-15.385345,28.236268333333335,1247.3,4.4,380,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:61ce28e6-c2ad-4f09-b13a-3e74e0727bcd,61ce28e6-c2ad-4f09-b13a-3e74e0727bcd,2019-10-23T07:29:47,,
3072,2019-10-23T08:47:00.000+02:00,-15.385106666666665 28.23581166666667 1250.8 5.0,-15.385106666666665,28.23581166666667,1250.8,5.0,380,2,0,8,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:eb20a4e1-1b49-4686-b908-b61f4afcbc8a,eb20a4e1-1b49-4686-b908-b61f4afcbc8a,2019-10-23T07:29:48,,
3073,2019-10-23T09:10:00.000+02:00,-15.386665 28.237325000000002 1256.0 4.5,-15.386665,28.237325000000002,1256.0,4.5,380,2,0,9,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:182a6d7a-9f1b-4731-844a-0bdc1afef781,182a6d7a-9f1b-4731-844a-0bdc1afef781,2019-10-23T07:29:49,,
3074,2019-10-23T08:30:00.000+02:00,-15.385500000000002 28.23708333333333 1256.8 4.1,-15.385500000000002,28.23708333333333,1256.8,4.1,380,2,0,10,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Chipo,uuid:8c59213b-fe0d-4a19-bc23-6caedb6674fe,8c59213b-fe0d-4a19-bc23-6caedb6674fe,2019-10-23T07:43:27,,
3075,2019-10-23T08:51:00.000+02:00,-15.384408333333333 28.23654333333333 1251.1 5.0,-15.384408333333333,28.23654333333333,1251.1,5.0,380,2,0,8,1,4,n/a,4,n/a,4,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Chipo,uuid:49524419-4883-42cb-ab80-e6a2578aad66,49524419-4883-42cb-ab80-e6a2578aad66,2019-10-23T07:43:27,,
3076,2019-10-23T09:13:00.000+02:00,-15.383233333333331 28.237385000000003 1257.8 4.8,-15.383233333333331,28.237385000000003,1257.8,4.8,380,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,5,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Chipo,uuid:45676156-1079-49c3-8d0b-4bad2a58baaf,45676156-1079-49c3-8d0b-4bad2a58baaf,2019-10-23T07:43:28,,
3086,2019-10-23T08:36:00.000+02:00,-15.386028333333336 28.242706666666663 1255.2 3.6,-15.386028333333336,28.242706666666663,1255.2,3.6,380,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:f28b190c-5503-4a86-a000-ff6eb3b341ec,f28b190c-5503-4a86-a000-ff6eb3b341ec,2019-10-23T07:57:13,,
3087,2019-10-23T08:54:00.000+02:00,-15.386629999999998 28.242560000000005 1271.3 3.4,-15.386629999999998,28.242560000000005,1271.3,3.4,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:1a5de2cd-bbd7-4771-a924-4f9bed5451a3,1a5de2cd-bbd7-4771-a924-4f9bed5451a3,2019-10-23T07:57:13,,
