id,question,response,answer_text,count_yes,count_missing
1148,420,181,0,None,None
1149,420,182,0,None,None
1150,420,183,0,None,None
1151,420,184,0,None,None
1152,420,185,0,None,None
1153,420,186,0,None,None
1154,420,187,0,None,None
1155,420,188,0,None,None
1156,420,189,0,None,None
1157,420,190,1,None,None
1158,420,191,0,None,None
1159,420,192,0,None,None
1160,420,193,0,None,None
1161,420,194,0,None,None
1162,420,195,0,None,None
1163,420,196,0,None,None
1164,420,197,0,None,None
1165,420,198,0,None,None
1166,420,199,0,None,None
1167,420,200,0,None,None
1168,420,201,0,None,None
1169,420,202,1,None,None
1170,420,203,0,None,None
1171,420,204,0,None,None
1172,420,205,0,None,None
1173,420,206,0,None,None
1174,420,207,0,None,None
1175,420,208,0,None,None
1176,420,209,1,None,None
1177,420,210,1,None,None
1178,420,211,0,None,None
1179,420,212,0,None,None
1180,420,213,0,None,None
1181,420,214,1,None,None
1182,420,215,0,None,None
1183,299,216,None,0,0
1184,298,216,None,0,0
1185,290,216,None,4,0
1186,292,216,None,4,0
1187,295,216,None,0,0
1188,294,216,None,11,0
1189,297,216,None,0,0
1190,296,216,None,9,0
1191,259,216,None,0,0
1192,258,216,None,1,0
1193,255,216,None,2,0
1194,257,216,None,1,0
1195,256,216,None,0,0
1196,251,216,None,1,0
1197,250,216,None,2,0
1198,253,216,None,2,0
1199,252,216,None,1,0
1200,293,216,None,3,0
1201,228,216,None,0,0
1202,229,216,None,5,0
1203,264,216,None,1,0
1204,265,216,None,8,0
1205,267,216,None,0,0
1206,260,216,None,2,0
1207,262,216,None,0,0
1208,263,216,None,3,0
1209,268,216,None,0,0
1210,269,216,None,0,0
1211,227,216,None,3,0
1212,273,216,None,1,0
1213,271,216,None,2,0
1214,270,216,None,2,0
1215,276,216,None,4,0
1216,275,216,None,6,0
1217,274,216,None,1,0
1218,279,216,None,0,0
1219,278,216,None,2,0
1220,236,216,None,3,0
1221,235,216,None,0,0
1222,234,216,None,0,0
1223,233,216,None,0,0
1224,232,216,None,1,0
1225,230,216,None,3,0
1226,239,216,None,2,0
1227,238,216,None,4,0
1228,288,216,None,5,0
1229,289,216,None,3,0
1230,282,216,None,1,0
1231,283,216,None,12,0
1232,280,216,None,0,0
1233,281,216,None,0,0
1234,286,216,None,4,0
1235,284,216,None,12,0
1236,285,216,None,12,0
1237,249,216,None,5,0
1238,246,216,None,0,0
1239,247,216,None,1,0
1240,244,216,None,0,0
1241,245,216,None,2,0
1242,243,216,None,1,0
1243,240,216,None,3,0
1244,241,216,None,2,0
1245,202,216,None,0,0
1246,203,216,None,4,0
1247,200,216,None,0,0
1248,201,216,None,0,0
