"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","lab_1_ecoli","lab_2_ecoli","lab_3_ecoli","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","ec_conc","sample_type_name","sample_type_var","country","city","citylabel"
"12_02_1047",12,"2019-12-17",2,"",1047,TRUE,5,1205,0,0,,1,0.1,,0,0,,0,0,1,0.1,250,"Raw Produce","p","Senegal","Dakar","Dakar 19"
"12_02_1048",12,"2019-12-17",2,"",1048,TRUE,5,1205,77,7,,1,0.1,,77,7,,77,7,1,0.1,38500,"Raw Produce","p","Senegal","Dakar","Dakar 19"
"12_02_1049",12,"2019-12-17",2,"",1049,TRUE,5,1205,999,23,,1,0.1,,999,23,,999,23,1,0.1,115000,"Raw Produce","p","Senegal","Dakar","Dakar 19"
"12_02_1050",12,"2019-12-17",2,"",1050,TRUE,5,1205,0,0,,1,0.1,,0,0,,0,0,1,0.1,250,"Raw Produce","p","Senegal","Dakar","Dakar 19"
"12_03_3001",12,"2019-11-14",3,"Drinking Water",3001,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3002",12,"2019-11-14",3,"Drinking Water",3002,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3003",12,"2019-11-14",3,"Drinking Water",3003,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3004",12,"2019-11-14",3,"Drinking Water",3004,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3005",12,"2019-11-14",3,"Drinking Water",3005,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3006",12,"2019-11-18",3,"Drinking Water",3006,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3007",12,"2019-11-18",3,"Drinking Water",3007,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3008",12,"2019-11-18",3,"Drinking Water",3008,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3009",12,"2019-11-18",3,"Drinking Water",3009,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3010",12,"2019-11-18",3,"Drinking Water",3010,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3011",12,"2019-11-19",3,"Drinking Water",3011,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3012",12,"2019-11-19",3,"Drinking Water",3012,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3013",12,"2019-11-19",3,"Drinking Water",3013,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3014",12,"2019-11-19",3,"Drinking Water",3014,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3015",12,"2019-11-19",3,"Drinking Water",3015,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3016",12,"2019-11-20",3,"Drinking Water",3016,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3017",12,"2019-11-20",3,"Drinking Water",3017,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3018",12,"2019-11-20",3,"Drinking Water",3018,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3019",12,"2019-11-20",3,"Drinking Water",3019,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3020",12,"2019-11-20",3,"Drinking Water",3020,TRUE,1,1201,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3021",12,"2019-11-21",3,"Drinking Water",3021,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3022",12,"2019-11-21",3,"Drinking Water",3022,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3023",12,"2019-11-21",3,"Drinking Water",3023,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3024",12,"2019-11-21",3,"Drinking Water",3024,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3025",12,"2019-11-21",3,"Drinking Water",3025,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3026",12,"2019-11-26",3,"Drinking Water",3026,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3027",12,"2019-11-26",3,"Drinking Water",3027,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3028",12,"2019-11-26",3,"Drinking Water",3028,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3029",12,"2019-11-26",3,"Drinking Water",3029,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3030",12,"2019-11-26",3,"Drinking Water",3030,TRUE,2,1202,1,0,,100,10,,1,0,,1,0,100,10,1,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3031",12,"2019-11-28",3,"Drinking Water",3031,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3032",12,"2019-11-28",3,"Drinking Water",3032,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3033",12,"2019-11-28",3,"Drinking Water",3033,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3034",12,"2019-11-28",3,"Drinking Water",3034,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3035",12,"2019-11-28",3,"Drinking Water",3035,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3036",12,"2019-11-21",3,"Drinking Water",3036,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3037",12,"2019-11-21",3,"Drinking Water",3037,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3038",12,"2019-11-21",3,"Drinking Water",3038,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3039",12,"2019-11-21",3,"Drinking Water",3039,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3040",12,"2019-11-21",3,"Drinking Water",3040,TRUE,2,1202,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3041",12,"2019-11-29",3,"Drinking Water",3041,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3042",12,"2019-11-29",3,"Drinking Water",3042,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3043",12,"2019-11-29",3,"Drinking Water",3043,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3044",12,"2019-11-29",3,"Drinking Water",3044,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3045",12,"2019-11-29",3,"Drinking Water",3045,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3046",12,"2019-11-29",3,"Drinking Water",3046,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3047",12,"2019-12-03",3,"Drinking Water",3047,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3048",12,"2019-12-03",3,"Drinking Water",3048,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3049",12,"2019-12-03",3,"Drinking Water",3049,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3050",12,"2019-12-03",3,"Drinking Water",3050,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3051",12,"2019-12-04",3,"Drinking Water",3051,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3052",12,"2019-12-04",3,"Drinking Water",3052,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3053",12,"2019-12-04",3,"Drinking Water",3053,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3054",12,"2019-12-04",3,"Drinking Water",3054,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3055",12,"2019-12-04",3,"Drinking Water",3055,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3056",12,"2019-12-05",3,"Drinking Water",3056,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3057",12,"2019-12-05",3,"Drinking Water",3057,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3058",12,"2019-12-05",3,"Drinking Water",3058,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3059",12,"2019-12-05",3,"Drinking Water",3059,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3060",12,"2019-12-05",3,"Drinking Water",3060,TRUE,3,1203,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3061",12,"2019-12-06",3,"Drinking Water",3061,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3062",12,"2019-12-06",3,"Drinking Water",3062,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3063",12,"2019-12-06",3,"Drinking Water",3063,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3064",12,"2019-12-06",3,"Drinking Water",3064,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3065",12,"2019-12-06",3,"Drinking Water",3065,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3066",12,"2019-12-10",3,"Drinking Water",3066,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3067",12,"2019-12-10",3,"Drinking Water",3067,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3068",12,"2019-12-10",3,"Drinking Water",3068,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3069",12,"2019-12-10",3,"Drinking Water",3069,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3070",12,"2019-12-10",3,"Drinking Water",3070,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3071",12,"2019-12-11",3,"Drinking Water",3071,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3072",12,"2019-12-11",3,"Drinking Water",3072,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3073",12,"2019-12-11",3,"Drinking Water",3073,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3074",12,"2019-12-11",3,"Drinking Water",3074,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3075",12,"2019-12-11",3,"Drinking Water",3075,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3076",12,"2019-12-11",3,"Drinking Water",3076,TRUE,4,1204,0,0,0,100,100,10,0,0,0,0,0,100,100,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3077",12,"2019-12-11",3,"Drinking Water",3077,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3078",12,"2019-12-11",3,"Drinking Water",3078,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3079",12,"2019-12-11",3,"Drinking Water",3079,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3080",12,"2019-12-11",3,"Drinking Water",3080,TRUE,4,1204,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3081",12,"2019-12-12",3,"Drinking Water",3081,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3082",12,"2019-12-12",3,"Drinking Water",3082,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3083",12,"2019-12-12",3,"Drinking Water",3083,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3084",12,"2019-12-12",3,"Drinking Water",3084,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3085",12,"2019-12-12",3,"Drinking Water",3085,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3086",12,"2019-12-16",3,"Drinking Water",3086,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3087",12,"2019-12-16",3,"Drinking Water",3087,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3088",12,"2019-12-16",3,"Drinking Water",3088,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3089",12,"2019-12-16",3,"Drinking Water",3089,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3090",12,"2019-12-16",3,"Drinking Water",3090,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3091",12,"2019-12-18",3,"Drinking Water",3091,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3092",12,"2019-12-18",3,"Drinking Water",3092,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3093",12,"2019-12-18",3,"Drinking Water",3093,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3094",12,"2019-12-18",3,"Drinking Water",3094,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3095",12,"2019-12-19",3,"Drinking Water",3095,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3096",12,"2019-12-19",3,"Drinking Water",3096,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3097",12,"2019-12-19",3,"Drinking Water",3097,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3098",12,"2019-12-19",3,"Drinking Water",3098,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3099",12,"2019-12-19",3,"Drinking Water",3099,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_03_3100",12,"2019-12-19",3,"Drinking Water",3100,TRUE,5,1205,0,0,,100,10,,0,0,,0,0,100,10,0.5,"Municipal Drinking Water","dw","Senegal","Dakar","Dakar 19"
"12_08_5001",12,"2019-11-21",8,"",5001,TRUE,1,1201,999,999,,0.1,0.01,,999,999,,999,999,0.1,0.01,40000,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5002",12,"2019-11-21",8,"",5002,TRUE,1,1201,1,0,,0.1,0.01,,1,0,,1,0,0.1,0.01,20,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5003",12,"2019-11-21",8,"",5003,TRUE,1,1201,999,999,,0.1,0.01,,999,999,,999,999,0.1,0.01,40000,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5004",12,"2019-11-21",8,"",5004,TRUE,1,1201,999,999,,0.1,0.01,,999,999,,999,999,0.1,0.01,40000,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5005",12,"2019-11-21",8,"",5005,TRUE,1,1201,999,999,,0.01,0.001,,999,999,,999,999,0.01,0.001,4e+05,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5006",12,"2019-11-22",8,"",5006,TRUE,1,1201,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5007",12,"2019-11-22",8,"",5007,TRUE,1,1201,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5008",12,"2019-11-22",8,"",5008,TRUE,1,1201,999,999,,0.01,0.001,,999,999,,999,999,0.01,0.001,4e+05,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5009",12,"2019-11-22",8,"",5009,TRUE,1,1201,999,0,,0.01,0.001,,999,0,,999,0,0.01,0.001,,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5010",12,"2019-11-22",8,"",5010,TRUE,1,1201,999,0,,0.01,0.001,,999,0,,999,0,0.01,0.001,,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5011",12,"2019-11-28",8,"",5011,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5012",12,"2019-11-28",8,"",5012,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5013",12,"2019-11-28",8,"",5013,TRUE,2,1202,999,999,,0.01,0.001,,999,999,,999,999,0.01,0.001,4e+05,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5014",12,"2019-11-28",8,"",5014,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5015",12,"2019-11-28",8,"",5015,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5016",12,"2019-11-29",8,"",5016,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5017",12,"2019-11-29",8,"",5017,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5018",12,"2019-11-29",8,"",5018,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5019",12,"2019-11-29",8,"",5019,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5020",12,"2019-11-29",8,"",5020,TRUE,2,1202,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5021",12,"2019-12-04",8,"",5021,TRUE,3,1203,0,0,,0.1,0.001,,0,0,,0,0,0.1,0.001,10,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5022",12,"2019-12-04",8,"",5022,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5023",12,"2019-12-04",8,"",5023,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5024",12,"2019-12-04",8,"",5024,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5025",12,"2019-12-04",8,"",5025,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5026",12,"2019-12-04",8,"",5026,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5027",12,"2019-12-04",8,"",5027,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5028",12,"2019-12-04",8,"",5028,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5029",12,"2019-12-04",8,"",5029,TRUE,3,1203,999,0,,0.01,0.001,,999,0,,999,0,0.01,0.001,,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5030",12,"2019-12-04",8,"",5030,TRUE,3,1203,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5031",12,"2019-12-11",8,"",5031,TRUE,4,1204,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5032",12,"2019-12-11",8,"",5032,TRUE,4,1204,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5033",12,"2019-12-11",8,"",5033,TRUE,4,1204,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5034",12,"2019-12-11",8,"",5034,TRUE,4,1204,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
"12_08_5035",12,"2019-12-11",8,"",5035,TRUE,4,1204,0,0,,0.01,0.001,,0,0,,0,0,0.01,0.001,100,"Soil","pa","Senegal","Dakar","Dakar 19"
