col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_type,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_p_wash,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_odw_type,col_odw_container,col_odw_container_lid,col_odw_id,col_odw_cl_free,col_odw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_pubshare,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hhs,col_l_toilet_hw,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
1,3,1128,1128,2018-03-25T10:18:00.000+02,-15.44088773430554 28.249563149061395 1284.027265764987 4.0,-15.44088773,28.24956315,1284.027266,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,1,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and kawide,1,uuid:2787e635-d96c-4115-bb77-71f2d9f40c30,2787e635-d96c-4115-bb77-71f2d9f40c30,2018-03-25T18:46:10,,
1,6,1048,1048,2018-03-25T11:02:00.000+02,-15.425258526370213 28.249661346012157 1271.1108849841905 4.0,-15.42525853,28.24966135,1271.110885,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:1bc25fe0-65bc-4763-9de5-352c371abd97,1bc25fe0-65bc-4763-9de5-352c371abd97,2018-03-25T18:46:13,,
1,6,1094,1094,2018-03-25T11:36:00.000+02,-15.42178664888155 28.22195798300096 1255.263553827429 4.0,-15.42178665,28.22195798,1255.263554,4,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:5e44539a-84e8-463b-b960-54e8931f77ca,5e44539a-84e8-463b-b960-54e8931f77ca,2018-03-25T18:46:15,,
1,11,1108,1108,2018-03-24T08:02:00.000+02,-15.422706769281678 28.21563978977477 1272.5130102660519 4.0,-15.42270677,28.21563979,1272.51301,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Fermy, Canaan n Alvin",1,uuid:65f034cc-301e-496d-88c6-8968fea3a4b7,65f034cc-301e-496d-88c6-8968fea3a4b7,2018-03-25T18:59:26,,
1,11,1107,1107,2018-03-24T08:12:00.000+02,-15.422904207992318 28.215934743074005 1263.7062263112684 4.0,-15.42290421,28.21593474,1263.706226,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Fermi,  kay n Alvin",1,uuid:5d432fa8-e136-4709-be77-0b8ccc6e79f3,5d432fa8-e136-4709-be77-0b8ccc6e79f3,2018-03-25T18:59:27,,
1,6,1105,1105,2018-03-26T08:24:00.000+02,-15.423979038465001 28.21541151639168 1275.9234854000515 8.0,-15.42397904,28.21541152,1275.923485,8,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Alvin,Fermi n kay",1,uuid:59479eaa-1d67-4364-9a86-c7429b378164,59479eaa-1d67-4364-9a86-c7429b378164,2018-03-25T18:59:28,,
1,2,1104,1104,2018-03-24T08:37:00.000+02,-15.42466031446378 28.21559421896753 1277.1454367301185 4.0,-15.42466031,28.21559422,1277.145437,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Guava,4,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Alvin,Fermi n canaan",1,uuid:2d6af95e-b568-43ae-afe7-17707c4a8519,2d6af95e-b568-43ae-afe7-17707c4a8519,2018-03-25T18:59:29,,
1,8,1101,1101,2018-03-24T08:41:00.000+02,-15.424558130969944 28.21563380910729 1263.9080112634924 12.0,-15.42455813,28.21563381,1263.908011,12,1,0,1,n/a,2,3,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Alvin, fermy n kay",1,uuid:6701dd17-9f3b-47d8-aa70-6d969bf78ac4,6701dd17-9f3b-47d8-aa70-6d969bf78ac4,2018-03-25T18:59:29,,
1,1,1102,1102,2018-03-24T08:59:00.000+02,-15.422423878818373 28.21605721795597 1264.6912111432732 4.0,-15.42242388,28.21605722,1264.691211,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,1,2,n/a,0,0,0,0,0,1,0,1,2,n/a,n/a,n/a,"Alvin, Fermi n canaan",1,uuid:9958a278-161b-4870-861f-983378ae77bb,9958a278-161b-4870-861f-983378ae77bb,2018-03-25T18:59:30,,
1,10,1103,1103,2018-03-24T09:18:00.000+02,-15.421293192110207 28.219320986246856 1274.5764245388843 4.0,-15.42129319,28.21932099,1274.576425,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,"Fermi,Alvin n Canaan",1,uuid:2ec12757-ae75-458c-bef7-de4879032dc0,2ec12757-ae75-458c-bef7-de4879032dc0,2018-03-25T18:59:31,,
1,2,1092,1092,2018-03-24T09:45:00.000+02,-15.420628262132974 28.22426213611392 1278.3012496009999 4.0,-15.42062826,28.22426214,1278.30125,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Kawide,1,uuid:04072253-5873-40ed-9e3f-102e1405ade4,04072253-5873-40ed-9e3f-102e1405ade4,2018-03-25T18:59:32,,
1,10,1131,1131,2018-03-25T11:00:00.000-04:00,-15.448631 28.238781 0 0,-15.448631,28.238781,0,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,Entered after collection - no picture taken,Kawide,0,uuid:d12104e2-0282-4e89-a97e-29bd420fffcb,d12104e2-0282-4e89-a97e-29bd420fffcb,2018-03-26T14:24:37,,
1,7,1031,1031,2018-03-20T09:12:00.000+02,-15.432023 28.255261 0 0,-15.432023,28.255261,0,0,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,1,2,0,50,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Bar toilet,Mpundu,1,uuid:99d7e997-02aa-41a4-bb5f-430768a557ca,99d7e997-02aa-41a4-bb5f-430768a557ca,2018-03-20T11:31:05,,
1,7,1142,1142,2018-03-26T08:42:00.000+02,-15.430445684212792 28.224229685627627 1284.0480961868714 4.0,-15.43044568,28.22422969,1284.048096,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,2,1,0,10,5,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Kawide,1,uuid:30cd4e05-adff-4fc4-a7d0-d1a32a32e775,30cd4e05-adff-4fc4-a7d0-d1a32a32e775,2018-03-26T17:58:25,,
1,7,1143,1143,2018-03-26T08:45:00.000+02,-15.43045105 28.22428583 1277.0 3.0,-15.43045105,28.22428583,1277,3,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,1,1,1,40,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide ,1,uuid:e174e896-a53a-46c1-bb9f-deec355d5601,e174e896-a53a-46c1-bb9f-deec355d5601,2018-03-26T18:06:10,,
1,6,1141,1141,2018-03-26T08:54:00.000+02,-15.43101667 28.22446817 1277.0 5.0,-15.43101667,28.22446817,1277,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:0de04239-ce70-4f1f-9148-aa7b73c0f58c,0de04239-ce70-4f1f-9148-aa7b73c0f58c,2018-03-26T18:06:11,,
1,1,1138,1138,2018-03-26T09:00:00.000+02,-15.43104631 28.22523858 1274.0 3.0,-15.43104631,28.22523858,1274,3,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,2,2,2,n/a,1,0,0,0,1,1,0,1,4,n/a,n/a,n/a,Kawide and mpundu,1,uuid:643666af-246d-4afa-9c36-56d50ca86fbf,643666af-246d-4afa-9c36-56d50ca86fbf,2018-03-26T18:06:12,,
1,8,1137,1137,2018-03-26T09:08:00.000+02,-15.43113577 28.22502443 1247.0 4.0,-15.43113577,28.22502443,1247,4,1,0,1,n/a,2,1,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and Mpundu,1,uuid:a7cea822-16bd-40fd-9ce6-f7d1fa8e86f6,a7cea822-16bd-40fd-9ce6-f7d1fa8e86f6,2018-03-26T18:06:12,,
1,2,1140,1140,2018-03-26T09:35:00.000+02,-15.43047892 28.22276919 1286.0 3.0,-15.43047892,28.22276919,1286,3,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide ,1,uuid:9b7ba2d4-ba20-4cd5-ae65-00b6f61909c4,9b7ba2d4-ba20-4cd5-ae65-00b6f61909c4,2018-03-26T18:06:13,,
1,10,1139,1139,2018-03-26T09:36:00.000+02,-15.43045724 28.22275812 1284.0 4.0,-15.43045724,28.22275812,1284,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Kawide ,1,uuid:694e96a8-3d13-419a-a688-6ca9b1273f65,694e96a8-3d13-419a-a688-6ca9b1273f65,2018-03-26T18:06:14,,
1,1,1133,1133,2018-03-26T08:32:00.000+02,-15.432932368378584 28.215389201552075 1280.2999562520758 6.0,-15.43293237,28.2153892,1280.299956,6,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,2,2,n/a,0,1,0,0,0,1,0,1,2,n/a,n/a,n/a,Fermi  canaan,1,uuid:0e6f2fa1-bf87-4fc7-b3e7-210067299d5b,0e6f2fa1-bf87-4fc7-b3e7-210067299d5b,2018-03-26T18:13:18,,
1,8,1132,1132,2018-03-26T08:44:00.000+02,-15.43216312150906 28.216570300609817 1282.7796766195956 12.0,-15.43216312,28.2165703,1282.779677,12,1,0,1,n/a,2,3,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:ff1a569e-b536-40d7-9eff-96b90dcf4580,ff1a569e-b536-40d7-9eff-96b90dcf4580,2018-03-26T18:13:19,,
1,6,1136,1136,2018-03-26T09:01:00.000+02,-15.432312832934663 28.21703171388102 1277.0481428783876 4.0,-15.43231283,28.21703171,1277.048143,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:c701f401-ec0a-47de-b712-93fb121333c6,c701f401-ec0a-47de-b712-93fb121333c6,2018-03-26T18:13:19,,
1,10,1134,1134,2018-03-26T09:11:00.000+02,-15.432176128873774 28.217732691684866 1285.2964008695517 8.0,-15.43217613,28.21773269,1285.296401,8,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Fermi n Canaan,1,uuid:fbcac85b-c030-4779-a7c8-d234a8271904,fbcac85b-c030-4779-a7c8-d234a8271904,2018-03-26T18:13:20,,
1,2,1135,1135,2018-03-26T09:29:00.000+02,-15.431312267294524 28.22031031310624 1292.4346447042144 4.0,-15.43131227,28.22031031,1292.434645,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Guava,4,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermi n Canaan,1,uuid:076989be-2918-4f0b-9458-d83891206859,076989be-2918-4f0b-9458-d83891206859,2018-03-26T18:13:21,,
1,1,1145,1145,2018-03-26T08:36:00.000+02,-15.429958835921727 28.226823533909222 1279.6795140514412 4.0,-15.42995884,28.22682353,1279.679514,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,1,2,n/a,0,0,0,1,0,1,1,1,1,n/a,n/a,n/a,Nancy kamulete,1,uuid:280b9dcf-26c3-4331-a91b-ad9f63bebf41,280b9dcf-26c3-4331-a91b-ad9f63bebf41,2018-03-27T04:53:46,,
1,6,1148,1148,2018-03-26T08:46:00.000+02,-15.42996984911928 28.228526501548927 1284.3963219778366 4.0,-15.42996985,28.2285265,1284.396322,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy,1,uuid:1839c242-b8ed-4d1c-8c76-ede1cab711cb,1839c242-b8ed-4d1c-8c76-ede1cab711cb,2018-03-27T04:53:46,,
1,1,1149,1149,2018-03-26T08:51:00.000+02,-15.430156668592828 28.22839628989 1286.2639648786214 4.0,-15.43015667,28.22839629,1286.263965,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,2,2,n/a,0,0,0,0,0,1,0,1,1,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:76e700c2-794e-485b-b4eb-c41b65120a90,76e700c2-794e-485b-b4eb-c41b65120a90,2018-03-27T04:53:47,,
1,10,1146,1146,2018-03-26T09:14:00.000+02,-15.427830149011386 28.224414322298912 1272.4705233544964 4.0,-15.42783015,28.22441432,1272.470523,4,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Wendy and Nancy ,1,uuid:d65d8b65-a977-4e4b-b97e-161ee5345eff,d65d8b65-a977-4e4b-b97e-161ee5345eff,2018-03-27T04:53:48,,
1,2,1147,1147,2018-03-26T09:25:00.000+02,-15.425489112234791 28.224438720494803 1271.2853916189506 6.0,-15.42548911,28.22443872,1271.285392,6,1,0,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:a593c0fa-611f-4581-9e7d-fbac8e292450,a593c0fa-611f-4581-9e7d-fbac8e292450,2018-03-27T04:53:48,,
1,8,1144,1144,2018-03-26T10:03:00.000+02,-15.428653888485869 28.226612984748158 1276.635996003734 4.0,-15.42865389,28.22661298,1276.635996,4,1,0,0,1,2,2,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Soil sample collected from a school ,Wendy and Nancy ,1,uuid:30abd7d1-9b2d-414a-ab5a-d94e8a16cd17,30abd7d1-9b2d-414a-ab5a-d94e8a16cd17,2018-03-27T04:53:49,,
1,6,1154,1154,2018-03-27T08:34:00.000+02,-15.440301327736139 28.22750050533124 1274.9901768216148 4.0,-15.44030133,28.22750051,1274.990177,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:a952524b-41ec-43bf-b5b9-b6fe1b19d71c,a952524b-41ec-43bf-b5b9-b6fe1b19d71c,2018-03-27T16:00:09,,
1,7,1155,1155,2018-03-27T08:41:00.000+02,-15.440101299702071 28.22751437577222 1268.2267069894085 4.0,-15.4401013,28.22751438,1268.226707,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,2,1,0,23,5,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Shared latrine ,Wendy and Nancy ,1,uuid:ba97a500-8c0e-4dae-9c50-01a92dd678e3,ba97a500-8c0e-4dae-9c50-01a92dd678e3,2018-03-27T16:00:09,,
1,8,1150,1150,2018-03-27T08:53:00.000+02,-15.441242875987495 28.22770377357925 1273.565304697986 4.0,-15.44124288,28.22770377,1273.565305,4,2,1,n/a,n/a,2,3,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy and Nancy ,1,uuid:47c17d3f-4201-4c28-99cf-0ac03eeebaa7,47c17d3f-4201-4c28-99cf-0ac03eeebaa7,2018-03-27T16:00:10,,
1,10,1152,1152,2018-03-27T09:07:00.000+02,-15.44081183622725 28.227034281305862 1267.3051595212328 4.0,-15.44081184,28.22703428,1267.30516,4,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Wendy and Nancy ,1,uuid:8aa14cd5-39a6-44c6-be8c-8c5bd4a7c7c3,8aa14cd5-39a6-44c6-be8c-8c5bd4a7c7c3,2018-03-27T16:00:11,,
