col_neighborhood,col_sample_type,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_weather,col_rainyest,col_rainweek,col_rainmon,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_bw_cl_id,col_bw_cl_free,col_bw_cl_total,col_f_type,col_f_latrine_distance,col_p_type,col_p_type_other,col_p_num,col_p_wash,col_dw_type,col_dw_type_other,col_dw_container,col_dw_container_lid,col_dw_id,col_dw_cl_free,col_dw_cl_total,col_odw_type,col_odw_container,col_odw_container_lid,col_odw_id,col_odw_cl_free,col_odw_cl_total,col_l_toilet_type,col_l_toilet_type_other,col_l_toilet_pubshare,col_l_toilet_stalls,col_l_toilet_feces,col_l_toilet_users,col_l_toilet_hhs,col_l_toilet_hw,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_lining_oth,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_shops,col_d_hh,col_d_hh_num,col_sf_type,col_sf_type_other,col_notes,col_enum,col_photo,meta/instanceID,_uuid,_submission_time,_tags,_notes
1,6,1008,1008,2018-03-19T08:49:00.000+02,-15.439728400378629 28.2538284033124 1287.983113885159 8.0,-15.4397284,28.2538284,1287.983114,8,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n caanan,1,uuid:b12c1091-fb6b-46d2-b7bb-4965d5aed647,b12c1091-fb6b-46d2-b7bb-4965d5aed647,2018-03-19T11:54:46,,
1,8,1006,1006,2018-03-19T09:03:00.000+02,-15.438454425907237 28.253335979766437 1278.794453730852 4.0,-15.43845443,28.25333598,1278.794454,4,1,0,1,n/a,2,3,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n caanan,1,uuid:4eec3180-73d4-49df-873f-a08711c944df,4eec3180-73d4-49df-873f-a08711c944df,2018-03-19T11:54:46,,
1,6,1009,1009,2018-03-19T09:18:00.000+02,-15.438256750619543 28.25351209638623 1274.7023029036359 4.0,-15.43825675,28.2535121,1274.702303,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n caanan,1,uuid:354ab51b-ace1-4c1a-b563-4ce9768b0554,354ab51b-ace1-4c1a-b563-4ce9768b0554,2018-03-19T11:54:47,,
1,1,1007,1007,2018-03-19T09:51:00.000+02,-15.438637202919205 28.25550043236259 1280.3538407695116 6.0,-15.4386372,28.25550043,1280.353841,6,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,3,2,n/a,0,0,0,0,0,1,1,1,1,n/a,n/a,n/a,Canaan and Fermious,1,uuid:eac1b176-d280-43a4-924e-4fb7da69e285,eac1b176-d280-43a4-924e-4fb7da69e285,2018-03-19T11:54:47,,
1,1,1001,1001,2018-03-19T09:13:00.000+02,-15.43180304686667 28.26299214739655 1275.3469658234137 4.0,-15.43180305,28.26299215,1275.346966,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,2,4,n/a,0,0,1,0,0,1,1,1,2,n/a,n/a,Drain is between school and households ,Nancy kamulete,1,uuid:3217050f-2912-4c58-b571-7d987d869297,3217050f-2912-4c58-b571-7d987d869297,2018-03-19T11:55:06,,
1,11,1005,1005,2018-03-19T09:36:00.000+02,-15.43145565315457 28.262531396205176 1287.8609245683667 4.0,-15.43145565,28.2625314,1287.860925,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,n/a,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Collected borehole from a lodge ,Nancy kamulete,1,uuid:cc5a912f-019e-4ac9-a038-b08f96e1c9e4,cc5a912f-019e-4ac9-a038-b08f96e1c9e4,2018-03-19T11:55:06,,
1,6,1002,1002,2018-03-19T09:47:00.000+02,-15.43139206989319 28.261496439285136 1287.5085305699556 4.0,-15.43139207,28.26149644,1287.508531,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Wendy Kafumukache,1,uuid:c2b680b1-7cfc-4882-8a25-3e30b6a02b9c,c2b680b1-7cfc-4882-8a25-3e30b6a02b9c,2018-03-19T11:55:07,,
1,6,1003,1003,2018-03-19T10:00:00.000+02,-15.432358101357408 28.260417667718315 1297.4341689849628 4.0,-15.4323581,28.26041767,1297.434169,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Floodwater-latrine,Wendy Kafumukache,1,uuid:24494bd0-6848-4eb8-80b8-7d93bf3c596f,24494bd0-6848-4eb8-80b8-7d93bf3c596f,2018-03-19T11:55:07,,
1,11,1010,1010,2018-03-19T09:40:00.000+02,-15.438409554099133 28.25506557604985 1287.749025335811 4.0,-15.43840955,28.25506558,1287.749025,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Alvin,1,uuid:9ee1c543-4c19-49dd-9c45-e88cba914441,9ee1c543-4c19-49dd-9c45-e88cba914441,2018-03-19T11:59:52,,
1,8,1013,1013,2018-03-19T10:17:00.000+02,-15.435763656038814 28.256829321507478 1295.4013027062906 4.0,-15.43576366,28.25682932,1295.401303,4,1,0,1,n/a,2,3,n/a,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Alvin,1,uuid:e2b24d00-2c68-4c20-b10f-193a32a6c760,e2b24d00-2c68-4c20-b10f-193a32a6c760,2018-03-19T11:59:53,,
1,6,1015,1015,2018-03-19T10:27:00.000+02,-15.435788511258094 28.25693565367147 1299.9967396122122 4.0,-15.43578851,28.25693565,1299.99674,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu and Alvin,1,uuid:e0d62fff-8620-4500-a114-d44e5e8e18ad,e0d62fff-8620-4500-a114-d44e5e8e18ad,2018-03-19T11:59:53,,
1,1,1014,1014,2018-03-19T10:47:00.000+02,-15.435138182982287 28.25811078843452 1295.268685211081 4.0,-15.43513818,28.25811079,1295.268685,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,2,3,1,n/a,0,0,0,0,0,0,1,1,1,n/a,n/a,n/a,Mpundu and Alvin,1,uuid:e10c3f54-7a95-4365-a522-bc52aeaa6580,e10c3f54-7a95-4365-a522-bc52aeaa6580,2018-03-19T11:59:54,,
1,8,1000,1000,2018-03-19T14:50:00.000+06,-15.4314422575245 28.2634991470086 1285.21475359474 4,-15.43144226,28.26349915,1285.214754,4,1,0,1,n/a,2,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,1,uuid:361e4a3d-fdf4-4d16-b47f-eebde68b5a7c,361e4a3d-fdf4-4d16-b47f-eebde68b5a7c,2018-03-19T12:58:20,,
1,7,1023,1023,2018-03-20T08:22:00.000+02,-15.438132950539533 28.25312674049514 1270.4478259731918 4.0,-15.43813295,28.25312674,1270.447826,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,2,1,0,22,10,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Shared latrine,Wendy kafumukache,1,uuid:c7ba51d3-43e8-4c3f-845a-bd7a2d613a1b,c7ba51d3-43e8-4c3f-845a-bd7a2d613a1b,2018-03-20T11:28:19,,
1,3,1012,1012,2018-03-20T08:44:00.000+02,-15.439023181948007 28.253824505480836 1280.9903893446678 4.0,-15.43902318,28.25382451,1280.990389,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Municipal water,Wendy kafumukache,1,uuid:8740880b-161e-4b35-9dd3-35623c435187,8740880b-161e-4b35-9dd3-35623c435187,2018-03-20T11:28:19,,
1,7,1022,1022,2018-03-20T09:02:00.000+02,-15.438074172761784 28.254183486069724 1278.468465772668 4.0,-15.43807417,28.25418349,1278.468466,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,1,1,0,30,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Church public latrine,Nancy Kamulete,1,uuid:d7ef43fe-4c93-40dc-99e8-e1a8698f68a4,d7ef43fe-4c93-40dc-99e8-e1a8698f68a4,2018-03-20T11:28:20,,
1,10,1020,1020,2018-03-20T09:12:00.000+02,-15.437519661116086 28.25395829189248 1274.6755528393783 4.0,-15.43751966,28.25395829,1274.675553,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,Went well,Nancy,1,uuid:249d183e-5de4-4587-b5f9-1c2c4a62a3db,249d183e-5de4-4587-b5f9-1c2c4a62a3db,2018-03-20T11:28:20,,
1,6,1026,1026,2018-03-20T08:17:00.000+02,-15.43325867636744 28.256536615588658 1282.8387796868149 4.0,-15.43325868,28.25653662,1282.83878,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Busy road,Mpundu,1,uuid:6b57c630-0bf7-4636-a179-ab83805c5c6b,6b57c630-0bf7-4636-a179-ab83805c5c6b,2018-03-20T11:31:04,,
1,3,1029,1029,2018-03-20T08:37:00.000+02,-15.434217598627184 28.25526820174702 1294.9235653160272 4.0,-15.4342176,28.2552682,1294.923565,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Source kanyama water trust,Mpundu,1,uuid:8c606c58-3911-4bbf-a3ce-ecfcc4a19b6d,8c606c58-3911-4bbf-a3ce-ecfcc4a19b6d,2018-03-20T11:31:04,,
1,2,1025,1025,2018-03-20T08:52:00.000+02,-15.432132088296957 28.25548258212993 1304.9339226892478 4.0,-15.43213209,28.25548258,1304.933923,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fruit Stand on busy  street,Mpundu,1,uuid:bb23a2c0-852f-486e-bdd3-1437ac871a57,bb23a2c0-852f-486e-bdd3-1437ac871a57,2018-03-20T11:31:05,,
1,10,1016,1016,2018-03-20T08:39:00.000+02,-15.431040537620893 28.264331513304295 1274.9937189488312 4.0,-15.43104054,28.26433151,1274.993719,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88,Scones,n/a,Fermy n canaan,1,uuid:e47e449c-29ba-4144-a199-84e910edb6e0,e47e449c-29ba-4144-a199-84e910edb6e0,2018-03-20T11:37:59,,
1,2,1017,1017,2018-03-20T08:57:00.000+02,-15.43044723426353 28.261369149101125 1286.9100203665082 4.0,-15.43044723,28.26136915,1286.91002,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,A cabbage bin close to the stand.,1,uuid:fc29155b-5bfb-44f1-8f35-1e09b88131a9,fc29155b-5bfb-44f1-8f35-1e09b88131a9,2018-03-20T11:37:59,,
1,10,1024,1024,2018-03-20T08:09:00.000+02,-15.43324893 28.25632604 1276.0 5.0,-15.43324893,28.25632604,1276,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Kawide and mpunda,1,uuid:fbe26787-bb49-4415-a07a-3d02e98ccfec,fbe26787-bb49-4415-a07a-3d02e98ccfec,2018-03-20T11:42:47,,
1,11,1027,1027,2018-03-20T08:32:00.000+02,-15.43318409 28.25704831 1276.0 5.0,-15.43318409,28.25704831,1276,5,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:0f2a1733-8bc5-452e-8ed5-337f34fe141b,0f2a1733-8bc5-452e-8ed5-337f34fe141b,2018-03-20T11:42:48,,
1,7,1030,1030,2018-03-20T08:49:00.000+02,-15.43343387 28.25683877 1278.0 3.0,-15.43343387,28.25683877,1278,3,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,2,1,1,16,5,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide and mpundu,1,uuid:18d8b91f-d727-422e-9019-c2c6635cf648,18d8b91f-d727-422e-9019-c2c6635cf648,2018-03-20T11:42:49,,
1,8,1043,1043,2018-03-21T08:29:00.000+02,-15.424966861559223 28.24921018292251 1275.5580337399226 4.0,-15.42496686,28.24921018,1275.558034,4,1,0,1,n/a,2,3,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n canaan,1,uuid:fe0ffb77-3039-4263-8ab3-ba5e59001da1,fe0ffb77-3039-4263-8ab3-ba5e59001da1,2018-03-21T12:42:11,,
1,6,1047,1047,2018-03-21T08:44:00.000+02,-15.424905234659573 28.25022144751573 1285.7560306105472 4.0,-15.42490523,28.25022145,1285.756031,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n canaan,1,uuid:5e91960d-47c0-47f9-b81e-f46df467772a,5e91960d-47c0-47f9-b81e-f46df467772a,2018-03-21T12:42:12,,
1,10,1045,1045,2018-03-21T09:03:00.000+02,-15.424461451006168 28.249789874032608 1284.3511868280389 4.0,-15.42446145,28.24978987,1284.351187,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,Fermy n canaan,1,uuid:5a4cd001-ed1f-436b-a2ab-6033872cde5f,5a4cd001-ed1f-436b-a2ab-6033872cde5f,2018-03-21T12:42:14,,
1,1,1044,1044,2018-03-21T09:13:00.000+02,-15.423908188113279 28.249783696885842 1285.7470701219008 4.0,-15.42390819,28.2497837,1285.74707,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,2,2,n/a,0,0,0,0,0,1,0,1,2,n/a,n/a,Children playing in and around the open drain,Fermy n Canaan,1,uuid:3a54c927-40fe-4838-a44e-6cb197ed7be5,3a54c927-40fe-4838-a44e-6cb197ed7be5,2018-03-21T12:42:15,,
1,11,1049,1049,2018-03-21T09:28:00.000+02,-15.42475424530457 28.251500582376558 1285.7077969443606 4.0,-15.42475425,28.25150058,1285.707797,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy and Canaan,1,uuid:b42bd3e6-7269-4e90-ab15-eed477ca32ae,b42bd3e6-7269-4e90-ab15-eed477ca32ae,2018-03-21T12:42:15,,
1,11,1050,1050,2018-03-21T09:54:00.000+02,-15.42501725340993 28.24653223131438 1273.4234792474233 16.0,-15.42501725,28.24653223,1273.423479,16,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n canaan,1,uuid:e95c0328-e46e-43c1-96a6-3dca6f2554e9,e95c0328-e46e-43c1-96a6-3dca6f2554e9,2018-03-21T12:42:16,,
1,2,1046,1046,2018-03-21T10:03:00.000+02,-15.424401405024142 28.245715444410035 1295.696167619793 24.0,-15.42440141,28.24571544,1295.696168,24,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Fermy n canaan,1,uuid:24b42247-e72c-4ac4-b85b-ebffb38fef88,24b42247-e72c-4ac4-b85b-ebffb38fef88,2018-03-21T12:42:17,,
1,3,1042,1042,2018-03-21T08:07:00.000+02,-15.42523664241596 28.256844529900313 1290.673695681423 4.0,-15.42523664,28.25684453,1290.673696,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,1,1,1,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DMMU EMERGENCY TANK.,Mpundu,1,uuid:c1f53a5d-3105-4d8b-83b2-647ee5c73f1d,c1f53a5d-3105-4d8b-83b2-647ee5c73f1d,2018-03-21T12:42:48,,
1,11,1039,1039,2018-03-21T08:58:00.000+02,-15.425630537943338 28.25744766248995 1281.2347402029518 4.0,-15.42563054,28.25744766,1281.23474,4,1,0,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Chlorinated borehole water ,Mpundu,1,uuid:e8c84462-9a98-438f-a8a1-f7a90dd39347,e8c84462-9a98-438f-a8a1-f7a90dd39347,2018-03-21T12:42:48,,
