h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dwbore_a,h_dwbore_a_other,h_dwbore_c,h_dwbore_c_other,h_dwwell_a,h_dwwell_a_other,h_dwwell_c,h_dwwell_c_other,h_dw_e_wt,h_dw_e_wt_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_bw_source,h_bw_source_other,h_bw_source_na,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_ls_a,h_ls_a_other,h_ls_c,h_ls_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_notes,h_enum,meta/instanceID,_uuid,_submission_time,_tags,_notes
152,2018-03-20T11:08:00.000+02,-15.4383004 28.256865 0.0 2400.0,-15.4383004,28.256865,0.0,2400.0,1,2,1,6,1,2,n/a,2,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,3,n/a,1,n/a,2,n/a,3,n/a,3,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,The latrine does not flood,Wendy  Kafumukache,uuid:a22eb30d-d4fb-4ea8-b612-27b39e004f12,a22eb30d-d4fb-4ea8-b612-27b39e004f12,2018-03-20T11:28:21,,
352,2018-03-20T11:26:00.000+02,-15.4330649 28.2586923 0.0 2299.999,-15.4330649,28.2586923,0.0,2299.999,1,2,1,9,1,4,n/a,5,n/a,3,n/a,2,n/a,3,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,5,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,2,n/a,3,n/a,The  household has a flushable toilet which is not shared with the other house within the compound ,Wendy Kafumukache,uuid:e885a0ba-a827-479e-90ce-bc4e03296f10,e885a0ba-a827-479e-90ce-bc4e03296f10,2018-03-20T11:28:22,,
552,2018-03-20T11:47:00.000+02,-15.4318666 28.2601541 0.0 2599.999,-15.4318666,28.2601541,0.0,2599.999,1,2,1,11,1,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,5,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,1,n/a,2,n/a,Latrine is being shared by 6 households ,Wendy Kafumukache,uuid:74d9ea7f-d720-4495-9b40-3440a25828b8,74d9ea7f-d720-4495-9b40-3440a25828b8,2018-03-20T11:28:22,,
153,2018-03-20T11:13:00.000+02,-15.43388669382001 28.257039618317698 1285.9560517261696 4.0,-15.43388669382001,28.257039618317698,1285.9560517261696,4.0,1,2,1,5,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,5,n/a,1,n/a,2,n/a,2,n/a,3,n/a,5,n/a,3,n/a,5,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Compound has no latrine. Just use plastics or borrow from neighboring  houses,Mpundu,uuid:9221941f-d854-45cb-9e5f-d5995cb9bd0e,9221941f-d854-45cb-9e5f-d5995cb9bd0e,2018-03-20T11:31:06,,
253,2018-03-20T11:29:00.000+02,-15.4320590676394 28.255566077219978 1285.8207143422214 4.0,-15.4320590676394,28.255566077219978,1285.8207143422214,4.0,1,2,1,4,1,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Compound with 5 households.,Mpundu,uuid:2f3c68b9-28c1-456d-92cf-53b135c5c95b,2f3c68b9-28c1-456d-92cf-53b135c5c95b,2018-03-20T11:31:06,,
1S1,2018-03-20T11:15:00.000+02,-15.43255952039434 28.26219849330813 1292.248031443398 4.0,-15.43255952039434,28.26219849330813,1292.248031443398,4.0,1,2,1,4,1,4,n/a,5,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,4,n/a,3,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,Fermy n caanan,uuid:05122c67-26af-43fc-b064-154d9496123c,05122c67-26af-43fc-b064-154d9496123c,2018-03-20T11:38:00,,
3S1,2018-03-20T11:40:00.000+02,-15.431614955904791 28.26301473142442 1283.2575111437486 4.0,-15.431614955904791,28.26301473142442,1283.2575111437486,4.0,1,2,1,5,1,4,n/a,4,n/a,1,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,2,n/a,3,n/a,4,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,Fermy n canaan,uuid:9bc7ac5a-2e3a-4ad0-bf11-6171e1e18cf2,9bc7ac5a-2e3a-4ad0-bf11-6171e1e18cf2,2018-03-20T11:38:01,,
353,2018-03-20T11:12:00.000+02,-15.43284446 28.25736852 1283.0 5.0,-15.43284446,28.25736852,1283.0,5.0,1,2,1,5,1,3,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:e6b0ad7a-7648-49e0-8625-7630b84b6670,e6b0ad7a-7648-49e0-8625-7630b84b6670,2018-03-20T11:42:49,,
453,2018-03-20T11:32:00.000+02,-15.43341747 28.25835062 1274.0 5.0,-15.43341747,28.25835062,1274.0,5.0,1,2,1,8,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:c50180c2-877d-4d6e-829b-95f2a08d6f72,c50180c2-877d-4d6e-829b-95f2a08d6f72,2018-03-20T11:42:50,,
553,2018-03-20T11:49:00.000+02,-15.4337671 28.25764052 1277.0 4.0,-15.4337671,28.25764052,1277.0,4.0,1,2,1,4,1,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:fc27cdc1-0e32-48dc-b638-44b194042d78,fc27cdc1-0e32-48dc-b638-44b194042d78,2018-03-20T11:42:50,,
2S1,2018-03-06T11:14:00.000+02,-15.43175529 28.26200868 1273.0 5.0,-15.43175529,28.26200868,1273.0,5.0,1,2,0,7,1,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The house is shared by two different families,Canaan,uuid:471abf6b-d2ea-4b84-b674-ad483103c500,471abf6b-d2ea-4b84-b674-ad483103c500,2018-03-20T11:43:08,,
4S1,2018-03-20T11:38:00.000+02,-15.43128193 28.26353809 1264.0 5.0,-15.43128193,28.26353809,1264.0,5.0,1,2,1,6,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The compound shares the toilet,Canaan,uuid:15aba9b0-d5e8-4e35-a9a7-dfd56820a91a,15aba9b0-d5e8-4e35-a9a7-dfd56820a91a,2018-03-20T11:43:08,,
5S1,2018-03-20T11:52:00.000+02,-15.43053894 28.26423195 1276.0 12.0,-15.43053894,28.26423195,1276.0,12.0,1,2,0,3,1,4,n/a,4,n/a,1,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The households  share the latrine,Canaan,uuid:5ddeb184-4cfd-4741-8200-38adcc861184,5ddeb184-4cfd-4741-8200-38adcc861184,2018-03-20T11:43:09,,
252,2018-03-20T11:11:00.000+06,-15.435976716330108 28.25696962728245 1288.523578210287 4.0,-15.435976716330108,28.25696962728245,1288.523578210287,4.0,1,2,1,7,1,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,5,n/a,3,n/a,2,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,Went well,Nancy,uuid:038512ef-e46c-4f68-ac74-0339ea3d3695,038512ef-e46c-4f68-ac74-0339ea3d3695,2018-03-20T11:53:12,,
452,2018-03-20T11:36:00.000+06,-15.435082700113472 28.2572491746504 1276.0502248299665 4.0,-15.435082700113472,28.2572491746504,1276.0502248299665,4.0,1,1,1,8,1,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,6,Single family home,6,Single family home,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Single family home and does not share toilet with other households except for people who ask.,Nancy kamulete,uuid:2a9f9d2e-b852-442b-ae54-d1d3a600c199,2a9f9d2e-b852-442b-ae54-d1d3a600c199,2018-03-20T11:53:12,,
1S5,2018-03-21T10:32:00.000+02,-15.424740191175998 28.24658959490633 1285.6421629107056 4.0,-15.424740191175998,28.24658959490633,1285.6421629107056,4.0,1,2,1,4,1,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,Fermy n canaan,uuid:d779268d-ac7c-43f1-bb9f-30173d9273d5,d779268d-ac7c-43f1-bb9f-30173d9273d5,2018-03-21T12:42:17,,
4S5,2018-03-21T10:47:00.000+02,-15.425037352421084 28.24758590219044 1301.2163303791863 12.0,-15.425037352421084,28.24758590219044,1301.2163303791863,12.0,1,2,1,6,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,Fermy n canaan,uuid:cebb5608-dc91-425c-804a-32416ac6c55f,cebb5608-dc91-425c-804a-32416ac6c55f,2018-03-21T12:42:18,,
256,2018-03-21T11:35:00.000+02,-15.431145788104534 28.246325250000478 1267.2077602132454 4.0,-15.431145788104534,28.246325250000478,1267.2077602132454,4.0,1,2,1,3,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Had to sign for the elderly woman, she is unable to write",Mpundu,uuid:cddf0765-949a-4624-80ac-ae585d10c03d,cddf0765-949a-4624-80ac-ae585d10c03d,2018-03-21T12:42:50,,
356,2018-03-21T12:01:00.000+02,-15.432400040390979 28.246254697815516 1266.2964623915038 4.0,-15.432400040390979,28.246254697815516,1266.2964623915038,4.0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,4,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu,uuid:e2c421f0-b5b5-4ea7-8ddd-50ab679457d3,e2c421f0-b5b5-4ea7-8ddd-50ab679457d3,2018-03-21T12:42:52,,
156,2018-03-21T12:13:00.000+02,-15.43143273557555 28.24723001180477 1277.8298242455355 4.0,-15.43143273557555,28.24723001180477,1277.8298242455355,4.0,1,2,1,10,1,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,2,n/a,1,n/a,3,n/a,3,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu,uuid:183752b8-3cbd-4950-9905-6d5cc665c175,183752b8-3cbd-4950-9905-6d5cc665c175,2018-03-21T12:42:54,,
154,2018-03-21T09:37:00.000+02,-15.424239354708682 28.255777468414973 1288.977659149951 4.0,-15.424239354708682,28.255777468414973,1288.977659149951,4.0,1,1,1,12,1,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,4,n/a,4,n/a,4,n/a,5,n/a,3,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,The household has a flushable toilet ,Wendy Kafumukache,uuid:def1ffa2-a101-4908-bc74-4aa8ae5566a3,def1ffa2-a101-4908-bc74-4aa8ae5566a3,2018-03-21T12:51:18,,
354,2018-03-21T09:50:00.000+02,-15.423854070999822 28.25555038471731 1288.2815653646107 4.0,-15.423854070999822,28.25555038471731,1288.2815653646107,4.0,1,1,1,7,1,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,1,n/a,3,n/a,The household does not share the latrine with other households ,Wendy Kafumukache,uuid:bd63ec6b-5214-443c-8d9b-ba678cadfdbd,bd63ec6b-5214-443c-8d9b-ba678cadfdbd,2018-03-21T12:51:18,,
554,2018-03-21T10:00:00.000+02,-15.423528475671475 28.255225280070974 1289.1011060658452 4.0,-15.423528475671475,28.255225280070974,1289.1011060658452,4.0,1,2,1,6,1,4,n/a,5,n/a,2,n/a,1,n/a,1,n/a,1,n/a,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,The household latrine is almost full and flooding ,Wendy Kafumukache,uuid:18aafaed-e89f-4733-b500-9f4496f5dbe4,18aafaed-e89f-4733-b500-9f4496f5dbe4,2018-03-21T12:51:19,,
2S5,2018-03-21T10:29:00.000+02,-15.42470504 28.24623651 1279.0 3.0,-15.42470504,28.24623651,1279.0,3.0,1,2,1,4,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The latrine is shared by 7 households,Canaan,uuid:b0c53489-fed4-45b1-97d9-6aac9d52a29e,b0c53489-fed4-45b1-97d9-6aac9d52a29e,2018-03-21T12:55:11,,
3S5,2018-03-21T10:47:00.000+02,-15.42488491 28.24716131 1274.0 5.0,-15.42488491,28.24716131,1274.0,5.0,1,2,1,7,1,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,1,n/a,1,n/a,1,n/a,3,n/a,3,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The latrine is shared by two households,Canaan,uuid:266f1f6e-1895-4b14-9abc-f500a1108541,266f1f6e-1895-4b14-9abc-f500a1108541,2018-03-21T12:55:12,,
5S5,2018-03-21T11:02:00.000+02,-15.42504867 28.24796475 1295.0 4.0,-15.42504867,28.24796475,1295.0,4.0,1,2,1,9,1,3,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,The toilet is full and still used by 7 households despite being fully filled  up with faeces,Canaan,uuid:cc3d838e-db01-42f9-b57e-568db27d8889,cc3d838e-db01-42f9-b57e-568db27d8889,2018-03-21T12:55:12,,
456,2018-03-21T11:20:00.000+02,-15.43091878 28.24669997 1267.0 4.0,-15.43091878,28.24669997,1267.0,4.0,1,2,1,3,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,3,n/a,2,n/a,1,n/a,n/a,4,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:3fc54b43-6c57-4a55-9887-c26ba9653577,3fc54b43-6c57-4a55-9887-c26ba9653577,2018-03-21T13:03:40,,
556,2018-03-21T11:35:00.000+02,-15.43057121 28.24627429 1270.0 5.0,-15.43057121,28.24627429,1270.0,5.0,1,2,1,10,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:80df8ca3-5e63-4d72-9c32-21299d979f5f,80df8ca3-5e63-4d72-9c32-21299d979f5f,2018-03-21T13:03:41,,
557,2018-03-22T10:27:00.000+02,-15.4345126 28.24012889 1261.0 5.0,-15.4345126,28.24012889,1261.0,5.0,1,2,0,7,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,3,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Kawide Nakasamu,uuid:5d645ce2-d770-4164-8c4f-24c2b193b238,5d645ce2-d770-4164-8c4f-24c2b193b238,2018-03-22T14:58:27,,
2S8,2018-03-22T09:50:00.000+02,-15.42301948 28.24209337 1297.0 7.0,-15.42301948,28.24209337,1297.0,7.0,1,2,1,8,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,5,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,There  are seven  households that share the toilet,Canaan,uuid:e66e6a2f-d6bb-4345-a5c2-2229b2912668,e66e6a2f-d6bb-4345-a5c2-2229b2912668,2018-03-22T14:59:05,,
4S8,2018-03-22T10:03:00.000+02,-15.42310044 28.24292939 1276.0 10.0,-15.42310044,28.24292939,1276.0,10.0,1,2,1,4,1,5,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,They buy mineral water and put on a water dispenser,2,n/a,2,n/a,1,n/a,n/a,4,n/a,3,n/a,4,"If eaten before getting home, the produce may not be washed.  It is only washed  once eaten from home",3,n/a,3,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Canaan,uuid:c0279fb3-3070-4042-a82a-865a53bc5277,c0279fb3-3070-4042-a82a-865a53bc5277,2018-03-22T14:59:05,,
157,2018-03-22T10:02:00.000+02,-15.432805965876405 28.239352298049194 1273.719965707738 4.0,-15.432805965876405,28.239352298049194,1273.719965707738,4.0,1,2,1,6,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,3,n/a,n/a,4,n/a,5,n/a,2,n/a,3,n/a,3,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu,uuid:e7651b8c-d8a7-4135-806c-d9c3f940e339,e7651b8c-d8a7-4135-806c-d9c3f940e339,2018-03-22T15:00:39,,
257,2018-03-22T10:19:00.000+02,-15.433644471832 28.23955297148714 1279.3189882186741 4.0,-15.433644471832,28.23955297148714,1279.3189882186741,4.0,1,2,1,7,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,4,n/a,5,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mpundu,uuid:23e72370-4162-4c4d-9322-ed8bc3bdbd4f,23e72370-4162-4c4d-9322-ed8bc3bdbd4f,2018-03-22T15:00:40,,
159,2018-03-22T09:47:00.000+02,-15.422264454438999 28.23808748840869 1281.128137974589 4.0,-15.422264454438999,28.23808748840869,1281.128137974589,4.0,1,2,1,4,1,3,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,The compound gets flooded during rainy season,Wendy Kafumukache,uuid:a0bdfdae-1570-41e5-840e-01037f622d32,a0bdfdae-1570-41e5-840e-01037f622d32,2018-03-22T15:04:27,,
359,2018-03-22T10:06:00.000+02,-15.422662226502561 28.23907761632308 1267.3666177641353 6.0,-15.422662226502561,28.23907761632308,1267.3666177641353,6.0,1,1,1,5,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,3,n/a,The household has a flushable toilet toilet,Wendy Kafumukache,uuid:5dd4e3b3-d0bc-4a3a-911e-46dbf52c7f1f,5dd4e3b3-d0bc-4a3a-911e-46dbf52c7f1f,2018-03-22T15:04:28,,
254,2018-03-21T09:46:00.000+06,-15.424016855549192 28.255572382714412 1277.800962588034 4.0,-15.424016855549192,28.255572382714412,1277.800962588034,4.0,1,2,1,7,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,3,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Municipal water provided by care,Nancy,uuid:3e13f686-fdaf-43fe-b385-4250dfec25c5,3e13f686-fdaf-43fe-b385-4250dfec25c5,2018-03-22T15:05:49,,
454,2018-03-21T10:02:00.000+06,-15.423684970613381 28.255292843891322 1284.3870622990419 4.0,-15.423684970613381,28.255292843891322,1284.3870622990419,4.0,1,2,1,7,1,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Municipal water provided by care
",Nancy,uuid:3e496426-043e-4819-b314-87dfc0255fd1,3e496426-043e-4819-b314-87dfc0255fd1,2018-03-22T15:05:50,,
259,2018-03-22T09:51:00.000+06,-15.42225694074138 28.238163315937754 1269.3072646456483 4.0,-15.42225694074138,28.238163315937754,1269.3072646456483,4.0,1,2,1,5,1,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,A compound of two households,Nancy,uuid:4fce1fde-8d80-48da-9c37-abbbc620f8be,4fce1fde-8d80-48da-9c37-abbbc620f8be,2018-03-22T15:05:54,,
