"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-05-08T12:27:24.387+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1375,1375,"2017-05-08T12:27:00.385+06","23.869731998786513 90.42963758952196 -37.21102698918749 4.0","23.869732","90.42963759","-37.21102699","4",1,0,"73","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","2","1","4","n/a","0","0","0","0","0","1","0","1","3","n/a","n/a","It's near the main road",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-08T17:13:27.633+06","uuid:2d568b49-8b5e-456c-b11c-9aeca53867b2","2d568b49-8b5e-456c-b11c-9aeca53867b2","2017-05-08T11:17:47"
"2017-05-08T13:05:51.424+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1376,1376,"2017-05-08T13:06:00.697+06","23.870268223670095 90.42963844881282 -46.66981820671987 4.0","23.87026822","90.42963845","-46.66981821","4",1,0,"110","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","1","4","n/a","0","0","0","0","0","0","0","0","n/a","n/a","n/a","Many trash present and WASA pipe nearby​drain line",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-08T17:14:09.027+06","uuid:157ef82f-903b-44fb-880b-f36845636b1f","157ef82f-903b-44fb-880b-f36845636b1f","2017-05-08T11:17:50"
"2017-05-08T11:42:39.687+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1377,1377,"2017-05-08T11:50:00.849+06","23.86985836255497 90.43159400351131 -47.40091232393073 6.0","23.86985836","90.431594","-47.40091232","6",1,0,"n/a","2","2","n/a","12","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Children are playing nearby mideam moist soil",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:33:33.797+06","uuid:9d514992-7847-437b-b483-de632438d9cb","9d514992-7847-437b-b483-de632438d9cb","2017-05-08T10:38:54"
"2017-05-08T11:59:29.771+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1378,1378,"2017-05-08T12:00:00.763+06","23.869830825514377 90.43033679155172 -65.26450954525001 6.0","23.86983083","90.43033679","-65.26450955","6",1,0,"n/a","2","2","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Children are playing nearby mideam moist",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:34:00.510+06","uuid:7871f437-e10a-4742-927f-8c33d674bdde","7871f437-e10a-4742-927f-8c33d674bdde","2017-05-08T10:40:01"
"2017-05-08T12:08:11.860+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1379,1379,"2017-05-08T12:06:00.463+06","23.87010959243602 90.43038736383266 -34.944122767486355 6.0","23.87010959","90.43038736","-34.94412277","6",1,0,"4.51","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people use this water besides germents factory",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:34:25.512+06","uuid:429e45d9-9f48-4e6e-91c6-224b7d36aca0","429e45d9-9f48-4e6e-91c6-224b7d36aca0","2017-05-08T10:40:04"
"2017-05-08T12:40:20.358+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1380,1380,"2017-05-08T12:40:00.818+06","23.870415518667265 90.42822806524481 -44.863445097814356 6.0","23.87041552","90.42822807","-44.8634451","6",1,0,"21.83","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people use this water",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:34:44.864+06","uuid:96361653-2f84-43dd-a0df-785038498aa7","96361653-2f84-43dd-a0df-785038498aa7","2017-05-08T10:40:14"
"2017-05-08T12:54:30.853+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1381,1381,"2017-05-08T12:54:00.445+06","23.869687747776066 90.42727105545742 -37.800015327336745 4.0","23.86968775","90.42727106","-37.80001533","4",1,0,"95","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Therefore are many people use this water besides play ground of school",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:35:10.279+06","uuid:94860fc5-dd3e-4f27-b1c8-19a6867f2310","94860fc5-dd3e-4f27-b1c8-19a6867f2310","2017-05-08T10:40:18"
"2017-05-09T09:19:18.186+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1382,1382,"2017-05-09T09:19:00.137+06","23.870198192524647 90.42748019542822 -43.098239696014716 4.0","23.87019819","90.4274802","-43.0982397","4",2,0,"n/a","2","2","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people walk and kids playing nearby and soil is semi moist",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:33:53.562+06","uuid:aa406b65-ebd2-493b-9a44-4d96bae81a8d","aa406b65-ebd2-493b-9a44-4d96bae81a8d","2017-05-09T09:39:45"
"2017-05-08T12:18:22.868+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1383,1383,"2017-05-08T12:16:00.104+06","23.87058002732533 90.42903538718775 -18.46803253928093 6.0","23.87058003","90.42903539","-18.46803254","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people purchase this produce nearby road",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:26:40.082+06","uuid:ff3e5aeb-e257-4f5b-9ad1-8b836eacf09b","ff3e5aeb-e257-4f5b-9ad1-8b836eacf09b","2017-05-08T10:40:10"
"2017-05-08T12:27:28.388+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1384,1384,"2017-05-08T12:27:00.974+06","23.870498999146633 90.42861474363572 -36.90227805256826 6.0","23.870499","90.42861474","-36.90227805","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people purchase this produce nearby road",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:27:16.359+06","uuid:bd047bbf-0451-46c6-941e-c4ace8f82a76","bd047bbf-0451-46c6-941e-c4ace8f82a76","2017-05-08T10:40:12"
"2017-05-08T13:11:26.959+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1385,1385,"2017-05-08T13:09:00.472+06","23.87054963832247 90.43013558223602 -35.07218384026166 4.0","23.87054964","90.43013558","-35.07218384","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people purchase this produce nearby road",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-08T16:28:02.141+06","uuid:70ced655-d688-4a9b-903e-7dfa8ef0c050","70ced655-d688-4a9b-903e-7dfa8ef0c050","2017-05-08T10:40:22"
"2017-05-09T09:52:51.026+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1386,1386,"2017-05-09T09:51:00.731+06","23.86891906916419 90.42687120343498 -35.99983859076086 4.0","23.86891907","90.4268712","-35.99983859","4",2,0,"n/a","2","2","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people and kids playing nearby and dirt visible and soil is semi moist",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:34:20.424+06","uuid:a7c4b291-5e77-4c12-91ad-2aaf6aec0c23","a7c4b291-5e77-4c12-91ad-2aaf6aec0c23","2017-05-09T09:42:56"
"2017-05-09T09:40:55.914+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1387,1387,"2017-05-09T09:40:00.534+06","23.86910408453237 90.4282808973169 -45.5658072275921 6.0","23.86910408","90.4282809","-45.56580723","6",2,0,"3.95","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Water is very dirty",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:34:50.159+06","uuid:ae5743d6-b4a7-4ddf-abcb-8987c167be66","ae5743d6-b4a7-4ddf-abcb-8987c167be66","2017-05-09T09:40:47"
"2017-05-09T10:07:31.810+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1388,1388,"2017-05-09T10:07:00.952+06","23.867358826079606 90.42652212019534 -42.752824699510676 6.0","23.86735883","90.42652212","-42.7528247","6",2,0,"9.37","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirt visible nearby",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:51:32.939+06","uuid:e3ea49ef-ad16-4cf5-abaa-02bbd58eac4b","e3ea49ef-ad16-4cf5-abaa-02bbd58eac4b","2017-05-09T09:59:52"
"2017-05-09T10:23:27.004+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1389,1389,"2017-05-09T10:23:00.719+06","23.86769492356811 90.42907128685495 -26.765107365706434 6.0","23.86769492","90.42907129","-26.76510737","6",1,0,"10.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","This lake is so dirty",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:51:23.159+06","uuid:7ef5dbb3-e3bd-438c-a99d-61167538260b","7ef5dbb3-e3bd-438c-a99d-61167538260b","2017-05-09T10:00:07"
"2017-05-09T11:22:21.644+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1390,1390,"2017-05-09T11:22:00.418+06","23.869029832558716 90.42892579492 -54.70509316894825 6.0","23.86902983","90.42892579","-54.70509317","6",2,0,"19.69","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Huge dirt visible",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:51:12.162+06","uuid:ae2807df-833d-461a-ad9f-3edc304fad15","ae2807df-833d-461a-ad9f-3edc304fad15","2017-05-09T10:01:34"
"2017-05-09T11:44:25.942+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1391,1391,"2017-05-09T11:43:00.299+06","23.87079917747793 90.43229221757973 -44.508369154248136 6.0","23.87079918","90.43229222","-44.50836915","6",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people purchase this produce nearby road",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T15:52:03.604+06","uuid:e2fbbb28-d41c-419c-afb1-36956da0b930","e2fbbb28-d41c-419c-afb1-36956da0b930","2017-05-09T10:09:56"
"2017-05-09T12:03:08.829+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1392,1392,"2017-05-09T12:02:00.141+06","23.870963417103347 90.43284391916609 -28.548948618455906 6.0","23.87096342","90.43284392","-28.54894862","6",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people purchase this produce nearby road",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-09T16:25:34.819+06","uuid:67c0d2d1-47ba-4f16-9113-dd40ee81cf3a","67c0d2d1-47ba-4f16-9113-dd40ee81cf3a","2017-05-09T10:31:57"
"2017-05-09T09:51:43.754+06",3.10411e+14,8.90141e+19,3.53118e+14,44,9,1393,1393,"2017-05-09T09:48:00.821+06","23.86861606361026 90.42708612221351 -27.906604507615615 4.0","23.86861606","90.42708612","-27.90660451","4",1,0,"2.9","n/a","n/a","n/a","n/a","1","n/a","0","n/a","1","0.03","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold & toilet",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:17:50.625+06","uuid:b7c37f11-c520-4295-afa2-bedbcc093ca2","b7c37f11-c520-4295-afa2-bedbcc093ca2","2017-05-09T09:28:48"
"2017-05-09T10:10:38.762+06",3.10411e+14,8.90141e+19,3.53118e+14,44,9,1394,1394,"2017-05-09T10:11:00.670+06","23.86781516071528 90.42666497116046 -41.99586654511741 4.0","23.86781516","90.42666497","-41.99586655","4",1,0,"1.35","n/a","n/a","n/a","n/a","4","n/a","0","n/a","1","0.04","0.13","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold & Toilet",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:18:21.653+06","uuid:66e8c2ea-078c-4996-a6a9-ebc3ceaa43d9","66e8c2ea-078c-4996-a6a9-ebc3ceaa43d9","2017-05-09T09:47:09"
"2017-05-09T11:06:15.288+06",3.10411e+14,8.90141e+19,3.53118e+14,44,9,1395,1395,"2017-05-09T11:05:00.535+06","23.86729509328781 90.42719307774897 -44.573382541461726 4.0","23.86729509","90.42719308","-44.57338254","4",3,0,"0","n/a","n/a","n/a","n/a","5","Submarcible pump with tap","0","n/a","1","0.03","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold & toilet",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:19:17.264+06","uuid:ef62f5c6-9355-4728-a8de-9eca9b466188","ef62f5c6-9355-4728-a8de-9eca9b466188","2017-05-09T09:36:12"
"2017-05-09T10:23:57.024+06",3.10411e+14,8.90141e+19,3.53118e+14,44,10,1396,1396,"2017-05-09T10:24:00.309+06","23.866586437588673 90.42690997771383 -141.06656349857377 4.0","23.86658644","90.42690998","-141.0665635","4",2,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","Submarcible water pump & household","0","n/a","1","0.03","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:19:57.134+06","uuid:8cb4b42b-979e-428b-bbf0-270eb9aab880","8cb4b42b-979e-428b-bbf0-270eb9aab880","2017-05-09T09:32:24"
"2017-05-09T11:21:28.197+06",3.10411e+14,8.90141e+19,3.53118e+14,44,10,1397,1397,"2017-05-09T11:24:00.692+06","23.868183118323447 90.42883376408997 -53.20138308074946 4.0","23.86818312","90.42883376","-53.20138308","4",2,0,"0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","Submarcible pump with tap water","0","n/a","1","0.04","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold & toilet",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:23:20.348+06","uuid:d30455d6-8ab4-4028-bd4f-c6f582e5be6e","d30455d6-8ab4-4028-bd4f-c6f582e5be6e","2017-05-09T09:37:19"
"2017-05-09T09:26:57.980+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1398,1398,"2017-05-09T09:27:00.556+06","23.870328802210853 90.42737901641256 -39.727428508801054 4.0","23.8703288","90.42737902","-39.72742851","4",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by Ideal school",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:23:43.337+06","uuid:78f7e221-209b-46ba-97b4-c1f79a7084c1","78f7e221-209b-46ba-97b4-c1f79a7084c1","2017-05-09T09:27:25"
"2017-05-09T11:35:36.696+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1399,1399,"2017-05-09T11:36:00.653+06","23.87013465771688 90.42873413123046 -34.73352871585055 4.0","23.87013466","90.42873413","-34.73352872","4",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road & household",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:24:10.813+06","uuid:dd935843-8bef-4558-85cf-620b9196b340","dd935843-8bef-4558-85cf-620b9196b340","2017-05-09T09:38:36"
"2017-05-09T12:02:13.244+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1400,1400,"2017-05-09T12:03:00.986+06","23.87119933730872 90.43420648190498 -39.93614122924936 4.0","23.87119934","90.43420648","-39.93614123","4",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Near by a road & household",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-09T15:24:30.262+06","uuid:b7ff48c7-0a11-400a-b4c4-a8e6d8b4ef1d","b7ff48c7-0a11-400a-b4c4-a8e6d8b4ef1d","2017-05-09T09:51:56"
"2017-05-09T11:18:39.750+06",3.10411e+14,8.90141e+19,3.53118e+14,44,3,1401,1401,"2017-05-09T11:18:00.251+06","23.86872478710825 90.42875169586927 -39.1746506871562 6.0","23.86872479","90.4287517","-39.17465069","6",2,0,"0.25","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA with tap","1","0.05","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T16:17:39.220+06","uuid:2a0776c5-096e-4814-b8e8-4d580e78beb5","2a0776c5-096e-4814-b8e8-4d580e78beb5","2017-05-09T10:25:22"
