"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-06-14T11:08:08.751+06",3.10411e+14,8.90141e+19,3.53118e+14,66,11,1886,1886,"2017-06-14T11:08:00.184+06","23.72436640615407 90.42710547194405 -46.06460848676389 4.0","23.72436641","90.42710547","-46.06460849","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:08:21.721+06","uuid:58ff8eaf-3f36-4c2f-8677-e7b7f458420c","58ff8eaf-3f36-4c2f-8677-e7b7f458420c","2017-06-14T08:21:22"
"2017-06-14T11:31:07.788+06",3.10411e+14,8.90141e+19,3.53118e+14,66,11,1887,1887,"2017-06-14T11:30:00.862+06","23.724477975473807 90.42764239958915 -56.277743644379925 4.0","23.72447798","90.4276424","-56.27774364","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:08:42.071+06","uuid:5f10318d-f241-4970-8444-399be63f6f99","5f10318d-f241-4970-8444-399be63f6f99","2017-06-14T08:21:24"
"2017-06-14T11:51:46.828+06",3.10411e+14,8.90141e+19,3.53118e+14,66,1,1888,1888,"2017-06-14T11:53:00.623+06","23.730501940182453 90.42647454354469 -45.31632421789743 6.0","23.73050194","90.42647454","-45.31632422","6",2,0,"33.69","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","2","1","n/a","1","0","0","0","0","0","0","0","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:04:30.555+06","uuid:1f8d18fa-7c86-4248-9d5e-36c8bc72b2ef","1f8d18fa-7c86-4248-9d5e-36c8bc72b2ef","2017-06-14T08:21:25"
"2017-06-14T10:39:29.439+06",3.10411e+14,8.90141e+19,3.53118e+14,66,1,1889,1889,"2017-06-14T10:38:00.113+06","23.72539465460403 90.42860810626082 -25.326053546019647 4.0","23.72539465","90.42860811","-25.32605355","4",2,0,"97","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","1","2","n/a","0","0","0","0","0","0","0","0","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:05:01.885+06","uuid:374ea0ad-3071-4860-8d40-c6a4ef54acc0","374ea0ad-3071-4860-8d40-c6a4ef54acc0","2017-06-14T08:21:18"
"2017-06-14T10:50:56.413+06",3.10411e+14,8.90141e+19,3.53118e+14,66,1,1890,1890,"2017-06-14T10:48:00.517+06","23.72517706472152 90.4283764517376 -39.08388586177214 4.0","23.72517706","90.42837645","-39.08388586","4",2,0,"741","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","2","2","2","n/a","0","0","0","0","0","0","0","0","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:06:41.212+06","uuid:2d639997-3d5f-4729-9413-502522052735","2d639997-3d5f-4729-9413-502522052735","2017-06-14T08:21:20"
"2017-06-14T09:15:06.300+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1891,1891,"2017-06-14T09:14:00.609+06","23.724971122165744 90.42795240950112 -48.08455452923795 4.0","23.72497112","90.42795241","-48.08455453","4",1,0,"0.19","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","0","n/a","1","0.01","0.04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:07:17.369+06","uuid:4e185f54-20aa-4a7b-bd46-5643357a0274","4e185f54-20aa-4a7b-bd46-5643357a0274","2017-06-14T08:21:11"
"2017-06-14T09:35:25.019+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1892,1892,"2017-06-14T09:33:00.342+06","23.72196008574147 90.42641118796628 -29.77704535658377 4.0","23.72196009","90.42641119","-29.77704536","4",1,0,"0.06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","0","n/a","1","0.03","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:07:41.157+06","uuid:910a323a-73ac-4a2a-9e7c-614fe600f524","910a323a-73ac-4a2a-9e7c-614fe600f524","2017-06-14T08:21:14"
"2017-06-14T09:56:13.950+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1893,1893,"2017-06-14T09:54:00.391+06","23.721857421142328 90.42523476953166 -27.544322324308055 4.0","23.72185742","90.42523477","-27.54432232","4",1,0,"0.41","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","0","n/a","1","0.02","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-14T14:08:03.718+06","uuid:ff651fd4-9e1a-4555-af17-8fdc71aacdf5","ff651fd4-9e1a-4555-af17-8fdc71aacdf5","2017-06-14T08:21:16"
"2017-06-14T09:13:05.039+06",3.10411e+14,8.90141e+19,3.53118e+14,66,8,1894,1894,"2017-06-14T09:10:00.787+06","23.72423070128384 90.42719709675428 -27.612716326161575 6.0","23.7242307","90.4271971","-27.61271633","6",1,0,"n/a","2","3","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gopibagh mosque.
Semi Moist.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:02:03.307+06","uuid:b89de69b-b4f8-4a92-b89b-7d7947b42de5","b89de69b-b4f8-4a92-b89b-7d7947b42de5","2017-06-14T08:04:17"
"2017-06-14T09:20:00.943+06",3.10411e+14,8.90141e+19,3.53118e+14,66,8,1895,1895,"2017-06-14T09:20:00.827+06","23.723470450209522 90.4272677350777 -23.48819588774007 4.0","23.72347045","90.42726774","-23.48819589","4",1,0,"n/a","2","3","n/a","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gopibagh modinatul forkania madrasha and soil moist",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:01:40.561+06","uuid:448415b0-e557-40f1-a9b8-c0fcad074585","448415b0-e557-40f1-a9b8-c0fcad074585","2017-06-14T08:04:19"
"2017-06-14T11:04:14.502+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1896,1896,"2017-06-14T11:10:00.376+06","23.724515649761653 90.42313479386586 -35.32521778794278 6.0","23.72451565","90.42313479","-35.32521779","6",1,0,"15.28","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Garbage present",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:02:29.636+06","uuid:69df424b-2a25-4954-b85f-32ac54dff272","69df424b-2a25-4954-b85f-32ac54dff272","2017-06-14T08:04:31"
"2017-06-14T10:58:55.809+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1897,1897,"2017-06-14T11:00:00.237+06","23.724648628919347 90.42310457910362 -54.6668774928978 6.0","23.72464863","90.42310458","-54.66687749","6",1,0,"44.97","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Garbage visible",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:02:48.422+06","uuid:8034c696-511d-4b74-ba13-b2e84c0e6c1a","8034c696-511d-4b74-ba13-b2e84c0e6c1a","2017-06-14T08:04:29"
"2017-06-14T10:47:59.613+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1898,1898,"2017-06-14T10:52:00.651+06","23.72495218810581 90.4230721000942 -39.099387892631626 4.0","23.72495219","90.4230721","-39.09938789","4",1,0,"63","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Garbage visible",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:03:08.192+06","uuid:971af999-311b-4df0-ba9b-1e15bb6ec2fb","971af999-311b-4df0-ba9b-1e15bb6ec2fb","2017-06-14T08:04:27"
"2017-06-14T10:24:34.296+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1899,1899,"2017-06-14T10:20:00.169+06","23.72519043417569 90.42313400897615 -45.97026883358278 4.0","23.72519043","90.42313401","-45.97026883","4",1,0,"18.38","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:03:26.398+06","uuid:c02f1c1e-fcd6-41dd-a30b-8fac2ba42fd2","c02f1c1e-fcd6-41dd-a30b-8fac2ba42fd2","2017-06-14T08:04:25"
"2017-06-14T09:47:46.084+06",3.10411e+14,8.90141e+19,3.53118e+14,66,2,1900,1900,"2017-06-14T09:40:00.025+06","23.721944875853044 90.42731721066299 -19.716724034945443 6.0","23.72194488","90.42731721","-19.71672403","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Gopibagh kachabazar",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:00:55.829+06","uuid:26c8aa93-3f79-4de2-96dc-0e12a1b11666","26c8aa93-3f79-4de2-96dc-0e12a1b11666","2017-06-14T08:04:21"
"2017-06-14T09:52:46.523+06",3.10411e+14,8.90141e+19,3.53118e+14,66,2,1901,1901,"2017-06-14T09:54:00.894+06","23.721594609077666 90.42718279471727 -43.76286219551319 4.0","23.72159461","90.42718279","-43.7628622","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comment",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-14T14:01:18.422+06","uuid:04ec33f1-570d-4810-8738-f70587758492","04ec33f1-570d-4810-8738-f70587758492","2017-06-14T08:04:23"
"2017-06-14T09:01:47.828+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1902,1902,"2017-06-14T09:00:00.895+06","23.731508737877455 90.42519106950562 -39.85921540159961 4.0","23.73150874","90.42519107","-39.8592154","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","2","1","300","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","S.Alom bus counter",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:14:03.849+06","uuid:9c76cd9d-3186-4c3a-bbe2-f523be178236","9c76cd9d-3186-4c3a-bbe2-f523be178236","2017-06-14T08:37:51"
"2017-06-14T09:24:02.763+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1903,1903,"2017-06-14T09:29:00.940+06","23.731109252045666 90.42505631000407 -44.53522173764969 8.0","23.73110925","90.42505631","-44.53522174","8",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","5","n/a","2","1","0","15","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Al faruk hotel",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:14:30.336+06","uuid:8a129d9a-137a-489e-a253-babf20eecd58","8a129d9a-137a-489e-a253-babf20eecd58","2017-06-14T08:37:55"
"2017-06-14T09:54:20.496+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1904,1904,"2017-06-14T09:55:00.033+06","23.729390466091367 90.42533828370905 -33.16422808303874 6.0","23.72939047","90.42533828","-33.16422808","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","1","0","10","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Hotel Shahaporan",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:15:03.128+06","uuid:2621c935-25fe-44a8-bdc7-0cb1519603e7","2621c935-25fe-44a8-bdc7-0cb1519603e7","2017-06-14T08:37:58"
"2017-06-14T09:11:27.341+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1905,1905,"2017-06-14T09:10:00.292+06","23.731471740452864 90.42524865503674 -40.548379238784015 4.0","23.73147174","90.42524866","-40.54837924","4",1,0,"1.85","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA with tap","1","0.05","0.12","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirty place",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:18:24.817+06","uuid:2cb6981f-e929-464c-ae74-9a14b49a9f8d","2cb6981f-e929-464c-ae74-9a14b49a9f8d","2017-06-14T08:37:53"
"2017-06-14T09:37:12.259+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1906,1906,"2017-06-14T09:35:00.122+06","23.73106468321902 90.42544632790906 -32.50652600846704 6.0","23.73106468","90.42544633","-32.50652601","6",1,0,"1.29","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA with tap","1","0.01","0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Al Faruk hotel",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-15T14:53:26.878+06","uuid:37c11280-b7cb-4205-a5bd-5a54d86d0d1f","37c11280-b7cb-4205-a5bd-5a54d86d0d1f","2017-06-15T08:56:22"
"2017-06-14T09:56:33.365+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1907,1907,"2017-06-14T10:03:00.475+06","23.729436754285196 90.42535285624575 -40.30615995172845 4.0","23.72943675","90.42535286","-40.30615995","4",1,0,"1.86","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA with tap","1","0.02","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Hotel Shahaporan",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:37:21.033+06","uuid:6d567707-64cf-4d2f-86e8-7b6a4b837adf","6d567707-64cf-4d2f-86e8-7b6a4b837adf","2017-06-14T08:38:00"
"2017-06-14T10:19:23.338+06",3.10411e+14,8.90141e+19,3.53118e+14,66,9,1908,1908,"2017-06-14T10:18:00.525+06","23.72471224090675 90.42750370863423 -45.758239710879224 4.0","23.72471224","90.42750371","-45.75823971","4",1,0,"3.27","n/a","n/a","n/a","n/a","5","Submersible with tube well","0","n/a","1","0.06","0.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people bathing this place",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:13:14.057+06","uuid:992c37ad-9789-4432-98d1-4bfbbc2fbc24","992c37ad-9789-4432-98d1-4bfbbc2fbc24","2017-06-14T08:38:02"
"2017-06-14T10:30:43.397+06",3.10411e+14,8.90141e+19,3.53118e+14,66,9,1909,1909,"2017-06-14T10:27:00.449+06","23.72438839979131 90.4273374450091 -34.74077374271567 4.0","23.7243884","90.42733745","-34.74077374","4",1,0,"0.02","n/a","n/a","n/a","n/a","5","Storage water with drum","1","1","1","0.04","0.07","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people bathing this place",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,"2017-06-14T14:13:41.167+06","uuid:23d867d5-7274-4c59-855e-b3fe1948ca80","23d867d5-7274-4c59-855e-b3fe1948ca80","2017-06-14T08:38:04"
"2017-06-13T09:12:48.206+06",3.10411e+14,8.90141e+19,3.53118e+14,88,6,1910,1910,"2017-06-13T09:13:00.032+06","23.722961519163274 90.37401681684265 -47.06044666113507 4.0","23.72296152","90.37401682","-47.06044666","4",2,1,"902","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirt present.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-13T14:25:50.456+06","uuid:d0efe8ab-90c0-4ac5-ae52-c815325a4b26","d0efe8ab-90c0-4ac5-ae52-c815325a4b26","2017-06-13T08:29:53"
"2017-06-13T09:28:23.353+06",3.10411e+14,8.90141e+19,3.53118e+14,88,6,1911,1911,"2017-06-13T09:28:00.982+06","23.724004360130262 90.37432103237953 -29.29205665864845 6.0","23.72400436","90.37432103","-29.29205666","6",2,1,"14.04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many trash present",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-13T14:26:13.669+06","uuid:513009cf-3e63-4c2a-99be-baf4f133127c","513009cf-3e63-4c2a-99be-baf4f133127c","2017-06-13T08:29:56"
"2017-06-13T09:40:11.934+06",3.10411e+14,8.90141e+19,3.53118e+14,88,6,1912,1912,"2017-06-13T09:40:00.070+06","23.72469729608985 90.37467995985982 -23.836391573818716 4.0","23.7246973","90.37467996","-23.83639157","4",2,1,"67","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-13T14:26:36.325+06","uuid:43545caf-2eeb-4da4-b693-6df6ff2f877e","43545caf-2eeb-4da4-b693-6df6ff2f877e","2017-06-13T08:29:58"
"2017-06-13T09:57:07.278+06",3.10411e+14,8.90141e+19,3.53118e+14,88,6,1913,1913,"2017-06-13T09:55:00.146+06","23.7262282769922 90.3724353434471 -36.19713472326401 4.0","23.72622828","90.37243534","-36.19713472","4",2,1,"608","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirt present.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-13T14:26:55.113+06","uuid:ee1c57f8-3d5c-4481-87ee-a65696c1ab9e","ee1c57f8-3d5c-4481-87ee-a65696c1ab9e","2017-06-13T08:30:00"
