"UID","dply_num","lab_date","sample_type","col_sample_type_alt","sampleid","mf","neighborhood","neighb_UID","lab_1_ecoli","lab_2_ecoli","lab_3_ecoli","ec_dil1","ec_dil2","ec_dil3","ec_ecnt1","ec_ecnt2","ec_ecnt3","count1","count2","dil1","dil2","ec_conc"
"02_05_1248",2,"2017-04-26",5,"","1248",FALSE,"8",208,9999,9999,9999,10,1,0.1,9999,9999,9999,9999,9999,10,1,2419600
"02_05_1265",2,"2017-04-27",5,"","1265",FALSE,"8",208,9999,9999,9999,10,1,0.1,9999,9999,9999,9999,9999,10,1,2419600
"02_05_1289",2,"2017-05-02",5,"","1289",FALSE,"9",209,40.8,4.1,0.5,10,1,0.1,40.8,4.1,0.5,40.8,4.1,10,1,409
"02_05_1290",2,"2017-05-02",5,"","1290",FALSE,"9",209,1046.2,118.7,6.3,10,1,0.1,1046.2,118.7,6.3,1046.2,118.7,10,1,9544
"02_05_1291",2,"2017-05-02",5,"","1291",FALSE,"9",209,98.7,10.9,1,10,1,0.1,98.7,10.9,1,98.7,10.9,10,1,
"02_05_1295",2,"2017-05-03",5,"","1295",FALSE,"9",209,28.8,0.5,0.5,10,1,0.1,28.8,0.5,0.5,28.8,0.5,10,1,288
"02_05_1296",2,"2017-05-03",5,"","1296",FALSE,"9",209,24.3,2,0.5,10,1,0.1,24.3,2,0.5,24.3,2,10,1,221.5
"02_05_1297",2,"2017-05-03",5,"","1297",FALSE,"9",209,7.5,0.5,0.5,10,1,0.1,7.5,0.5,0.5,7.5,0.5,10,1,75
"02_05_1298",2,"2017-05-03",5,"","1298",FALSE,"9",209,48,2,1,10,1,0.1,48,2,1,48,2,10,1,
"02_05_1322",2,"2017-05-04",5,"","1322",FALSE,"9",209,5.2,0.5,0.5,10,1,0.1,5.2,0.5,0.5,5.2,0.5,10,1,52
"02_05_1323",2,"2017-05-04",5,"","1323",FALSE,"9",209,3.1,0.5,0.5,10,1,0.1,3.1,0.5,0.5,3.1,0.5,10,1,31
"02_05_1324",2,"2017-05-04",5,"","1324",FALSE,"9",209,24.6,1,0.5,10,1,0.1,24.6,1,0.5,24.6,1,10,1,173
"02_05_1379",2,"2017-05-08",5,"","1379",FALSE,"4",204,16.1,4.1,0.5,10,1,0.1,16.1,4.1,0.5,16.1,4.1,10,1,285.5
"02_05_1380",2,"2017-05-08",5,"","1380",FALSE,"4",204,2,0.5,0.5,10,1,0.1,2,0.5,0.5,2,0.5,10,1,20
"02_05_1381",2,"2017-05-08",5,"","1381",FALSE,"4",204,9999,1046.2,104.6,10,1,0.1,9999,1046.2,104.6,9999,1046.2,10,1,104610
"02_05_1387",2,"2017-05-09",5,"","1387",FALSE,"4",204,290.9,53.7,3.1,10,1,0.1,290.9,53.7,3.1,290.9,53.7,10,1,3793
"02_05_1388",2,"2017-05-09",5,"","1388",FALSE,"4",204,35,4.1,2,10,1,0.1,35,4.1,2,35,4.1,10,1,
"02_05_1389",2,"2017-05-09",5,"","1389",FALSE,"4",204,9999,1119.9,151.5,10,1,0.1,9999,1119.9,151.5,9999,1119.9,10,1,131745
"02_05_1390",2,"2017-05-09",5,"","1390",FALSE,"4",204,9999,920.8,95.9,10,1,0.1,9999,920.8,95.9,9999,920.8,10,1,93990
"02_05_1420",2,"2017-05-11",5,"","1420",FALSE,"4",204,1046.2,86,3.1,10,1,0.1,1046.2,86,3.1,1046.2,86,10,1,7387.33333333333
"02_05_1421",2,"2017-05-11",5,"","1421",FALSE,"4",204,24.3,4.1,0.5,10,1,0.1,24.3,4.1,0.5,24.3,4.1,10,1,326.5
"02_05_1422",2,"2017-05-11",5,"","1422",FALSE,"4",204,727,53.8,4.1,10,1,0.1,727,53.8,4.1,727,53.8,10,1,5583.33333333333
"02_05_1451",2,"2017-05-16",5,"","1451",FALSE,"10",210,33.1,4.1,0.5,1,0.1,0.01,33.1,4.1,0.5,33.1,4.1,1,0.1,3705
"02_05_1452",2,"2017-05-16",5,"","1452",FALSE,"10",210,39.9,6.3,0.5,1,0.1,0.01,39.9,6.3,0.5,39.9,6.3,1,0.1,5145
"02_05_1453",2,"2017-05-16",5,"","1453",FALSE,"10",210,88.6,14.8,0.5,1,0.1,0.01,88.6,14.8,0.5,88.6,14.8,1,0.1,11830
"02_05_1485",2,"2017-05-17",5,"","1485",FALSE,"10",210,275.5,32.7,2,1,0.1,0.01,275.5,32.7,2,275.5,32.7,1,0.1,26750
"02_05_1486",2,"2017-05-17",5,"","1486",FALSE,"10",210,980.4,88.2,7.5,1,0.1,0.01,980.4,88.2,7.5,980.4,88.2,1,0.1,87080
"02_05_1487",2,"2017-05-17",5,"","1487",FALSE,"10",210,517.2,50.4,1,1,0.1,0.01,517.2,50.4,1,517.2,50.4,1,0.1,37373.3333333333
"02_05_1488",2,"2017-05-17",5,"","1488",FALSE,"10",210,866.4,42.8,10.9,1,0.1,0.01,866.4,42.8,10.9,866.4,42.8,1,0.1,79480
"02_05_1518",2,"2017-05-18",5,"","1518",FALSE,"10",210,77.6,9.8,2,1,0.1,0.01,77.6,9.8,2,77.6,9.8,1,0.1,
"02_05_1519",2,"2017-05-18",5,"","1519",FALSE,"10",210,90.8,8.6,0.5,1,0.1,0.01,90.8,8.6,0.5,90.8,8.6,1,0.1,8840
"02_05_1520",2,"2017-05-18",5,"","1520",FALSE,"10",210,21.8,4.1,0.5,1,0.1,0.01,21.8,4.1,0.5,21.8,4.1,1,0.1,3140
"02_05_1560",2,"2017-05-23",5,"","1560",FALSE,"5",205,2419.6,325.5,50.4,1,0.1,0.01,2419.6,325.5,50.4,2419.6,325.5,1,0.1,357153.333333333
"02_05_1561",2,"2017-05-23",5,"","1561",FALSE,"5",205,435.2,48.7,5.2,1,0.1,0.01,435.2,48.7,5.2,435.2,48.7,1,0.1,48073.3333333333
"02_05_1562",2,"2017-05-23",5,"","1562",FALSE,"5",205,290.9,27.2,5.1,1,0.1,0.01,290.9,27.2,5.1,290.9,27.2,1,0.1,35763.3333333333
"02_05_1569",2,"2017-05-24",5,"","1569",FALSE,"5",205,307.6,125.9,8.6,1,0.1,0.01,307.6,125.9,8.6,307.6,125.9,1,0.1,80886.6666666667
"02_05_1570",2,"2017-05-24",5,"","1570",FALSE,"5",205,980.4,31.8,2,1,0.1,0.01,980.4,31.8,2,980.4,31.8,1,0.1,49946.6666666667
"02_05_1571",2,"2017-05-24",5,"","1571",FALSE,"5",205,866.4,93.4,18.9,1,0.1,0.01,866.4,93.4,18.9,866.4,93.4,1,0.1,123013.333333333
"02_05_1572",2,"2017-05-24",5,"","1572",FALSE,"5",205,110.6,16.1,0.5,1,0.1,0.01,110.6,16.1,0.5,110.6,16.1,1,0.1,13580
"02_05_1592",2,"2017-05-25",5,"","1592",FALSE,"5",205,9999,547.5,85.7,1,0.1,0.01,9999,547.5,85.7,9999,547.5,1,0.1,702250
"02_05_1593",2,"2017-05-25",5,"","1593",FALSE,"5",205,770.1,75.4,12.2,1,0.1,0.01,770.1,75.4,12.2,770.1,75.4,1,0.1,91470
"02_05_1594",2,"2017-05-25",5,"","1594",FALSE,"5",205,9999,1986.3,135.4,1,0.1,0.01,9999,1986.3,135.4,9999,1986.3,1,0.1,1670150
"02_05_1642",2,"2017-05-30",5,"","1642",FALSE,"2",202,613.1,108.6,4.1,1,0.1,0.01,613.1,108.6,4.1,613.1,108.6,1,0.1,70303.3333333333
"02_05_1643",2,"2017-05-30",5,"","1643",FALSE,"2",202,9999,920.8,73.3,1,0.1,0.01,9999,920.8,73.3,9999,920.8,1,0.1,826900
"02_05_1644",2,"2017-05-30",5,"","1644",FALSE,"2",202,1732.9,224.7,18.9,1,0.1,0.01,1732.9,224.7,18.9,1732.9,224.7,1,0.1,195663.333333333
"02_05_1677",2,"2017-05-31",5,"","1677",FALSE,"2",202,980.4,135.4,22.6,1,0.1,0.01,980.4,135.4,22.6,980.4,135.4,1,0.1,153146.666666667
"02_05_1678",2,"2017-05-31",5,"","1678",FALSE,"2",202,1986.3,260.3,16,1,0.1,0.01,1986.3,260.3,16,1986.3,260.3,1,0.1,206310
"02_05_1679",2,"2017-05-31",5,"","1679",FALSE,"2",202,1046.2,51.2,8.6,1,0.1,0.01,1046.2,51.2,8.6,1046.2,51.2,1,0.1,80606.6666666667
"02_05_1680",2,"2017-05-31",5,"","1680",FALSE,"2",202,140.1,6.3,0.5,1,0.1,0.01,140.1,6.3,0.5,140.1,6.3,1,0.1,10155
"02_05_1690",2,"2017-06-01",5,"","1690",FALSE,"2",202,9999,1553.1,387.3,1,0.1,0.01,9999,1553.1,387.3,9999,1553.1,1,0.1,2713050
"02_05_1691",2,"2017-06-01",5,"","1691",FALSE,"2",202,9999,2419.6,686.7,1,0.1,0.01,9999,2419.6,686.7,9999,2419.6,1,0.1,4643300
"02_05_1692",2,"2017-06-01",5,"","1692",FALSE,"2",202,9999,9999,613.1,1,0.1,0.01,9999,9999,613.1,9999,9999,1,0.1,6131000
"02_05_1749",2,"2017-06-06",5,"","1749",FALSE,"3",203,63.1,2,0.5,1,0.1,0.01,63.1,2,0.5,63.1,2,1,0.1,4155
"02_05_1750",2,"2017-06-06",5,"","1750",FALSE,"3",203,9999,1413.6,325.5,1,0.1,0.01,9999,1413.6,325.5,9999,1413.6,1,0.1,2334300
"02_05_1751",2,"2017-06-06",5,"","1751",FALSE,"3",203,613.1,54.5,11,1,0.1,0.01,613.1,54.5,11,613.1,54.5,1,0.1,75270
"02_05_1799",2,"2017-06-07",5,"","1799",FALSE,"3",203,9999,9999,648.8,1,0.1,0.01,9999,9999,648.8,9999,9999,1,0.1,6488000
"02_05_1800",2,"2017-06-07",5,"","1800",FALSE,"3",203,9999,9999,613.1,1,0.1,0.01,9999,9999,613.1,9999,9999,1,0.1,6131000
"02_05_1801",2,"2017-06-07",5,"","1801",FALSE,"3",203,1299.7,199.5,9.8,1,0.1,0.01,1299.7,199.5,9.8,1299.7,199.5,1,0.1,142490
"02_05_1802",2,"2017-06-07",5,"","1802",FALSE,"3",203,1299.7,114.5,12.1,1,0.1,0.01,1299.7,114.5,12.1,1299.7,114.5,1,0.1,121823.333333333
"02_05_1834",2,"2017-06-08",5,"","1834",FALSE,"3",203,9999,9999,2419.6,1,0.1,0.01,9999,9999,2419.6,9999,9999,1,0.1,24196000
"02_05_1835",2,"2017-06-08",5,"","1835",FALSE,"3",203,325.5,13.4,2,1,0.1,0.01,325.5,13.4,2,325.5,13.4,1,0.1,21983.3333333333
"02_05_1836",2,"2017-06-08",5,"","1836",FALSE,"3",203,9999,9999,1986.3,1,0.1,0.01,9999,9999,1986.3,9999,9999,1,0.1,19863000
"02_05_1863",2,"2017-06-11",5,"","1863",FALSE,"6",206,12.1,2,0.5,1,0.1,0.01,12.1,2,0.5,12.1,2,1,0.1,1605
"02_05_1864",2,"2017-06-11",5,"","1864",FALSE,"6",206,14.6,4.1,0.5,1,0.1,0.01,14.6,4.1,0.5,14.6,4.1,1,0.1,2780
"02_05_1865",2,"2017-06-11",5,"","1865",FALSE,"6",206,31.7,4.1,0.5,1,0.1,0.01,31.7,4.1,0.5,31.7,4.1,1,0.1,3635
"02_05_1896",2,"2017-06-14",5,"","1896",FALSE,"6",206,9999,1203.3,209.8,1,0.1,0.01,9999,1203.3,209.8,9999,1203.3,1,0.1,1650650
"02_05_1897",2,"2017-06-14",5,"","1897",FALSE,"6",206,9999,1119.9,135.4,1,0.1,0.01,9999,1119.9,135.4,9999,1119.9,1,0.1,1236950
"02_05_1898",2,"2017-06-14",5,"","1898",FALSE,"6",206,9999,866.4,52.9,1,0.1,0.01,9999,866.4,52.9,9999,866.4,1,0.1,697700
"02_05_1899",2,"2017-06-14",5,"","1899",FALSE,"6",206,9999,1553.1,129.6,1,0.1,0.01,9999,1553.1,129.6,9999,1553.1,1,0.1,1424550
"02_05_1985",2,"2017-06-18",5,"","1985",FALSE,"6",206,9999,816.4,41.4,1,0.1,0.01,9999,816.4,41.4,9999,816.4,1,0.1,615200
"02_05_1986",2,"2017-06-18",5,"","1986",FALSE,"6",206,9999,770.1,79.4,1,0.1,0.01,9999,770.1,79.4,9999,770.1,1,0.1,782050
"02_05_1987",2,"2017-06-18",5,"","1987",FALSE,"6",206,151.5,8.4,1,1,0.1,0.01,151.5,8.4,1,151.5,8.4,1,0.1,
"02_06_1704",2,"2017-06-01",6,"","1704",FALSE,"2",202,1299.7,121.1,12.1,0.1,0.01,0.001,1299.7,121.1,12.1,1299.7,121.1,0.1,0.01,1240233.33333333
"02_06_1705",2,"2017-06-01",6,"","1705",FALSE,"2",202,435.2,22.6,1,0.1,0.01,0.001,435.2,22.6,1,435.2,22.6,0.1,0.01,253733.333333333
"02_06_1706",2,"2017-06-01",6,"","1706",FALSE,"2",202,2419.6,118.7,10.9,0.1,0.01,0.001,2419.6,118.7,10.9,2419.6,118.7,0.1,0.01,1565533.33333333
"02_06_1707",2,"2017-06-01",6,"","1707",FALSE,"2",202,1553.1,93.3,38.4,0.1,0.01,0.001,1553.1,93.3,38.4,1553.1,93.3,0.1,0.01,2108700
"02_06_1708",2,"2017-06-01",6,"","1708",FALSE,"2",202,218.7,56.5,6.3,0.1,0.01,0.001,218.7,56.5,6.3,218.7,56.5,0.1,0.01,471233.333333333
"02_06_1709",2,"2017-06-01",6,"","1709",FALSE,"2",202,204.6,12.2,1,0.1,0.01,0.001,204.6,12.2,1,204.6,12.2,0.1,0.01,142200
"02_06_1710",2,"2017-06-01",6,"","1710",FALSE,"2",202,9999,272.3,17.3,0.1,0.01,0.001,9999,272.3,17.3,9999,272.3,0.1,0.01,2226500
"02_06_1711",2,"2017-06-01",6,"","1711",FALSE,"2",202,866.4,78,13.5,0.1,0.01,0.001,866.4,78,13.5,866.4,78,0.1,0.01,998800
"02_06_1712",2,"2017-06-01",6,"","1712",FALSE,"2",202,1119.9,99,7.5,0.1,0.01,0.001,1119.9,99,7.5,1119.9,99,0.1,0.01,953300
"02_06_1713",2,"2017-06-01",6,"","1713",FALSE,"2",202,547.5,42,5.2,0.1,0.01,0.001,547.5,42,5.2,547.5,42,0.1,0.01,495833.333333333
"02_06_1731",2,"2017-06-05",6,"","1731",FALSE,"5",205,461.1,21.8,3.1,0.1,0.01,0.001,461.1,21.8,3.1,461.1,21.8,0.1,0.01,329700
"02_06_1732",2,"2017-06-05",6,"","1732",FALSE,"5",205,231,36.4,3,0.1,0.01,0.001,231,36.4,3,231,36.4,0.1,0.01,298333.333333333
"02_06_1733",2,"2017-06-05",6,"","1733",FALSE,"5",205,105.9,2,1,0.1,0.01,0.001,105.9,2,1,105.9,2,0.1,0.01,
"02_06_1734",2,"2017-06-05",6,"","1734",FALSE,"5",205,387.3,59.1,3,0.1,0.01,0.001,387.3,59.1,3,387.3,59.1,0.1,0.01,426100
"02_06_1735",2,"2017-06-05",6,"","1735",FALSE,"5",205,547.5,64.4,7.4,0.1,0.01,0.001,547.5,64.4,7.4,547.5,64.4,0.1,0.01,643833.333333333
"02_06_1736",2,"2017-06-05",6,"","1736",FALSE,"5",205,524.7,18.5,2,0.1,0.01,0.001,524.7,18.5,2,524.7,18.5,0.1,0.01,303233.333333333
"02_06_1737",2,"2017-06-05",6,"","1737",FALSE,"5",205,1413.6,214.1,23.8,0.1,0.01,0.001,1413.6,214.1,23.8,1413.6,214.1,0.1,0.01,1978200
"02_06_1738",2,"2017-06-05",6,"","1738",FALSE,"5",205,980.4,117.2,6.3,0.1,0.01,0.001,980.4,117.2,6.3,980.4,117.2,0.1,0.01,927466.666666667
"02_06_1739",2,"2017-06-05",6,"","1739",FALSE,"5",205,816.4,23.3,1,0.1,0.01,0.001,816.4,23.3,1,816.4,23.3,0.1,0.01,383133.333333333
"02_06_1740",2,"2017-06-05",6,"","1740",FALSE,"5",205,478.6,18.3,6.3,0.1,0.01,0.001,478.6,18.3,6.3,478.6,18.3,0.1,0.01,430533.333333333
"02_06_1767",2,"2017-06-12",6,"","1767",FALSE,"1",201,387.3,31.3,12.1,0.1,0.01,0.001,387.3,31.3,12.1,387.3,31.3,0.1,0.01,636766.666666667
"02_06_1768",2,"2017-06-12",6,"","1768",FALSE,"1",201,816.4,69.7,17.3,0.1,0.01,0.001,816.4,69.7,17.3,816.4,69.7,0.1,0.01,1081133.33333333
"02_06_1769",2,"2017-06-12",6,"","1769",FALSE,"1",201,50.4,8.5,0.5,0.1,0.01,0.001,50.4,8.5,0.5,50.4,8.5,0.1,0.01,67700
"02_06_1770",2,"2017-06-12",6,"","1770",FALSE,"1",201,79.4,2,0.5,0.1,0.01,0.001,79.4,2,0.5,79.4,2,0.1,0.01,49700
"02_06_1771",2,"2017-06-12",6,"","1771",FALSE,"1",201,461.1,39.9,1,0.1,0.01,0.001,461.1,39.9,1,461.1,39.9,0.1,0.01,320033.333333333
"02_06_1772",2,"2017-06-12",6,"","1772",FALSE,"1",201,9999,139.6,17.3,0.1,0.01,0.001,9999,139.6,17.3,9999,139.6,0.1,0.01,1563000
"02_06_1773",2,"2017-06-12",6,"","1773",FALSE,"1",201,135.4,12.1,1,0.1,0.01,0.001,135.4,12.1,1,135.4,12.1,0.1,0.01,
"02_06_1774",2,"2017-06-12",6,"","1774",FALSE,"1",201,1203.3,115.3,9.8,0.1,0.01,0.001,1203.3,115.3,9.8,1203.3,115.3,0.1,0.01,1112100
"02_06_1775",2,"2017-06-12",6,"","1775",FALSE,"1",201,1553.1,143.9,23.1,0.1,0.01,0.001,1553.1,143.9,23.1,1553.1,143.9,0.1,0.01,1767366.66666667
"02_06_1776",2,"2017-06-12",6,"","1776",FALSE,"1",201,127.4,24.3,1,0.1,0.01,0.001,127.4,24.3,1,127.4,24.3,0.1,0.01,
"02_06_1777",2,"2017-06-12",6,"","1777",FALSE,"7",207,248.9,24.6,3.1,0.1,0.01,0.001,248.9,24.6,3.1,248.9,24.6,0.1,0.01,268300
"02_06_1778",2,"2017-06-12",6,"","1778",FALSE,"7",207,14.6,0.5,0.5,0.1,0.01,0.001,14.6,0.5,0.5,14.6,0.5,0.1,0.01,14600
"02_06_1779",2,"2017-06-12",6,"","1779",FALSE,"7",207,1986.3,228.2,24.6,0.1,0.01,0.001,1986.3,228.2,24.6,1986.3,228.2,0.1,0.01,2242766.66666667
"02_06_1780",2,"2017-06-12",6,"","1780",FALSE,"7",207,9999,307.6,40.4,0.1,0.01,0.001,9999,307.6,40.4,9999,307.6,0.1,0.01,3558000
"02_06_1781",2,"2017-06-12",6,"","1781",FALSE,"7",207,53.7,6.3,0.5,0.1,0.01,0.001,53.7,6.3,0.5,53.7,6.3,0.1,0.01,58350
"02_06_1782",2,"2017-06-12",6,"","1782",FALSE,"7",207,60.2,6.3,0.5,0.1,0.01,0.001,60.2,6.3,0.5,60.2,6.3,0.1,0.01,61600
"02_06_1783",2,"2017-06-12",6,"","1783",FALSE,"7",207,9999,435.2,23.1,0.1,0.01,0.001,9999,435.2,23.1,9999,435.2,0.1,0.01,3331000
"02_06_1784",2,"2017-06-12",6,"","1784",FALSE,"7",207,165.8,27.9,0.5,0.1,0.01,0.001,165.8,27.9,0.5,165.8,27.9,0.1,0.01,222400
"02_06_1785",2,"2017-06-12",6,"","1785",FALSE,"7",207,7.4,0.5,0.5,0.1,0.01,0.001,7.4,0.5,0.5,7.4,0.5,0.1,0.01,7400
"02_06_1786",2,"2017-06-12",6,"","1786",FALSE,"7",207,9999,1986.3,302.6,0.1,0.01,0.001,9999,1986.3,302.6,9999,1986.3,0.1,0.01,25061500
"02_06_1787",2,"2017-06-12",6,"","1787",FALSE,"9",209,159.7,9.8,0.5,0.1,0.01,0.001,159.7,9.8,0.5,159.7,9.8,0.1,0.01,128850
"02_06_1788",2,"2017-06-12",6,"","1788",FALSE,"9",209,133.3,13.4,0.5,0.1,0.01,0.001,133.3,13.4,0.5,133.3,13.4,0.1,0.01,133650
"02_06_1789",2,"2017-06-12",6,"","1789",FALSE,"9",209,344.8,27.5,3.1,0.1,0.01,0.001,344.8,27.5,3.1,344.8,27.5,0.1,0.01,309933.333333333
"02_06_1790",2,"2017-06-12",6,"","1790",FALSE,"9",209,9999,307.6,67.7,0.1,0.01,0.001,9999,307.6,67.7,9999,307.6,0.1,0.01,4923000
"02_06_1791",2,"2017-06-12",6,"","1791",FALSE,"9",209,2419.6,214.3,20.3,0.1,0.01,0.001,2419.6,214.3,20.3,2419.6,214.3,0.1,0.01,2197533.33333333
"02_06_1792",2,"2017-06-12",6,"","1792",FALSE,"9",209,1986.3,360.9,23.3,0.1,0.01,0.001,1986.3,360.9,23.3,1986.3,360.9,0.1,0.01,2641766.66666667
"02_06_1793",2,"2017-06-12",6,"","1793",FALSE,"9",209,261.3,24.1,1,0.1,0.01,0.001,261.3,24.1,1,261.3,24.1,0.1,0.01,200766.666666667
"02_06_1794",2,"2017-06-12",6,"","1794",FALSE,"9",209,66.3,9.6,0.5,0.1,0.01,0.001,66.3,9.6,0.5,66.3,9.6,0.1,0.01,81150
"02_06_1795",2,"2017-06-12",6,"","1795",FALSE,"9",209,9999,770.1,124.6,0.1,0.01,0.001,9999,770.1,124.6,9999,770.1,0.1,0.01,10080500
"02_06_1796",2,"2017-06-12",6,"","1796",FALSE,"9",209,387.3,47.3,6.3,0.1,0.01,0.001,387.3,47.3,6.3,387.3,47.3,0.1,0.01,496766.666666667
"02_06_1910",2,"2017-06-13",6,"","1910",FALSE,"8",208,101,17.1,1,0.1,0.01,0.001,101,17.1,1,101,17.1,0.1,0.01,
"02_06_1911",2,"2017-06-13",6,"","1911",FALSE,"8",208,248.1,27.5,1,0.1,0.01,0.001,248.1,27.5,1,248.1,27.5,0.1,0.01,207700
"02_06_1912",2,"2017-06-13",6,"","1912",FALSE,"8",208,9999,1119.9,325.5,0.1,0.01,0.001,9999,1119.9,325.5,9999,1119.9,0.1,0.01,21874500
"02_06_1913",2,"2017-06-13",6,"","1913",FALSE,"8",208,9999,517.2,24.6,0.1,0.01,0.001,9999,517.2,24.6,9999,517.2,0.1,0.01,3816000
"02_06_1914",2,"2017-06-13",6,"","1914",FALSE,"8",208,2419.6,344.8,38.9,0.1,0.01,0.001,2419.6,344.8,38.9,2419.6,344.8,0.1,0.01,3252533.33333333
"02_06_1915",2,"2017-06-13",6,"","1915",FALSE,"8",208,488.4,44.8,9.8,0.1,0.01,0.001,488.4,44.8,9.8,488.4,44.8,0.1,0.01,638800
"02_06_1916",2,"2017-06-13",6,"","1916",FALSE,"8",208,9999,9999,1203.3,0.1,0.01,0.001,9999,9999,1203.3,9999,9999,0.1,0.01,120330000
"02_06_1917",2,"2017-06-13",6,"","1917",FALSE,"8",208,9999,1203.3,93.3,0.1,0.01,0.001,9999,1203.3,93.3,9999,1203.3,0.1,0.01,10681500
"02_06_1918",2,"2017-06-13",6,"","1918",FALSE,"8",208,9999,313,23.1,0.1,0.01,0.001,9999,313,23.1,9999,313,0.1,0.01,2720000
"02_06_1919",2,"2017-06-13",6,"","1919",FALSE,"8",208,9999,270,34.5,0.1,0.01,0.001,9999,270,34.5,9999,270,0.1,0.01,3075000
"02_06_1920",2,"2017-06-13",6,"","1920",FALSE,"4",204,517.2,37.3,3.1,0.1,0.01,0.001,517.2,37.3,3.1,517.2,37.3,0.1,0.01,400066.666666667
"02_06_1921",2,"2017-06-13",6,"","1921",FALSE,"4",204,14.6,0.5,0.5,0.1,0.01,0.001,14.6,0.5,0.5,14.6,0.5,0.1,0.01,14600
"02_06_1922",2,"2017-06-13",6,"","1922",FALSE,"4",204,648.8,50.4,0.5,0.1,0.01,0.001,648.8,50.4,0.5,648.8,50.4,0.1,0.01,576400
"02_06_1923",2,"2017-06-13",6,"","1923",FALSE,"4",204,63.1,2,0.5,0.1,0.01,0.001,63.1,2,0.5,63.1,2,0.1,0.01,41550
"02_06_1924",2,"2017-06-13",6,"","1924",FALSE,"4",204,148.3,14.4,3.1,0.1,0.01,0.001,148.3,14.4,3.1,148.3,14.4,0.1,0.01,
"02_06_1925",2,"2017-06-13",6,"","1925",FALSE,"4",204,410.6,34.5,5.2,0.1,0.01,0.001,410.6,34.5,5.2,410.6,34.5,0.1,0.01,425200
"02_06_1926",2,"2017-06-13",6,"","1926",FALSE,"4",204,579.4,51.2,5.2,0.1,0.01,0.001,579.4,51.2,5.2,579.4,51.2,0.1,0.01,537133.333333333
"02_06_1927",2,"2017-06-13",6,"","1927",FALSE,"4",204,166.4,24.6,1,0.1,0.01,0.001,166.4,24.6,1,166.4,24.6,0.1,0.01,
"02_06_1928",2,"2017-06-13",6,"","1928",FALSE,"4",204,14.6,0.5,0.5,0.1,0.01,0.001,14.6,0.5,0.5,14.6,0.5,0.1,0.01,14600
"02_06_1929",2,"2017-06-13",6,"","1929",FALSE,"4",204,18.9,1,0.5,0.1,0.01,0.001,18.9,1,0.5,18.9,1,0.1,0.01,14450
"02_06_1930",2,"2017-06-13",6,"","1930",FALSE,"10",210,11,2,0.5,0.1,0.01,0.001,11,2,0.5,11,2,0.1,0.01,15500
"02_06_1931",2,"2017-06-13",6,"","1931",FALSE,"10",210,50.4,3,0.5,0.1,0.01,0.001,50.4,3,0.5,50.4,3,0.1,0.01,40200
"02_06_1932",2,"2017-06-13",6,"","1932",FALSE,"10",210,9999,435.2,54.8,0.1,0.01,0.001,9999,435.2,54.8,9999,435.2,0.1,0.01,4916000
"02_06_1933",2,"2017-06-13",6,"","1933",FALSE,"10",210,9999,686.7,74.9,0.1,0.01,0.001,9999,686.7,74.9,9999,686.7,0.1,0.01,7178500
"02_06_1934",2,"2017-06-13",6,"","1934",FALSE,"10",210,9999,461.1,50.4,0.1,0.01,0.001,9999,461.1,50.4,9999,461.1,0.1,0.01,4825500
"02_06_1935",2,"2017-06-13",6,"","1935",FALSE,"10",210,686.7,83.6,1,0.1,0.01,0.001,686.7,83.6,1,686.7,83.6,0.1,0.01,540900
"02_06_1936",2,"2017-06-13",6,"","1936",FALSE,"10",210,1119.9,408.3,12.2,0.1,0.01,0.001,1119.9,408.3,12.2,1119.9,408.3,0.1,0.01,2140966.66666667
"02_06_1937",2,"2017-06-13",6,"","1937",FALSE,"10",210,1,0.5,0.5,0.1,0.01,0.001,1,0.5,0.5,1,0.5,0.1,0.01,1000
"02_06_1938",2,"2017-06-13",6,"","1938",FALSE,"10",210,2,0.5,0.5,0.1,0.01,0.001,2,0.5,0.5,2,0.5,0.1,0.01,2000
"02_06_1939",2,"2017-06-13",6,"","1939",FALSE,"10",210,2,0.5,0.5,0.1,0.01,0.001,2,0.5,0.5,2,0.5,0.1,0.01,2000
"02_06_1950",2,"2017-06-15",6,"","1950",FALSE,"6",206,1732.9,123.6,22.8,0.1,0.01,0.001,1732.9,123.6,22.8,1732.9,123.6,0.1,0.01,1749633.33333333
"02_06_1951",2,"2017-06-15",6,"","1951",FALSE,"6",206,365.4,57.6,3,0.1,0.01,0.001,365.4,57.6,3,365.4,57.6,0.1,0.01,413800
"02_06_1952",2,"2017-06-15",6,"","1952",FALSE,"6",206,73.8,5.2,0.5,0.1,0.01,0.001,73.8,5.2,0.5,73.8,5.2,0.1,0.01,62900
"02_06_1953",2,"2017-06-15",6,"","1953",FALSE,"6",206,770.1,88.4,12.1,0.1,0.01,0.001,770.1,88.4,12.1,770.1,88.4,0.1,0.01,954700
"02_06_1954",2,"2017-06-15",6,"","1954",FALSE,"6",206,9999,228.2,37.4,0.1,0.01,0.001,9999,228.2,37.4,9999,228.2,0.1,0.01,3011000
"02_06_1963",2,"2017-06-15",6,"","1963",FALSE,"6",206,125.9,7.5,0.5,0.1,0.01,0.001,125.9,7.5,0.5,125.9,7.5,0.1,0.01,100450
"02_06_1964",2,"2017-06-15",6,"","1964",FALSE,"6",206,9999,344.8,35,0.1,0.01,0.001,9999,344.8,35,9999,344.8,0.1,0.01,3474000
